scenario,coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,fixedwing_final_battery_mean,fixedwing_final_battery_std,quadrotor_mean_final_battery_mean,quadrotor_mean_final_battery_std,quadrotor_min_final_battery_mean,quadrotor_min_final_battery_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std,redundant_coverage_proxy_mean,redundant_coverage_proxy_std
0,0.217,0.17890795274541474,0.9,0.21081851067789195,0.9,0.21081851067789195,0.8,0.4216370213557839,158.5,285.3957291590437,20.94999999999969,36.183145247476105,80.20500000000052,36.55458209612254,98.84500000000004,0.37965627729418383,98.84500000000004,0.37965627729418383,0.0,0.0,0.0,0.0,113.0,238.24170732915576,0.0,0.0,1.8,0.4216370213557839,1.8,0.4216370213557839,1.8,0.4216370213557839,0.16957142857142857,0.35798491208277416
1,0.43743750000000003,0.19455644219965806,0.3,0.17873008824606013,0.45,0.22973414586817037,0.0,0.0,1000.0,0.0,141.82999999999936,11.253572272346215,5.400000000001549,11.459299959228357,76.38500000000062,6.401553630868427,71.21000000000089,9.13940795553903,0.0,0.0,1.3,2.359378449224852,737.4,594.1724777649443,0.0,0.0,3.6,1.837873166945363,2.4,1.429840705968481,10.4,2.0655911179772892,0.7667,0.10376343583981763
