coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std
0.42803125,0.30463762412290774,0.0,0.0,0.4625,0.35145374779920224,0.0,0.0,648.25,478.2691243046721,134.36999999999858,98.93940915636357,0.4,0.5026246899500346,5.2,6.031496279400415,397.2,303.0080075370599,0.0,0.0,3.7,2.811629982393618,0.0,0.0,9.9,7.468530469136552
