coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,total_energy_consumption,fixedwing_final_battery,quadrotor_mean_final_battery,quadrotor_min_final_battery,collision_count,near_miss_count,communication_loss_count,invalid_action_count,detected_targets,inspected_targets,candidate_targets,redundant_coverage_proxy,termination_reason,quadrotor_hover_inspect_count,quadrotor_valid_hover_inspect_count,quadrotor_invalid_hover_inspect_count,mean_distance_to_candidate,time_in_candidate_range,scenario,seed,ablation,use_guidance,use_capability_reward,use_safety_shaping,evaluation_mode
0.528125,0.0,0.25,0,1000,228.24999999999744,15.100000000002703,28.325000000001452,23.600000000001465,0,0,890,0,2,0,12,0.7183333333333334,max_steps_reached,537,0,537,1075.614073462299,0,1,0,guidance_0_capability_0_safety_1,0,0,1,sampling
0.76875,0.0,1.0,0,1000,228.99999999999716,20.900000000002855,25.05000000000139,21.20000000000139,0,1,899,0,8,0,16,0.59,max_steps_reached,482,0,482,1180.6440001363494,0,1,1,guidance_0_capability_0_safety_1,0,0,1,sampling
0.823125,0.0,1.0,0,1000,224.74999999999736,21.000000000002863,27.125000000001418,22.800000000001397,0,2,813,0,8,0,18,0.561,max_steps_reached,563,0,563,714.3598027669663,0,1,2,guidance_0_capability_0_safety_1,0,0,1,sampling
0.7625,0.0,0.875,0,932,211.7999999999973,25.40000000000289,31.400000000001505,27.650000000001455,1,1,773,0,7,0,16,0.5636623748211731,collision,514,0,514,1089.6619764302457,0,1,3,guidance_0_capability_0_safety_1,0,0,1,sampling
0.6125,0.0,0.5,0,1000,222.0999999999972,15.800000000002736,31.050000000001464,29.250000000001478,0,1,894,0,4,0,16,0.6733333333333333,max_steps_reached,639,0,639,1571.6603434981444,0,1,4,guidance_0_capability_0_safety_1,0,0,1,sampling
0.6625,0.0,0.5,0,1000,218.89999999999716,16.500000000002707,32.300000000001404,25.750000000001435,0,1,869,0,4,0,16,0.6466666666666666,max_steps_reached,620,0,620,861.5563612337394,0,1,5,guidance_0_capability_0_safety_1,0,0,1,sampling
0.795625,0.0,0.75,0,1000,226.14999999999728,17.700000000002714,28.07500000000145,22.350000000001387,0,1,837,0,6,0,15,0.5756666666666667,max_steps_reached,551,0,551,1208.9188153886319,0,1,6,guidance_0_capability_0_safety_1,0,0,1,sampling
0.7675,0.0,0.875,0,1000,220.39999999999753,22.0000000000029,28.800000000001432,23.300000000001432,0,1,922,0,7,0,14,0.5906666666666667,max_steps_reached,537,0,537,1212.721065723822,0,1,7,guidance_0_capability_0_safety_1,0,0,1,sampling
0.65375,0.0,1.0,0,1000,225.59999999999715,17.30000000000276,28.550000000001415,22.15000000000137,0,0,912,0,8,0,11,0.6513333333333333,max_steps_reached,567,0,567,906.7004412777917,0,1,8,guidance_0_capability_0_safety_1,0,0,1,sampling
0.7675,0.0,0.625,0,1000,226.3999999999973,19.700000000002788,26.95000000000143,22.90000000000139,0,0,880,0,5,0,10,0.5906666666666667,max_steps_reached,537,0,537,1111.8912831571001,0,1,9,guidance_0_capability_0_safety_1,0,0,1,sampling
0.5625,0.0,0.5,0,1000,227.19999999999726,15.900000000002722,28.450000000001452,24.150000000001427,0,1,873,0,4,0,11,0.7,max_steps_reached,582,0,582,1433.0716967743576,0,1,10,guidance_0_capability_0_safety_1,0,0,1,sampling
0.833125,0.0,0.75,0,1000,223.4499999999974,19.800000000002782,28.375000000001425,23.650000000001413,0,0,914,0,6,0,14,0.5556666666666666,max_steps_reached,501,0,501,1154.064615150225,0,1,11,guidance_0_capability_0_safety_1,0,0,1,sampling
0.8,0.0,1.0,0,1000,228.6499999999973,16.100000000002737,27.625000000001364,22.450000000001317,0,0,759,0,8,0,15,0.5733333333333334,max_steps_reached,509,0,509,900.5083672011633,0,1,12,guidance_0_capability_0_safety_1,0,0,1,sampling
0.745,0.0,0.75,0,1000,230.14999999999722,19.800000000002832,25.025000000001384,24.75000000000138,0,1,846,0,6,0,20,0.6026666666666667,max_steps_reached,511,0,511,1065.0805475450215,0,1,13,guidance_0_capability_0_safety_1,0,0,1,sampling
0.790625,0.0,0.5,0,1000,228.84999999999738,17.20000000000276,26.97500000000142,23.20000000000139,0,3,839,0,4,0,16,0.5783333333333334,max_steps_reached,539,0,539,1575.7678039521268,0,1,14,guidance_0_capability_0_safety_1,0,0,1,sampling
0.60625,0.0,0.5,0,1000,223.64999999999716,15.700000000002696,30.325000000001456,25.250000000001435,0,0,891,0,4,0,9,0.6766666666666666,max_steps_reached,487,0,487,1936.1628941553283,0,1,15,guidance_0_capability_0_safety_1,0,0,1,sampling
0.616875,0.0,0.75,0,1000,213.54999999999725,17.20000000000274,34.62500000000152,26.250000000001492,0,1,834,0,6,0,14,0.671,max_steps_reached,715,0,715,1078.1223248527338,0,1,16,guidance_0_capability_0_safety_1,0,0,1,sampling
0.68625,0.0,0.75,0,1000,221.7999999999972,19.50000000000287,29.350000000001433,28.950000000001403,0,0,877,0,6,0,15,0.634,max_steps_reached,617,0,617,1187.853553937774,0,1,17,guidance_0_capability_0_safety_1,0,0,1,sampling
0.709375,0.0,0.5,0,1000,229.3499999999972,17.60000000000278,26.52500000000141,22.800000000001397,0,0,904,0,4,0,16,0.6216666666666667,max_steps_reached,578,0,578,797.5864109043888,0,1,18,guidance_0_capability_0_safety_1,0,0,1,sampling
0.75125,0.0,0.75,0,1000,228.19999999999715,17.400000000002787,27.200000000001445,21.85000000000143,0,0,843,0,6,0,11,0.5993333333333334,max_steps_reached,451,0,451,1367.4640948347376,0,1,19,guidance_0_capability_0_safety_1,0,0,1,sampling
