update,ablation,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,full_ca_hmappo,1,-0.4916034429879801,2,0.020625,0.0,0.0,0,9,0,0,-0.010147133842110634,388.90167236328125,1.741621971130371,0.001037870766595006,0.02083333395421505,0.17933642864227295
2,full_ca_hmappo,1,0.45621774402479787,3,0.048125,0.0,0.0,0,35,0,0,-0.004706834442913532,347.0566101074219,1.7308814525604248,-0.0012467603664845228,0.0,0.18090103566646576
3,full_ca_hmappo,1,0.43293922859811573,5,0.024375,0.0,0.0,0,39,0,0,-0.005857523530721664,354.45556640625,1.7522132396697998,0.0013302110601216555,0.0,0.1771971583366394
4,full_ca_hmappo,1,-0.7926592406001873,8,0.028125,0.0,0.0,0,44,0,0,-0.002069375943392515,273.02923583984375,1.7209771871566772,0.0008665279019623995,0.0,0.1858227550983429
5,full_ca_hmappo,1,-0.7341217463108478,9,0.031875,0.0,0.0,0,133,0,0,-0.0019855001010000706,142.62026977539062,1.7321193218231201,-0.0034352398943156004,0.0,0.18760524690151215
6,full_ca_hmappo,1,0.9913029214985727,10,0.04125,0.0,0.0,0,241,0,0,-0.0007582853431813419,699.7742919921875,1.7299811840057373,0.0008696313016116619,0.0,0.18449947237968445
7,full_ca_hmappo,1,0.1037321832291127,12,0.01375,0.0,0.0,0,80,0,0,-0.0039229425601661205,183.56488037109375,1.7023744583129883,0.0030093654058873653,0.0,0.19207732379436493
8,full_ca_hmappo,1,0.06991498830029741,12,0.040625,0.0,0.0,0,336,0,0,-0.005410071462392807,189.15481567382812,1.7021169662475586,0.003951658494770527,0.0,0.1892637461423874
9,full_ca_hmappo,1,0.7097714523297327,12,0.0575,0.0,0.0,0,592,0,0,0.0023640384897589684,208.61766052246094,1.7093217372894287,0.00763880368322134,0.0,0.1879526972770691
10,full_ca_hmappo,1,0.039001080691377865,13,0.03375,0.0,0.0,0,233,0,0,-0.0029611520003527403,197.72982788085938,1.6686811447143555,0.001030124956741929,0.0,0.20495246350765228
11,full_ca_hmappo,1,-0.19534865824971348,14,0.1025,0.0,0.125,0,231,0,0,-0.0024803760461509228,99.72901153564453,1.6440019607543945,0.0029941180255264044,0.0,0.20922735333442688
12,full_ca_hmappo,1,-0.47433719466789626,14,0.108125,0.0,0.125,0,487,0,0,9.999610483646393e-05,84.84280395507812,1.6323373317718506,0.001416441285982728,0.0,0.21771030128002167
13,full_ca_hmappo,1,0.13777279534315312,15,0.075,0.0,0.0,0,133,0,0,-0.0025727327447384596,332.003662109375,1.590615153312683,-0.0007950353319756687,0.0,0.23546069860458374
14,full_ca_hmappo,1,0.06380720372544602,17,0.02625,0.0,0.0,0,16,0,0,-0.0047386339865624905,142.14178466796875,1.5633981227874756,-8.741075725993142e-05,0.0,0.2412828654050827
15,full_ca_hmappo,1,-0.017083483224496376,20,0.039375,0.0,0.0,0,91,0,0,-0.00039577734423801303,164.11468505859375,1.5625951290130615,0.001361548202112317,0.0,0.24504487216472626
16,full_ca_hmappo,1,-0.1697926973010908,22,0.0275,0.0,0.0,0,81,0,0,-0.0017590951174497604,135.18389892578125,1.5456132888793945,0.0014727679081261158,0.0,0.25003907084465027
17,full_ca_hmappo,1,-0.5562675545952516,24,0.033125,0.0,0.0,0,39,0,0,0.00031274621142074466,130.81427001953125,1.5001170635223389,-0.0003301977994851768,0.0,0.2667692303657532
18,full_ca_hmappo,1,0.14759558285459207,25,0.05625,0.0,0.125,0,234,0,0,-0.003886627731844783,106.49393463134766,1.536526083946228,-0.002375833224505186,0.0,0.2638241648674011
19,full_ca_hmappo,1,-0.45621976771508344,26,0.071875,0.0,0.0,0,139,0,0,-0.0022070612758398056,86.34822082519531,1.4415315389633179,0.0027229655534029007,0.0,0.29579365253448486
20,full_ca_hmappo,1,0.41293194686204515,27,0.08375,0.0,0.125,0,120,0,0,0.0002165163605241105,248.40000915527344,1.4499567747116089,0.0029545247089117765,0.0,0.28910017013549805
