update,ablation,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,guidance_0_capability_0_safety_0,1,-0.2572363274739473,9,0.0125,0.0,0.0,0,15,0,0,-0.011691694147884846,13.575590133666992,1.775647521018982,0.006440563127398491,0.0,0.16969294846057892
2,guidance_0_capability_0_safety_0,1,-0.09062499826177373,11,0.01375,0.0,0.0,0,31,0,0,-0.0044757598079741,3.0481960773468018,1.7647358179092407,0.00024784248671494424,0.0,0.17402248084545135
3,guidance_0_capability_0_safety_0,1,-0.06666992103055236,11,0.021875,0.0,0.0,0,287,0,0,-0.006994813680648804,0.8046723008155823,1.7489981651306152,0.0017119682161137462,0.0,0.17946816980838776
4,guidance_0_capability_0_safety_0,1,-0.0589355461706873,12,0.020625,0.0,0.0,0,182,0,0,-0.005710050463676453,1.087530493736267,1.728143334388733,0.0028079606126993895,0.0,0.1822807341814041
5,guidance_0_capability_0_safety_0,1,-0.044179686781717464,12,0.0425,0.0,0.0,0,438,0,0,-0.008177057839930058,0.6293388605117798,1.7103317975997925,0.002424556529149413,0.0,0.19308869540691376
6,guidance_0_capability_0_safety_0,1,-0.007412109353026608,12,0.08375,0.0,0.0,0,694,0,0,-0.005814249161630869,0.6308728456497192,1.6953716278076172,0.0011335137533023953,0.0,0.1978716403245926
7,guidance_0_capability_0_safety_0,1,-0.027363281365978764,12,0.085,0.0,0.0,0,950,0,0,-0.0019209282472729683,0.05036389082670212,1.6814942359924316,0.00041270582005381584,0.0,0.20202378928661346
8,guidance_0_capability_0_safety_0,1,0.002578124876890797,13,0.04875,0.0,0.0,0,206,0,0,-0.005676232278347015,0.3764561116695404,1.6334172487258911,0.004550138488411903,0.0,0.21080119907855988
9,guidance_0_capability_0_safety_0,1,0.0018847655919671524,13,0.098125,0.0,0.0,0,462,0,0,-0.0018386123701930046,0.9546774625778198,1.6107152700424194,0.001309418585151434,0.0,0.22452737390995026
10,guidance_0_capability_0_safety_0,1,-0.005283203161525307,13,0.126875,0.0,0.0,0,718,0,0,-0.003531374968588352,0.31746727228164673,1.5965005159378052,0.0001726415939629078,0.0,0.22588545083999634
11,guidance_0_capability_0_safety_0,1,-0.0016894541549845599,13,0.145625,0.0,0.125,0,974,0,0,-0.0058845640160143375,0.6228067278862,1.5655161142349243,0.0012450303183868527,0.0,0.2421823889017105
12,guidance_0_capability_0_safety_0,1,0.03448242189188022,14,0.0975,0.0,0.0,0,247,0,0,-6.578893953701481e-05,0.8171783685684204,1.4812778234481812,0.00027400781982578337,0.0,0.27640068531036377
13,guidance_0_capability_0_safety_0,1,0.05241210808526375,14,0.213125,0.0,0.125,0,503,0,0,-0.0027951281517744064,2.964723587036133,1.466204285621643,-0.0006027805502526462,0.0,0.29157015681266785
14,guidance_0_capability_0_safety_0,1,-0.003916016350558493,14,0.266875,0.0,0.125,0,759,0,0,-0.009598538279533386,0.23222947120666504,1.4639921188354492,-0.004434047732502222,0.0,0.28337040543556213
15,guidance_0_capability_0_safety_0,1,-0.02005859385826625,15,0.02,0.0,0.0,0,15,0,0,-0.004043111111968756,0.4141785502433777,1.4626458883285522,0.007489943411201239,0.0,0.28819581866264343
16,guidance_0_capability_0_safety_0,1,0.11824218746187398,15,0.24,0.0,0.125,0,271,0,0,-0.0028830606024712324,8.011878967285156,1.4084383249282837,0.001389743760228157,0.0,0.2917728126049042
17,guidance_0_capability_0_safety_0,1,0.02344726574665401,15,0.310625,0.0,0.25,0,527,0,0,-0.0013010395923629403,1.2692749500274658,1.3997751474380493,-0.00016979330393951386,0.0,0.3030986487865448
18,guidance_0_capability_0_safety_0,1,0.07387695113720838,15,0.4725,0.0,0.375,0,783,0,0,-0.0006331205368041992,4.062994956970215,1.3964029550552368,0.0013736048713326454,0.0,0.30514076352119446
19,guidance_0_capability_0_safety_0,1,0.00941406194033334,16,0.021875,0.0,0.0,0,39,0,0,-0.003392112674191594,0.6157915592193604,1.3898783922195435,0.002610366092994809,0.0,0.3065181374549866
20,guidance_0_capability_0_safety_0,1,0.0744140606111614,16,0.185625,0.0,0.125,0,295,0,0,0.001859500422142446,5.180886268615723,1.368942141532898,-0.0003420730645302683,0.0,0.31121790409088135
21,guidance_0_capability_0_safety_0,1,0.03329101501731202,16,0.29,0.0,0.25,0,551,0,0,-0.0007333348621614277,1.2862796783447266,1.3712964057922363,0.0007899636402726173,0.0,0.3053387701511383
22,guidance_0_capability_0_safety_0,1,0.014062499132705852,16,0.36375,0.0,0.375,0,807,0,0,-0.003908136859536171,1.7421503067016602,1.3734588623046875,0.0009905080078169703,0.0,0.30389994382858276
23,guidance_0_capability_0_safety_0,1,0.03543945313504082,17,0.048125,0.0,0.0,0,63,0,0,-0.0038924936670809984,2.143674373626709,1.3452777862548828,0.0031923509668558836,0.0,0.31515955924987793
