update,ablation,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,full_ca_hmappo,1,0.419420499336411,1,0.045,0.0,0.0,0,158,0,0,-0.0072442470118403435,305.7178955078125,1.7630319595336914,0.0012084587942808867,0.0,0.17445024847984314
2,full_ca_hmappo,1,0.4732142999188227,2,0.01875,0.0,0.0,0,18,0,0,-0.004483399912714958,130.9517059326172,1.7197479009628296,0.005441106390208006,0.0,0.183844655752182
3,full_ca_hmappo,1,0.39728424096438175,2,0.05,0.0,0.125,0,274,0,0,0.0007013784488663077,342.9734191894531,1.7621142864227295,0.0012451473157852888,0.0,0.17549428343772888
4,full_ca_hmappo,1,0.020186099388411094,2,0.075625,0.125,0.125,0,530,0,0,-0.0030329532455652952,181.50900268554688,1.7608330249786377,0.0022805454209446907,0.0,0.17783582210540771
5,full_ca_hmappo,1,0.10552608239117944,2,0.07625,0.125,0.125,0,786,0,0,-0.0009391214698553085,63.036128997802734,1.757529616355896,-0.00037268176674842834,0.0,0.1752166748046875
6,full_ca_hmappo,1,0.8821108116335381,4,0.006875,0.0,0.0,0,9,0,0,0.002527594566345215,447.1749267578125,1.740089774131775,-0.001977769425138831,0.0,0.18076734244823456
7,full_ca_hmappo,1,0.4431651025233805,5,0.04125,0.0,0.0,0,166,0,0,-0.0018043232848867774,255.01242065429688,1.7271980047225952,0.00010445450607221574,0.0,0.18479113280773163
8,full_ca_hmappo,1,0.4451926795009058,5,0.059375,0.0,0.0,0,422,0,0,-0.0010832641273736954,65.80804443359375,1.7383172512054443,-0.00016438341117464006,0.0,0.18270885944366455
9,full_ca_hmappo,1,-0.324614675831981,7,0.02,0.0,0.0,0,72,0,0,-0.0013672418426722288,217.72259521484375,1.7126997709274292,-0.000519129796884954,0.0,0.19226735830307007
10,full_ca_hmappo,1,-0.43059884197100473,7,0.04875,0.0,0.0,0,328,0,0,-0.002773084444925189,65.24810791015625,1.7309478521347046,-0.0002668282832019031,0.0,0.1861819624900818
11,full_ca_hmappo,1,0.009053086270796484,7,0.058125,0.0,0.0,0,584,0,0,-0.008612498641014099,64.77682495117188,1.7261557579040527,-0.0018401602283120155,0.0,0.18853899836540222
12,full_ca_hmappo,1,0.02372214938986872,7,0.06125,0.0,0.0,0,840,0,0,-0.009969057515263557,10.287223815917969,1.734877586364746,0.000761796603910625,0.0,0.18327584862709045
13,full_ca_hmappo,1,-0.5461337609303882,8,0.026875,0.0,0.0,0,254,0,0,-0.0029057215433567762,65.79322814941406,1.694728136062622,0.006723040249198675,0.0,0.1955452263355255
14,full_ca_hmappo,1,-0.2666501226995024,11,0.015,0.0,0.0,0,78,0,0,-0.0017224382609128952,226.40145874023438,1.6633262634277344,-0.0006632483564317226,0.0,0.2097693681716919
15,full_ca_hmappo,1,-0.0029531100735766813,13,0.02125,0.0,0.0,0,25,0,0,-0.0018020648276433349,355.54217529296875,1.6532306671142578,-0.0017145918682217598,0.0,0.22033175826072693
16,full_ca_hmappo,1,0.265019023431023,14,0.031875,0.0,0.0,0,198,0,0,0.00022754012024961412,271.4965515136719,1.599853277206421,0.0015065119368955493,0.0,0.22834867238998413
