update,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,1,0.1477166246138495,3,0.02375,0.0,0.0,0,120,0,0,-0.007063213270157576,211.22817993164062,1.7854045629501343,0.0026761475019156933,0.0,0.1679486334323883
2,1,0.30807014329843696,8,0.01125,0.0,0.0,0,7,0,0,-0.0005449994350783527,289.5809631347656,1.7798233032226562,-0.0010069976560771465,0.0,0.170702263712883
3,1,-0.5777630995871732,14,0.018125,0.0,0.0,0,28,0,0,-0.00443324213847518,151.0357666015625,1.7698876857757568,-0.0019156658090651035,0.0,0.17543646693229675
4,1,0.1948791029540189,18,0.011875,0.0,0.0,0,75,0,0,-0.0020957253873348236,319.98126220703125,1.7670650482177734,-0.00028432891122065485,0.0,0.17267201840877533
5,1,0.6111366186278246,18,0.041875,0.0,0.0,0,331,0,0,-0.002317029982805252,170.36859130859375,1.7693965435028076,-0.0004413609276525676,0.0,0.1751231551170349
6,1,-0.2412665882611691,23,0.006875,0.0,0.0,0,1,0,0,-0.0011379756033420563,137.64610290527344,1.7566379308700562,0.0006089679664000869,0.0,0.17937640845775604
7,1,-0.007800616989698028,23,0.09625,0.0,0.25,0,257,0,0,-0.0032833879813551903,249.50364685058594,1.7574095726013184,0.00026552783674560487,0.0,0.17889699339866638
8,1,-0.4001732176493533,24,0.04625,0.0,0.0,0,126,0,0,-0.0030956598930060863,45.617496490478516,1.7484177350997925,0.0016174933407455683,0.0,0.18096858263015747
9,1,0.15682665226268,24,0.08375,0.0,0.0,0,382,0,0,-0.003485963447019458,298.15472412109375,1.7368347644805908,0.0032732943072915077,0.0,0.18519219756126404
10,1,0.12829768552001042,27,0.05,0.0,0.125,0,69,0,0,-0.0024099587462842464,137.4739532470703,1.7299498319625854,0.0013710977509617805,0.0,0.19168895483016968
11,1,-0.492803821900452,32,0.1175,0.0,0.0,0,163,0,0,-0.001521572470664978,136.58114624023438,1.6936798095703125,0.0010130427544936538,0.0,0.20242349803447723
12,1,-0.2114541749961063,34,0.008125,0.0,0.0,0,6,0,0,-0.0021283566020429134,85.1481704711914,1.6767253875732422,-0.0024280480574816465,0.0,0.21926796436309814
13,1,0.47544672361777884,39,0.01125,0.0,0.0,0,4,0,0,-0.002852273639291525,235.55746459960938,1.6885251998901367,0.0041095539927482605,0.0,0.2002641260623932
14,1,0.13406484340885072,40,0.065625,0.0,0.25,0,222,0,0,-0.0034773009829223156,132.10787963867188,1.6536641120910645,0.001714844722300768,0.0,0.2146618366241455
15,1,-0.4460435245400731,41,0.0975,0.0,0.0,0,175,0,0,-0.0019626785069704056,57.12291717529297,1.6106427907943726,0.0026854854077100754,0.0,0.23752668499946594
16,1,-0.08683238768026058,41,0.165,0.0,0.0,0,431,0,0,-0.0022340528666973114,109.71345520019531,1.6150212287902832,0.001633195555768907,0.0,0.24565868079662323
17,1,0.39211484586121514,41,0.189375,0.0,0.0,0,687,0,0,-0.003417074680328369,82.06501770019531,1.6355255842208862,0.0017663391772657633,0.0,0.23917004466056824
18,1,0.04531209603374009,44,0.0875,0.0,0.25,0,150,0,0,-0.0048962985165417194,207.9603271484375,1.6188634634017944,-0.0008918404346331954,0.0,0.24519263207912445
19,1,-0.4511970684447988,44,0.18625,0.0,0.25,0,406,0,0,-0.001075012027285993,59.47449493408203,1.642350196838379,0.0018657792825251818,0.0,0.22757086157798767
20,1,-0.04481193903393432,46,0.0325,0.0,0.0,0,118,0,0,-0.001284465892240405,87.55548858642578,1.6468303203582764,0.0016999933868646622,0.0,0.22781150043010712
21,1,-0.3492577401775634,51,0.064375,0.0,0.0,0,75,0,0,-0.002049946691840887,190.80096435546875,1.632198691368103,0.002558367792516947,0.0,0.2257426232099533
22,1,-0.344568978092866,55,0.053125,0.0,0.0,0,69,0,0,-0.0024318918585777283,170.90118408203125,1.6198756694793701,-0.00023499829694628716,0.0,0.233915776014328
