scenario,coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,fixedwing_final_battery_mean,fixedwing_final_battery_std,quadrotor_mean_final_battery_mean,quadrotor_mean_final_battery_std,quadrotor_min_final_battery_mean,quadrotor_min_final_battery_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std,redundant_coverage_proxy_mean,redundant_coverage_proxy_std
0,0.2445,0.23223491459200435,0.75,0.26352313834736496,0.75,0.26352313834736496,0.5,0.5270462766947299,358.6,359.90375256603136,51.30999999999902,50.46441430464647,55.66000000000119,44.61813781661132,93.03000000000014,6.111155555393815,93.03000000000014,6.111155555393815,0.0,0.0,0.0,0.0,126.3,215.13874076460004,0.0,0.0,1.5,0.5270462766947299,1.5,0.5270462766947299,3.5,1.4337208778404378,0.5403796203796204,0.38319050926837683
