update,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,1,-0.10327148226861027,2,0.01,0.0,0.0,0,20,0,0,-0.013798515312373638,3.8140106201171875,1.775681495666504,0.0008192745153792202,0.0,0.17088580131530762
2,1,-0.04450195329627604,3,0.040625,0.0,0.0,0,84,0,0,-0.006466669961810112,1.6532396078109741,1.758986473083496,0.0027100492734462023,0.0,0.17467792332172394
3,1,-0.04571288939041551,3,0.049375,0.0,0.0,0,340,0,0,-0.006622035522013903,0.357450932264328,1.7450757026672363,0.005897900555282831,0.0,0.17852334678173065
4,1,-0.033613281568250386,3,0.049375,0.0,0.0,0,596,0,0,-0.0021771963220089674,0.10561609268188477,1.7351269721984863,-0.0026386312674731016,0.0,0.18747103214263916
5,1,-0.03924804715643404,3,0.0525,0.0,0.0,0,852,0,0,-0.0030926160980015993,0.25913238525390625,1.7280486822128296,-0.0008034903439693153,0.0,0.18936975300312042
6,1,-0.05380859378783498,5,0.013125,0.0,0.0,0,101,0,0,-0.00499107176437974,0.3874939978122711,1.7103179693222046,-9.785670408746228e-05,0.0,0.1939384490251541
7,1,-0.022128905802674126,5,0.043125,0.0,0.0,0,357,0,0,-0.005407774355262518,0.22869892418384552,1.6938648223876953,0.0018683676607906818,0.0,0.19698984920978546
8,1,-0.03875976569543127,5,0.043125,0.0,0.0,0,613,0,0,-0.004099117126315832,0.14503046870231628,1.6833118200302124,0.003119562054052949,0.0,0.20061282813549042
9,1,-0.020839843822614057,5,0.05125,0.0,0.0,0,869,0,0,-0.006082724779844284,0.10707268118858337,1.6604121923446655,0.00406658137217164,0.0,0.2126270979642868
10,1,-0.06708007857014309,7,0.025,0.0,0.0,0,118,0,0,-0.004108528606593609,1.032846212387085,1.6199235916137695,-0.0012384328292682767,0.0,0.23034055531024933
11,1,-0.0014355466955748852,7,0.07375,0.0,0.0,0,374,0,0,-0.006501699332147837,0.5373830199241638,1.5707591772079468,0.000801663554739207,0.0,0.24428589642047882
12,1,0.000537109597644303,7,0.10625,0.0,0.0,0,630,0,0,-0.0014995035016909242,0.6338158845901489,1.5365146398544312,0.00027857456007041037,0.0,0.2649785876274109
13,1,-0.023476562382711563,7,0.109375,0.0,0.0,0,886,0,0,-0.002729450585320592,0.047365788370370865,1.5084282159805298,0.0033176515717059374,0.0,0.2673312723636627
14,1,0.008671874555147951,8,0.050625,0.0,0.0,0,142,0,0,-0.002209495520219207,0.8200252652168274,1.4707660675048828,0.000522972724866122,0.0,0.2857285439968109
15,1,-0.005175781428988557,8,0.0725,0.0,0.0,0,398,0,0,-0.0005284858052618802,0.19579526782035828,1.4328621625900269,0.0004739627765957266,0.0,0.3100326955318451
16,1,0.03455077983016963,8,0.120625,0.0,0.25,0,654,0,0,-0.0013535957550629973,3.5143418312072754,1.4225226640701294,-0.0004602054541464895,0.0,0.32021355628967285
17,1,-0.007324219070142135,8,0.13875,0.0,0.25,0,910,0,0,-0.0026790976990014315,0.19280800223350525,1.424960732460022,0.00020434816542547196,0.0,0.3128281533718109
18,1,-0.013291015522554517,10,0.046875,0.0,0.0,0,151,0,0,-0.003735453588888049,2.1586668491363525,1.423193097114563,0.0025808874052017927,0.0,0.3104480504989624
19,1,0.01729492207232397,10,0.108125,0.0,0.0,0,407,0,0,-0.0026209361385554075,0.43754956126213074,1.4244507551193237,0.00020467133435886353,0.0,0.32076331973075867
20,1,0.02839843749825377,10,0.176875,0.0,0.125,0,663,0,0,-0.0015568230301141739,1.0089224576950073,1.436881184577942,0.0034351490903645754,0.0,0.30597415566444397
21,1,-0.015996094025467755,10,0.19,0.0,0.125,0,919,0,0,-0.006822182331234217,0.1261012703180313,1.407871127128601,0.0035872124135494232,0.0,0.30450400710105896
22,1,0.06897460883919848,11,0.155,0.0,0.125,0,175,0,0,0.0001293756067752838,4.357467174530029,1.3358806371688843,0.0036025296431034803,0.0,0.3303765058517456
23,1,0.07200195202312898,11,0.306875,0.0,0.25,0,431,0,0,-0.0011832198360934854,4.265905380249023,1.329124093055725,0.0007546530105173588,0.0,0.33759447932243347
24,1,0.0012792963098036125,11,0.37125,0.0,0.25,0,687,0,0,-0.0017318126047030091,1.0998566150665283,1.3409523963928223,0.0008042698609642684,0.0,0.3420468866825104
25,1,-0.010996094129950507,11,0.385625,0.0,0.375,0,943,0,0,-0.0024354758206754923,0.5607646703720093,1.3482369184494019,-0.000602381769567728,0.0,0.3366529941558838
26,1,0.09046875001149601,13,0.2175,0.0,0.125,0,192,0,0,-0.0005970245110802352,6.812456130981445,1.3351904153823853,0.0017499577952548862,0.0,0.33154577016830444
27,1,-0.03495117237616796,13,0.225,0.0,0.125,0,448,0,0,-0.0033915683161467314,0.33473020792007446,1.3731689453125,0.0019511525752022862,0.0,0.31521546840667725
28,1,-0.04599609467550181,13,0.2375,0.0,0.125,0,704,0,0,0.0009963493794202805,0.8829427361488342,1.3843086957931519,-0.0002756087633315474,0.0,0.3110445737838745
29,1,0.0015136707661440596,13,0.285625,0.0,0.25,0,960,0,0,-0.006326170638203621,1.4399021863937378,1.4177709817886353,0.0017603482119739056,0.0,0.3062976002693176
30,1,0.17600585870968644,14,0.29125,0.0,0.375,0,216,0,0,-0.0010358517756685615,17.579805374145508,1.4154666662216187,0.004805543459951878,0.0,0.30929282307624817
31,1,-0.03695312558556907,14,0.295625,0.0,0.375,0,472,0,0,0.0004910196294076741,0.3785508871078491,1.4451388120651245,0.00180722342338413,0.0,0.29968205094337463
32,1,0.006347654736600816,14,0.35125,0.0,0.5,0,728,0,0,-0.00722679914906621,1.3614468574523926,1.4850729703903198,-0.00012282561510801315,0.0,0.2810806334018707
33,1,0.0679296874004649,14,0.50875,0.0,0.625,0,984,0,0,0.0037654947955161333,5.310310363769531,1.5451502799987793,0.0016850382089614868,0.0,0.2549014985561371
34,1,0.17444335567051894,15,0.280625,0.0,0.25,0,240,0,0,-0.0035671601071953773,10.735708236694336,1.5115951299667358,0.0013852482661604881,0.0,0.2708280384540558
35,1,-0.022050781568395905,15,0.31125,0.0,0.25,0,496,0,0,-0.0013984633842483163,0.2981266975402832,1.5694674253463745,0.0007353387773036957,0.0,0.24515394866466522
36,1,-0.015234375168802217,15,0.35375,0.0,0.25,0,752,0,0,-0.009054758585989475,0.7573513984680176,1.579846739768982,0.002383449347689748,0.0,0.22790564596652985
37,1,-0.013701172472792678,16,0.020625,0.0,0.0,0,8,0,0,-0.00686362711712718,0.32562971115112305,1.5656932592391968,-0.0014100404223427176,0.0,0.23357956111431122
