update,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,0,0.09698242332160589,0,0.1325,0.5,1.0,0,256,0,0,-0.008053467608988285,19.802663803100586,1.7818481922149658,0.0051946379244327545,0.0,0.16974633932113647
2,0,0.0839550788004999,2,0.0875,0.5,1.0,0,171,0,0,-0.0032763469498604536,22.387357711791992,1.7771822214126587,-0.000885107321664691,0.0,0.17158040404319763
3,0,0.18259765686525498,5,0.02,0.0,0.0,0,0,0,0,-0.0041120657697319984,41.66727066040039,1.771144151687622,-0.0012161759659647942,0.0,0.17350715398788452
4,0,0.4452441424000426,8,0.165,0.5,1.0,0,41,0,0,-0.00048631196841597557,85.76890563964844,1.7637090682983398,-0.0010219640098512173,0.0,0.17568418383598328
5,0,0.07965820491153863,9,0.0875,0.5,1.0,0,72,0,0,-0.0009193078149110079,22.914199829101562,1.7579841613769531,0.0025658556260168552,0.0,0.17279180884361267
6,0,0.0738574202878226,10,0.1025,0.5,1.0,0,160,0,0,-0.006739256903529167,21.512462615966797,1.7541651725769043,-0.000578760402277112,0.0,0.17870570719242096
7,0,0.14090820016281214,13,0.07,0.0,1.0,0,9,0,0,-0.004633049014955759,24.141756057739258,1.745826244354248,0.0008038473315536976,0.0,0.17882508039474487
8,0,0.2870703110966133,15,0.1125,0.5,1.0,0,104,0,0,-0.0031297574751079082,49.150787353515625,1.7368180751800537,0.0026611266657710075,0.0,0.17797408998012543
9,0,0.76958985548481,20,0.17,0.5,1.0,0,57,0,0,-0.0020539634861052036,134.59075927734375,1.7272711992263794,0.00012902775779366493,0.0,0.184897318482399
10,0,-0.008085937686701072,20,0.2475,0.5,1.0,0,313,0,0,-0.0052938079461455345,0.4017268419265747,1.7198517322540283,-0.00069617317058146,0.0,0.19110873341560364
11,0,-0.003261718768044375,20,0.36,0.5,1.0,0,569,0,0,-0.005683109164237976,0.16577668488025665,1.7087289094924927,0.0005791438743472099,0.0,0.19365474581718445
12,0,0.22837890047230758,22,0.075,0.5,1.0,0,84,0,0,0.0017824643291532993,38.22084426879883,1.69115149974823,0.004258677363395691,0.0,0.19523444771766663
13,0,0.026113281179277692,22,0.3925,0.5,1.0,0,340,0,0,-0.011899745091795921,0.14578957855701447,1.6645512580871582,0.0021279659122228622,0.0,0.20963311195373535
14,0,-0.01203125085157808,22,0.5725,0.5,1.0,0,596,0,0,0.0005787694826722145,0.4367287755012512,1.6450951099395752,-0.006136595271527767,0.0,0.21932746469974518
15,0,0.1407519558124477,24,0.3325,0.0,1.0,0,136,0,0,-0.0007037641480565071,11.365514755249023,1.6088159084320068,0.002138776471838355,0.0,0.22518369555473328
16,0,-0.016621094418951543,24,0.46,0.0,1.0,0,392,0,0,-0.0050324685871601105,0.3025350272655487,1.5998696088790894,-0.001275146147236228,0.0,0.2363051325082779
17,0,-0.022734375816071406,24,0.5675,0.0,1.0,0,648,0,0,-0.005119453649967909,0.30125942826271057,1.612363576889038,0.0026776811573654413,0.0,0.2294217348098755
18,0,0.19163085920445155,25,0.6475,0.5,1.0,0,204,0,0,0.0001605059951543808,26.1905574798584,1.5936579704284668,-0.0013355163391679525,0.0,0.23713237047195435
19,0,-0.028632812929572538,25,0.7275,0.5,1.0,0,460,0,0,-0.001705459668301046,0.3225361704826355,1.6132023334503174,-0.0008001148235052824,0.0,0.223065584897995
20,0,0.09985351134309894,26,0.0625,0.5,1.0,0,16,0,0,-0.0010357205756008625,20.29119873046875,1.620099425315857,-0.0002791290171444416,0.0,0.22511667013168335
21,0,0.043730468412832124,26,0.4825,0.5,1.0,0,272,0,0,-0.003729121992364526,0.6944829821586609,1.6016788482666016,-0.001341261900961399,0.0,0.22151091694831848
22,0,-0.006425781852158252,26,0.7025,0.5,1.0,0,528,0,0,-0.0016588810831308365,0.3705114424228668,1.6225740909576416,0.0007019625045359135,0.0,0.21876731514930725
23,0,0.14393554455818958,27,0.295,0.5,1.0,0,84,0,0,0.0014507127925753593,27.296611785888672,1.6024632453918457,-0.0008415959309786558,0.0,0.22818948328495026
24,0,0.01019531244673999,27,0.545,0.5,1.0,0,340,0,0,-0.005310786888003349,0.24144808948040009,1.5880975723266602,0.0006134198047220707,0.0,0.229635089635849
25,0,-0.00013671871420228854,27,0.755,0.5,1.0,0,596,0,0,-0.004188477993011475,0.6909011006355286,1.5865219831466675,0.002951987087726593,0.0,0.2335347831249237
26,0,0.17967773525379016,28,0.55,0.5,1.0,0,152,0,0,-0.0015398410614579916,21.249631881713867,1.5409728288650513,0.0006328260060399771,0.0,0.248676598072052
27,0,0.03039062442985596,28,0.94,0.5,1.0,0,408,0,0,-0.00352282146923244,0.6208010911941528,1.5311267375946045,0.005297909490764141,0.0,0.24991440773010254
28,0,-0.034843750814616214,28,0.95,0.5,1.0,0,664,0,0,-0.00021837721578776836,0.45476678013801575,1.5194309949874878,0.0014391550794243813,0.0,0.25468114018440247
29,0,0.07845703068596777,29,0.5375,0.0,1.0,0,220,0,0,-0.005531894974410534,1.442294716835022,1.4829293489456177,0.00040520518086850643,0.0,0.2732618451118469
30,0,-0.00039062584619387053,29,0.7525,0.0,1.0,0,476,0,0,-0.003804268781095743,0.5427163243293762,1.4693264961242676,-0.0013701017014682293,0.0,0.26962777972221375
31,0,0.027128905479912646,30,0.2625,0.0,1.0,0,32,0,0,-0.003895761212334037,1.5928339958190918,1.4387845993041992,0.0019163023680448532,0.0,0.2766657769680023
32,0,0.0619726557379181,30,0.8225,0.0,1.0,0,288,0,0,-0.00014741788618266582,1.0289790630340576,1.360421061515808,0.003114239778369665,0.0,0.30176588892936707
33,0,-0.02179687557509169,30,0.9425,0.0,1.0,0,544,0,0,0.00014289841055870056,0.35119903087615967,1.3641340732574463,-0.00017993943765759468,0.0,0.31772497296333313
34,0,0.08537109333337867,31,0.6025,0.0,1.0,0,100,0,0,-0.0016760819125920534,3.694347381591797,1.3545304536819458,0.0006096507422626019,0.0,0.3144518733024597
35,0,0.004121093152207322,31,0.85,0.0,1.0,0,356,0,0,-0.005619702395051718,0.801715075969696,1.3749446868896484,0.002962659113109112,0.0,0.314883291721344
36,0,-0.03865234442127985,31,0.85,0.0,1.0,0,612,0,0,-0.00551615608856082,0.2610231637954712,1.4093749523162842,0.0013588014990091324,0.0,0.30318719148635864
37,0,0.25840820435769274,33,0.81,0.0,1.0,0,159,0,0,-0.0055080302990973,21.32073211669922,1.3855282068252563,0.0006131131667643785,0.0,0.29267391562461853
38,0,-0.011054687754949555,33,0.9225,0.0,1.0,0,415,0,0,-0.004330834839493036,0.16509224474430084,1.391507625579834,0.00016953540034592152,0.0,0.29040566086769104
39,0,-0.028496093855210347,33,0.97,0.0,1.0,0,671,0,0,-0.006831296253949404,0.4138014316558838,1.3704622983932495,0.005706443917006254,0.0,0.3005281388759613
40,0,0.20512695338766207,34,0.69,0.5,1.0,0,227,0,0,-0.001290330197662115,16.54266357421875,1.3770240545272827,0.005489771254360676,0.0,0.28584611415863037
41,0,-0.005214844029978849,34,0.8575,0.5,1.0,0,483,0,0,-0.008092181757092476,0.45780572295188904,1.3831287622451782,0.009745568037033081,0.0,0.29041588306427
42,0,0.12427734351149411,35,0.845,0.0,1.0,0,212,0,0,0.0034197024069726467,3.0843217372894287,1.3321248292922974,0.006267591845244169,0.0,0.30298227071762085
43,0,-0.017050781214493327,35,0.9425,0.0,1.0,0,468,0,0,-0.0015694359317421913,0.3432605266571045,1.2849650382995605,0.0024477376136928797,0.0,0.33684438467025757
44,0,0.08890625035928679,36,0.67,0.0,1.0,0,250,0,0,-0.0013356399722397327,2.1021533012390137,1.2664941549301147,-0.001084278803318739,0.0,0.3612425625324249
45,0,0.040937499648862286,37,0.48,0.0,1.0,0,114,0,0,0.00018487218767404556,3.238429069519043,1.2359627485275269,4.006316885352135e-05,0.0,0.3753388822078705
46,0,0.03931640637892997,37,0.87,0.0,1.0,0,370,0,0,-0.001248820684850216,1.0816245079040527,1.232650876045227,-0.0006883156020194292,0.0,0.38996291160583496
47,0,0.03830078191094799,38,0.375,0.0,1.0,0,89,0,0,-0.001756502315402031,1.534050464630127,1.2287089824676514,-0.0013971817679703236,0.0,0.36863765120506287
48,0,0.03845703117622179,38,0.8625,0.0,1.0,0,345,0,0,5.05535863339901e-05,2.9246826171875,1.2213332653045654,-0.00020433543249964714,0.0,0.3890729248523712
49,0,0.18545898702723207,39,0.6875,0.5,1.0,0,187,0,0,-0.000896313926205039,24.935672760009766,1.2214577198028564,0.0004237731918692589,0.0,0.39099329710006714
50,0,0.1830371072210255,40,0.455,0.5,1.0,0,114,0,0,-0.0012161005288362503,17.1516056060791,1.2159278392791748,0.00012864707969129086,0.0,0.3922972083091736
51,0,0.04564453103739652,40,0.9075,0.5,1.0,0,370,0,0,-0.0030753621831536293,1.4775893688201904,1.2864830493927002,-0.0007928984705358744,0.0,0.35241156816482544
52,0,-0.01636718756344635,40,0.9375,0.5,1.0,0,626,0,0,-0.001734480494633317,0.2265034317970276,1.2287201881408691,-0.0005766227841377258,0.0,0.3814772963523865
53,0,0.08546874962485163,41,0.565,0.0,1.0,0,182,0,0,-0.0011805191170424223,0.9407519102096558,1.2649317979812622,-0.0007528832647949457,0.0,0.3621109426021576
54,0,0.14155273094729637,42,0.2675,0.5,1.0,0,29,0,0,0.0015813049394637346,26.846708297729492,1.2700821161270142,0.00035237427800893784,0.0,0.35980021953582764
55,0,0.07957031221667421,42,0.95,0.5,1.0,0,285,0,0,-0.00041767675429582596,1.933924913406372,1.320157527923584,0.0011239023879170418,0.0,0.344216912984848
56,0,0.11212890550814336,43,0.8425,0.0,1.0,0,231,0,0,-0.0006992110284045339,4.290680408477783,1.3138148784637451,0.0011320528574287891,0.0,0.3395991325378418
57,0,-0.011425781369325705,43,0.8925,0.0,1.0,0,487,0,0,-0.001416896004229784,0.3222355544567108,1.2848775386810303,0.0005809355061501265,0.0,0.3547838032245636
58,0,0.14381836139727966,44,0.285,0.5,1.0,0,43,0,0,0.0005510351620614529,19.9793758392334,1.3138360977172852,0.00026565208099782467,0.0,0.34615468978881836
59,0,0.05425781234225724,44,0.7775,0.5,1.0,0,299,0,0,-0.0006891719531267881,1.1626185178756714,1.3180090188980103,0.0001763280015438795,0.0,0.33406150341033936
60,0,-0.014062499925785232,45,0.06,0.0,1.0,0,8,0,0,-1.3030599802732468e-05,0.7331164479255676,1.352762222290039,-2.1453015506267548e-05,0.0,0.3244931697845459
61,0,0.06404296883556526,45,0.5775,0.0,1.0,0,264,0,0,-0.0030794600024819374,0.36912375688552856,1.3201985359191895,0.0016051274724304676,0.0,0.32577136158943176
62,0,0.007128906505386112,45,0.8275,0.0,1.0,0,520,0,0,-0.0019076642347499728,1.5427639484405518,1.3178651332855225,0.0016305532772094011,0.0,0.32721084356307983
63,0,0.1823925795215473,46,0.7175,0.5,1.0,0,251,0,0,-0.0014338400214910507,27.275859832763672,1.3157469034194946,0.0007308244239538908,0.0,0.33222928643226624
64,0,-0.013593750238214852,46,0.82,0.5,1.0,0,507,0,0,-0.0013195506762713194,0.3346208333969116,1.3429981470108032,0.0004115405026823282,0.0,0.34601080417633057
65,0,0.1852441384435224,47,0.7375,0.5,1.0,0,228,0,0,0.0003713201731443405,16.000717163085938,1.3418033123016357,0.0009633679874241352,0.0,0.32731348276138306
66,0,-0.0033007811034622137,47,0.8375,0.5,1.0,0,484,0,0,-0.0075518907979130745,0.16302210092544556,1.3001569509506226,0.002049566013738513,0.0,0.35224297642707825
67,0,0.03517578023092938,48,0.2425,0.0,1.0,0,40,0,0,-0.0023748083040118217,1.4420658349990845,1.3288826942443848,0.007351859472692013,0.001953125,0.3630642592906952
68,0,0.07068359322511242,48,0.815,0.0,1.0,0,296,0,0,-0.003284213598817587,1.3163501024246216,1.348887324333191,0.0020455429330468178,0.0,0.3328495919704437
69,0,-0.005234374686551746,48,0.9425,0.0,1.0,0,552,0,0,-0.0035997205413877964,0.8311508893966675,1.3048796653747559,0.0033550250809639692,0.0,0.3665468692779541
70,0,0.17276367454905994,49,0.52,0.5,1.0,0,108,0,0,-0.0028795849066227674,26.770856857299805,1.3304914236068726,-0.00018019089475274086,0.0,0.3525097966194153
71,0,0.018652343587746145,49,0.7575,0.5,1.0,0,364,0,0,-0.0013973512686789036,0.9563928246498108,1.3606582880020142,-0.0003072412218898535,0.0,0.3463878631591797
72,0,0.012402343374560587,49,0.935,0.5,1.0,0,620,0,0,-0.003151452401652932,0.3622877597808838,1.2740501165390015,0.00046717957593500614,0.0,0.3970450162887573
73,0,0.1872363251495699,50,0.57,0.5,1.0,0,176,0,0,-0.0016064883675426245,14.299352645874023,1.313175082206726,0.0012518989387899637,0.0,0.37109363079071045
74,0,0.004707031250291038,50,0.7625,0.5,1.0,0,432,0,0,-0.0026198956184089184,0.7930110692977905,1.310798168182373,-0.00018360605463385582,0.0,0.3700554072856903
75,0,0.0013281249011924956,50,0.865,0.5,1.0,0,688,0,0,-0.0013243677094578743,0.4277542233467102,1.2659778594970703,-8.636596612632275e-05,0.0,0.4213535487651825
76,0,0.6749316390814784,53,0.46,0.5,1.0,0,91,0,0,0.00030969828367233276,94.20471954345703,1.3433393239974976,0.0005623034667223692,0.0,0.35593846440315247
