coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std
0.164,0.10679159351018434,0.4,0.21081851067789195,0.95,0.15811388300841897,0.0,0.0,310.3,291.43364024536817,51.81999999999909,48.194128273057,0.7,0.48304589153964794,7.7,6.2012543533994435,0.4,1.2649110640673518,0.0,0.0,1.9,0.31622776601683794,0.8,0.4216370213557839,1.9,0.31622776601683794
