coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,total_energy_consumption,fixedwing_final_battery,quadrotor_mean_final_battery,quadrotor_min_final_battery,collision_count,near_miss_count,communication_loss_count,invalid_action_count,detected_targets,inspected_targets,candidate_targets,redundant_coverage_proxy,termination_reason,quadrotor_hover_inspect_count,quadrotor_valid_hover_inspect_count,quadrotor_invalid_hover_inspect_count,mean_distance_to_candidate,time_in_candidate_range,scenario,seed,baseline,evaluation_mode
0.92,1.0,1.0,1,679,144.69999999999678,66.05000000000193,44.625000000001684,42.15000000000174,0,3,283,0,8,8,16,0.2773686794305351,all_targets_inspected,308,308,0,417.98161838496003,308,1,0,sweep_assisted_longft_1000,sampling
0.911875,1.0,1.0,1,698,167.3999999999965,65.10000000000198,33.75000000000155,32.800000000001575,0,4,361,0,8,8,16,0.3032473734479465,all_targets_inspected,111,111,0,385.3022337755519,112,1,1,sweep_assisted_longft_1000,sampling
0.86,1.0,1.0,1,611,143.54999999999677,69.45000000000174,43.500000000001684,42.20000000000172,0,7,294,0,8,8,12,0.24931805782869612,all_targets_inspected,142,142,0,368.46941970398166,142,1,2,sweep_assisted_longft_1000,sampling
0.913125,1.0,1.0,1,668,143.59999999999678,66.6000000000019,44.90000000000175,43.15000000000176,0,0,459,0,8,8,16,0.27095808383233533,all_targets_inspected,279,279,0,325.255888729674,279,1,3,sweep_assisted_longft_1000,sampling
0.791875,1.0,1.0,1,567,137.89999999999668,71.65000000000161,45.22500000000177,44.500000000001755,0,1,170,0,8,8,16,0.2551440329218107,all_targets_inspected,61,61,0,474.45675557442013,63,1,4,sweep_assisted_longft_1000,sampling
0.92375,1.0,1.0,1,765,172.29999999999677,61.750000000002174,32.975000000001586,32.60000000000161,0,5,358,0,8,8,20,0.3559912854030501,all_targets_inspected,247,247,0,452.7163771439251,249,1,5,sweep_assisted_longft_1000,sampling
0.9275,1.0,1.0,1,712,175.04999999999657,64.40000000000202,30.275000000001523,28.800000000001546,0,2,353,0,8,8,14,0.3052434456928839,all_targets_inspected,57,57,0,589.9615580917589,57,1,6,sweep_assisted_longft_1000,sampling
0.918125,1.0,1.0,1,691,167.7999999999966,65.45000000000196,33.37500000000155,30.45000000000156,0,3,333,0,8,8,11,0.291365171249397,all_targets_inspected,87,87,0,452.9892592453696,88,1,7,sweep_assisted_longft_1000,sampling
0.92,1.0,1.0,1,713,178.34999999999673,64.35000000000203,28.650000000001526,28.600000000001508,0,3,366,0,8,8,11,0.3118279569892473,all_targets_inspected,24,24,0,458.61456688279435,25,1,8,sweep_assisted_longft_1000,sampling
0.928125,1.0,1.0,1,812,195.69999999999663,59.40000000000231,22.45000000000143,19.85000000000141,0,1,405,0,8,8,15,0.39039408866995073,all_targets_inspected,103,103,0,502.0988845396243,103,1,9,sweep_assisted_longft_1000,sampling
0.895,1.0,1.0,1,655,160.54999999999666,67.25000000000186,36.10000000000163,34.05000000000161,0,3,234,0,8,8,13,0.2712468193384224,all_targets_inspected,57,57,0,425.9908268499229,58,1,10,sweep_assisted_longft_1000,sampling
0.91875,1.0,1.0,1,661,166.74999999999665,66.95000000000188,33.15000000000158,32.85000000000156,0,0,254,0,8,8,12,0.2586989409984871,all_targets_inspected,10,10,0,438.3595739995781,10,1,11,sweep_assisted_longft_1000,sampling
0.916875,1.0,1.0,1,692,160.29999999999694,65.40000000000197,37.15000000000167,35.65000000000166,0,1,344,0,8,8,17,0.29335260115606937,all_targets_inspected,187,187,0,350.6527332687715,189,1,12,sweep_assisted_longft_1000,sampling
0.918125,1.0,1.0,1,813,197.39999999999674,59.35000000000231,21.625000000001435,19.65000000000142,0,5,712,0,8,8,20,0.3977039770397704,all_targets_inspected,96,96,0,523.2805276293337,98,1,13,sweep_assisted_longft_1000,sampling
0.8225,1.0,1.0,1,588,144.44999999999658,70.60000000000167,42.47500000000173,41.20000000000172,0,0,208,0,8,8,17,0.25396825396825395,all_targets_inspected,53,53,0,440.53063603884146,53,1,14,sweep_assisted_longft_1000,sampling
0.911875,1.0,1.0,1,703,152.44999999999686,64.850000000002,41.350000000001636,38.15000000000168,0,5,140,0,8,8,13,0.3082029397818872,all_targets_inspected,298,298,0,296.3299119310199,300,1,15,sweep_assisted_longft_1000,sampling
0.924375,1.0,1.0,1,762,167.94999999999666,61.900000000002166,35.07500000000158,33.70000000000161,0,2,421,0,8,8,16,0.3530183727034121,all_targets_inspected,273,273,0,405.93877067220933,274,1,16,sweep_assisted_longft_1000,sampling
0.91375,1.0,1.0,1,762,160.2999999999978,61.900000000002166,38.900000000001654,37.85000000000164,0,1,226,0,8,8,16,0.36045494313210846,all_targets_inspected,372,372,0,328.08439507275796,372,1,17,sweep_assisted_longft_1000,sampling
0.915625,1.0,1.0,1,715,160.89999999999668,64.25000000000203,37.42500000000157,34.60000000000153,0,1,381,0,8,8,17,0.317016317016317,all_targets_inspected,226,226,0,444.26593415890886,227,1,18,sweep_assisted_longft_1000,sampling
0.876875,1.0,1.0,1,636,160.49999999999665,68.20000000000181,35.650000000001654,35.200000000001644,0,6,311,0,8,8,10,0.26467505241090145,all_targets_inspected,10,10,0,528.1262134712451,11,1,19,sweep_assisted_longft_1000,sampling
