coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std,quadrotor_hover_inspect_count_mean,quadrotor_hover_inspect_count_std,quadrotor_valid_hover_inspect_count_mean,quadrotor_valid_hover_inspect_count_std,quadrotor_invalid_hover_inspect_count_mean,quadrotor_invalid_hover_inspect_count_std,mean_distance_to_candidate_mean,mean_distance_to_candidate_std,time_in_candidate_range_mean,time_in_candidate_range_std
0.211125,0.09354830154643227,0.1,0.14191155304938669,0.1125,0.13756311682682648,0.0,0.0,484.9,290.06453304968767,108.71999999999915,55.60751448020913,0.8,0.4216370213557839,3.7,3.4009802508492557,160.4,121.12179361654486,0.0,0.0,0.9,1.1005049346146119,0.8,1.1352924243950935,4.6,2.9514591494904874,448.5,383.0727375084557,448.5,383.0727375084557,0.0,0.0,235.08884775449874,159.83685564402933,451.4,384.54365450781034
