update,scenario,env_mode,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,accepted_fraction,step_norm,accepted
106,1,assignment_aware,2.58455244184006,34,0.428125,0.0,0.125,0,506,0,0,-0.044336721301078796,3010.586669921875,0.4712938368320465,0.030247801914811134,1.0,0.23565886914730072,1.0
107,1,assignment_aware,0.3769147381899529,34,0.651875,0.0,0.5,0,762,0,0,-0.003410838544368744,70.91694641113281,0.8523592352867126,0.018476586788892746,1.0,0.30122116208076477,1.0
108,1,assignment_aware,0.35069081048035855,35,0.043125,0.0,0.125,0,18,0,0,-0.02423805743455887,38.881385803222656,0.7334997057914734,0.045852791517972946,1.0,0.2687112092971802,1.0
109,1,assignment_aware,0.5508404120422483,35,0.470625,0.0,0.25,0,274,0,0,-0.05760953575372696,78.3299560546875,0.839022159576416,0.01547581423074007,1.0,0.22846795618534088,1.0
110,1,assignment_aware,0.5563926148388418,35,0.548125,0.125,0.375,0,530,0,0,-0.0460929311811924,40.64577102661133,0.7547580599784851,0.034935664385557175,1.0,0.2591288387775421,1.0
111,1,assignment_aware,0.4454263899824582,35,0.65,0.125,0.5,0,786,0,0,-0.05723240226507187,133.3732452392578,0.6891006827354431,0.07759960740804672,1.0,0.3044506013393402,1.0
112,1,assignment_aware,0.33900502472533844,36,0.0725,0.0,0.0,0,42,0,0,-0.0034670718014240265,152.3734893798828,0.7934196591377258,0.005130203906446695,1.0,0.2285325676202774,1.0
113,1,assignment_aware,0.674297836390906,36,0.444375,0.0,0.125,0,298,0,0,-0.011410648003220558,105.62643432617188,0.6935102939605713,0.05129564180970192,1.0,0.25675761699676514,1.0
114,1,assignment_aware,0.46955587241336616,37,0.225625,0.0,0.375,0,122,0,0,-0.03820923715829849,303.3423767089844,0.6655465960502625,0.026339128613471985,1.0,0.2464582771062851,1.0
115,1,assignment_aware,-0.1581506877571428,37,0.336875,0.0,0.375,0,378,0,0,-0.0064322371035814285,19.946231842041016,0.9001877307891846,0.03030075877904892,1.0,0.1557580679655075,1.0
116,1,assignment_aware,0.1311019231670798,37,0.375625,0.0,0.5,0,634,0,0,-0.0475795678794384,8.463920593261719,1.0174142122268677,0.029247716069221497,1.0,0.17991217970848083,1.0
117,1,assignment_aware,0.010505386996783272,37,0.49125,0.0,0.5,0,890,0,0,0.039081621915102005,24.498266220092773,0.873561680316925,0.03870341554284096,1.0,0.14924682676792145,1.0
118,1,assignment_aware,0.7861100288192802,38,0.385,0.0,0.625,0,146,0,0,-0.007761599961668253,158.12246704101562,0.721663773059845,0.02561107836663723,1.0,0.2850738763809204,1.0
119,1,assignment_aware,-0.10250516210362548,38,0.468125,0.0,0.625,0,402,0,0,-0.024607716128230095,17.22321319580078,0.6906546950340271,0.011797427199780941,1.0,0.29736220836639404,1.0
120,1,assignment_aware,-0.18071863715385916,38,0.5425,0.0,0.625,0,658,0,0,-0.043631114065647125,52.81007385253906,0.6876142024993896,0.031660452485084534,1.0,0.08442974835634232,1.0
121,1,assignment_aware,0.2535202451472287,38,0.551875,0.0,0.625,0,914,0,0,-0.028951451182365417,83.0665512084961,0.866041362285614,0.02036415971815586,1.0,0.2192866951227188,1.0
122,1,assignment_aware,0.6236991192836285,39,0.349375,0.0,0.25,0,170,0,0,-0.07120326906442642,82.00061798095703,0.48364758491516113,0.01622079871594906,1.0,0.2479051947593689,1.0
123,1,assignment_aware,-0.07884337326686364,39,0.51,0.0,0.25,0,426,0,0,0.011533934623003006,10.753687858581543,0.31666794419288635,-0.0006580568733625114,1.0,0.10467353463172913,1.0
124,1,assignment_aware,-0.1915634690085426,39,0.51625,0.0,0.25,0,682,0,0,-0.008310860022902489,11.91630744934082,0.36552342772483826,0.003977255895733833,1.0,0.0958813950419426,1.0
125,1,assignment_aware,-0.05667761260338011,39,0.561875,0.0,0.375,0,938,0,0,-0.014090748503804207,7.458552360534668,0.5748243927955627,0.011864140629768372,1.0,0.1259506493806839,1.0
126,1,assignment_aware,0.7285649603381898,40,0.340625,0.0,0.25,0,194,0,0,-0.004089199006557465,96.01909637451172,0.5779559016227722,0.01678856834769249,1.0,0.3202715814113617,1.0
127,1,assignment_aware,0.6857806506450288,40,0.480625,0.0,0.375,0,450,0,0,-0.03806433454155922,96.661865234375,0.7129580974578857,0.019040392711758614,1.0,0.21794289350509644,1.0
128,1,assignment_aware,0.5601114053206402,40,0.533125,0.0,0.5,0,706,0,0,-0.026321033015847206,60.982322692871094,0.7306418418884277,0.03234117105603218,1.0,0.26163768768310547,1.0
129,1,assignment_aware,0.5271900916122831,40,0.53375,0.0,0.5,0,962,0,0,-0.03511446714401245,82.54894256591797,0.6337010264396667,0.015820061787962914,1.0,0.2871635854244232,1.0
130,1,assignment_aware,0.19335123991186265,41,0.1725,0.0,0.0,0,218,0,0,-0.00837225466966629,193.72369384765625,0.6902250647544861,0.0035762700717896223,1.0,0.2593345642089844,1.0
131,1,assignment_aware,0.39597816894820426,41,0.54875,0.0,0.25,0,474,0,0,-0.06559247523546219,104.26994323730469,0.6759824156761169,0.020232757553458214,1.0,0.15928718447685242,1.0
132,1,assignment_aware,0.12533228965912713,41,0.598125,0.0,0.25,0,730,0,0,-0.03358278051018715,20.818519592285156,0.614479124546051,0.03793517127633095,1.0,0.2857294976711273,1.0
133,1,assignment_aware,0.10260486835568372,41,0.610625,0.0,0.25,0,986,0,0,0.015044309198856354,3.9022927284240723,0.7122214436531067,0.005306543782353401,1.0,0.19765669107437134,1.0
134,1,assignment_aware,0.8709756590469624,42,0.419375,0.0,0.25,0,242,0,0,-0.0381089486181736,120.88768768310547,0.6509590744972229,0.013018988072872162,1.0,0.3260953426361084,1.0
135,1,assignment_aware,-0.08058318543771747,45,0.1375,0.0,0.0,0,119,0,0,-0.04327135533094406,1173.0216064453125,0.6407333016395569,0.018396252766251564,1.0,0.17255212366580963,1.0
136,1,assignment_aware,0.7315805041980639,45,0.41375,0.0,0.125,0,375,0,0,-0.044866759330034256,113.72097778320312,0.8011872172355652,0.03527919575572014,1.0,0.2288515567779541,1.0
137,1,assignment_aware,0.9138714120005034,45,0.613125,0.0,0.625,0,631,0,0,-0.020413702353835106,146.4158172607422,0.8132002949714661,0.028617283329367638,1.0,0.16193613409996033,1.0
138,1,assignment_aware,0.290715000446653,47,0.165,0.0,0.0,0,211,0,0,-0.034440334886312485,542.4909057617188,0.5220567584037781,0.023314232006669044,1.0,0.23617160320281982,1.0
139,1,assignment_aware,0.3207455791598477,47,0.383125,0.0,0.25,0,467,0,0,-0.02337372675538063,11.48707103729248,0.7573714256286621,0.04312966763973236,1.0,0.23356710374355316,1.0
140,1,assignment_aware,0.2794798747781897,47,0.44,0.0,0.25,0,723,0,0,0.11083982139825821,11.149572372436523,0.6619989275932312,0.11714917421340942,1.0,0.07454074174165726,1.0
141,1,assignment_aware,0.36613665552067687,47,0.48375,0.0,0.5,0,979,0,0,0.0026257410645484924,43.80931854248047,0.80613774061203,0.010036633349955082,1.0,0.13446339964866638,1.0
142,1,assignment_aware,-1.303113947120437,58,0.005625,0.0,0.0,0,0,0,0,0.004531368613243103,4208.6162109375,0.747913658618927,0.005988158285617828,1.0,0.20471465587615967,1.0
143,1,assignment_aware,0.7535828188456435,58,0.439375,0.0,0.25,0,256,0,0,-0.041255198419094086,108.52323150634766,0.6715070605278015,0.002391171408817172,1.0,0.23869039118289948,1.0
144,1,assignment_aware,0.23225284310206007,58,0.451875,0.0,0.25,0,512,0,0,-0.03504437208175659,31.48405647277832,0.6431125402450562,0.014843431301414967,1.0,0.24101553857326508,1.0
