target_id,x,y
0,1120.450309982857,875.339461882334
1,269.3328858307442,726.5431907847918
2,1218.7162690852228,138.97900572887892
3,1674.3382803019679,1637.289156748496
4,179.74758841891264,1544.3577331586275
5,432.63129067632747,1352.1230468174695
6,379.00045875820007,1344.9155607698797
7,1825.5408959159565,1872.972977949906
