coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std
0.028625,0.017899216308108142,0.0,0.0,0.0125,0.03952847075210474,0.0,0.0,122.8,161.47156612440057,31.099999999999728,40.222754753993684,1.0,0.0,12.6,11.47170431975999,0.0,0.0,0.0,0.0,0.1,0.31622776601683794,0.0,0.0,1.3,1.3374935098492586
