coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std,quadrotor_hover_inspect_count_mean,quadrotor_hover_inspect_count_std,quadrotor_valid_hover_inspect_count_mean,quadrotor_valid_hover_inspect_count_std,quadrotor_invalid_hover_inspect_count_mean,quadrotor_invalid_hover_inspect_count_std,mean_distance_to_candidate_mean,mean_distance_to_candidate_std,time_in_candidate_range_mean,time_in_candidate_range_std,ablation,use_guidance,use_capability_reward,use_safety_shaping
0.4415,0.27433113101586637,0.0625,0.12147816447594376,0.3375,0.3387579437362974,0.0,0.0,574.6,465.73363870588327,154.83999999999938,125.6192899199798,0.5,0.5270462766947299,12.2,11.525816432879905,333.8,424.4986062010883,0.0,0.0,2.7,2.7100635498903793,0.5,0.97182531580755,7.8,7.6274358586472415,4.1,4.794672969962487,0.5,1.0801234497346435,3.6,4.273952113286562,171.68134984970396,107.02477901065787,119.4,138.48080492737373,without_safety_shaping,1,1,0
