method,train_seed,env_seed,action_seed,eval_mode,coverage,detection,inspection,mission_success,collision,near_miss,invalid_hover
full_ca_hmappo,2,12,102,stochastic,0.6075,0.875,0.625,0.0,0,4,0
full_ca_hmappo,2,12,103,stochastic,0.49875,0.625,0.625,0.0,0,7,0
full_ca_hmappo,2,12,104,stochastic,0.52625,0.5,0.375,0.0,1,11,0
full_ca_hmappo,2,12,NA,deterministic,0.148125,0.0,0.0,0.0,0,254,0
full_ca_hmappo,2,13,100,stochastic,0.7475,0.75,0.375,0.0,0,7,0
full_ca_hmappo,2,13,101,stochastic,0.580625,0.25,0.25,0.0,1,4,0
full_ca_hmappo,2,13,102,stochastic,0.229375,0.125,0.0,0.0,1,5,0
full_ca_hmappo,2,13,103,stochastic,0.11125,0.0,0.0,0.0,1,1,0
full_ca_hmappo,2,13,104,stochastic,0.400625,0.25,0.0,0.0,1,0,0
full_ca_hmappo,2,13,NA,deterministic,0.110625,0.125,0.0,0.0,0,0,0
full_ca_hmappo,2,14,100,stochastic,0.72125,0.625,0.75,0.0,0,12,0
full_ca_hmappo,2,14,101,stochastic,0.764375,0.75,0.625,0.0,0,2,0
full_ca_hmappo,2,14,102,stochastic,0.69125,0.875,0.625,0.0,0,5,0
full_ca_hmappo,2,14,103,stochastic,0.36,0.75,0.0,0.0,1,5,0
full_ca_hmappo,2,14,104,stochastic,0.841875,0.875,0.875,0.0,0,1,0
full_ca_hmappo,2,14,NA,deterministic,0.16,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,15,100,stochastic,0.764375,0.875,0.375,0.0,0,8,0
full_ca_hmappo,2,15,101,stochastic,0.778125,1.0,0.5,0.0,0,5,0
full_ca_hmappo,2,15,102,stochastic,0.70875,0.625,0.5,0.0,0,8,0
full_ca_hmappo,2,15,103,stochastic,0.66125,0.5,0.375,0.0,0,2,0
full_ca_hmappo,2,15,104,stochastic,0.733125,0.875,0.375,0.0,0,0,0
full_ca_hmappo,2,15,NA,deterministic,0.12,0.0,0.0,0.0,0,218,0
full_ca_hmappo,2,16,100,stochastic,0.814375,0.875,0.875,0.0,0,3,0
full_ca_hmappo,2,16,101,stochastic,0.5025,0.5,0.25,0.0,1,4,0
full_ca_hmappo,2,16,102,stochastic,0.728125,0.875,0.875,0.0,0,12,0
full_ca_hmappo,2,16,103,stochastic,0.745,0.75,0.5,0.0,0,4,0
full_ca_hmappo,2,16,104,stochastic,0.76,0.625,0.5,0.0,0,0,0
full_ca_hmappo,2,16,NA,deterministic,0.11,0.125,0.0,0.0,0,0,0
full_ca_hmappo,2,17,100,stochastic,0.611875,0.625,0.5,0.0,0,3,0
full_ca_hmappo,2,17,101,stochastic,0.034375,0.0,0.0,0.0,1,2,0
full_ca_hmappo,2,17,102,stochastic,0.8125,0.5,0.5,0.0,0,1,0
full_ca_hmappo,2,17,103,stochastic,0.7675,0.75,0.625,0.0,0,4,0
full_ca_hmappo,2,17,104,stochastic,0.730625,0.75,0.375,0.0,0,0,0
full_ca_hmappo,2,17,NA,deterministic,0.121875,0.125,0.0,0.0,0,0,0
full_ca_hmappo,2,18,100,stochastic,0.606875,0.625,0.125,0.0,1,2,0
full_ca_hmappo,2,18,101,stochastic,0.030625,0.0,0.0,0.0,1,1,0
full_ca_hmappo,2,18,102,stochastic,0.01625,0.0,0.0,0.0,1,2,0
full_ca_hmappo,2,18,103,stochastic,0.691875,0.875,0.625,0.0,0,0,0
full_ca_hmappo,2,18,104,stochastic,0.33,0.375,0.0,0.0,1,1,0
full_ca_hmappo,2,18,NA,deterministic,0.123125,0.125,0.0,0.0,0,0,0
full_ca_hmappo,2,19,100,stochastic,0.72125,0.875,0.625,0.0,0,3,0
full_ca_hmappo,2,19,101,stochastic,0.658125,0.875,0.625,0.0,0,9,0
full_ca_hmappo,2,19,102,stochastic,0.578125,0.5,0.625,0.0,0,7,0
full_ca_hmappo,2,19,103,stochastic,0.66875,0.625,0.625,0.0,1,2,0
full_ca_hmappo,2,19,104,stochastic,0.68875,1.0,0.625,0.0,0,3,0
full_ca_hmappo,2,19,NA,deterministic,0.11875,0.0,0.0,0.0,0,8,0
full_ca_hmappo,3,0,100,stochastic,0.07875,0.125,0.0,0.0,1,0,0
full_ca_hmappo,3,0,101,stochastic,0.42625,0.625,0.375,0.0,0,10,0
full_ca_hmappo,3,0,102,stochastic,0.59125,0.75,0.25,0.0,0,4,0
full_ca_hmappo,3,0,103,stochastic,0.5525,0.625,0.25,0.0,0,5,0
full_ca_hmappo,3,0,104,stochastic,0.29125,0.125,0.0,0.0,1,3,0
full_ca_hmappo,3,0,NA,deterministic,0.203125,0.25,0.0,0.0,0,0,0
full_ca_hmappo,3,1,100,stochastic,0.608125,0.5,0.5,0.0,0,3,0
full_ca_hmappo,3,1,101,stochastic,0.535,0.5,0.5,0.0,0,5,0
full_ca_hmappo,3,1,102,stochastic,0.606875,0.375,0.125,0.0,1,5,0
full_ca_hmappo,3,1,103,stochastic,0.756875,0.875,0.25,0.0,0,17,0
full_ca_hmappo,3,1,104,stochastic,0.2125,0.25,0.0,0.0,1,3,0
full_ca_hmappo,3,1,NA,deterministic,0.24625,0.125,0.0,0.0,0,12,0
full_ca_hmappo,3,2,100,stochastic,0.74625,1.0,0.375,0.0,0,4,0
full_ca_hmappo,3,2,101,stochastic,0.586875,0.5,0.25,0.0,0,5,0
full_ca_hmappo,3,2,102,stochastic,0.833125,1.0,0.625,0.0,0,1,0
full_ca_hmappo,3,2,103,stochastic,0.68875,0.75,0.375,0.0,0,5,0
full_ca_hmappo,3,2,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,2,NA,deterministic,0.280625,0.125,0.0,0.0,0,21,0
full_ca_hmappo,3,3,100,stochastic,0.50125,0.25,0.0,0.0,1,4,0
full_ca_hmappo,3,3,101,stochastic,0.66,0.75,0.375,0.0,0,8,0
full_ca_hmappo,3,3,102,stochastic,0.6925,0.75,0.25,0.0,0,3,0
full_ca_hmappo,3,3,103,stochastic,0.791875,0.875,0.625,0.0,0,1,0
full_ca_hmappo,3,3,104,stochastic,0.608125,0.75,0.75,0.0,0,3,0
full_ca_hmappo,3,3,NA,deterministic,0.22,0.125,0.0,0.0,0,0,0
full_ca_hmappo,3,4,100,stochastic,0.773125,0.75,0.5,0.0,0,5,0
full_ca_hmappo,3,4,101,stochastic,0.696875,0.75,0.25,0.0,0,7,0
full_ca_hmappo,3,4,102,stochastic,0.66625,0.25,0.25,0.0,0,2,0
full_ca_hmappo,3,4,103,stochastic,0.5775,0.875,0.25,0.0,1,5,0
full_ca_hmappo,3,4,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,4,NA,deterministic,0.265625,0.25,0.0,0.0,0,21,0
full_ca_hmappo,3,5,100,stochastic,0.559375,0.625,0.375,0.0,0,1,0
full_ca_hmappo,3,5,101,stochastic,0.05625,0.0,0.0,0.0,1,0,0
full_ca_hmappo,3,5,102,stochastic,0.845,0.875,0.375,0.0,0,0,0
full_ca_hmappo,3,5,103,stochastic,0.69375,0.625,0.25,0.0,0,13,0
full_ca_hmappo,3,5,104,stochastic,0.791875,0.875,0.375,0.0,0,2,0
full_ca_hmappo,3,5,NA,deterministic,0.215625,0.25,0.0,0.0,0,4,0
full_ca_hmappo,3,6,100,stochastic,0.535625,0.75,0.625,0.0,1,2,0
full_ca_hmappo,3,6,101,stochastic,0.040625,0.0,0.0,0.0,1,1,0
full_ca_hmappo,3,6,102,stochastic,0.231875,0.0,0.0,0.0,1,5,0
full_ca_hmappo,3,6,103,stochastic,0.659375,0.75,0.375,0.0,0,10,0
full_ca_hmappo,3,6,104,stochastic,0.225625,0.0,0.0,0.0,1,11,0
full_ca_hmappo,3,6,NA,deterministic,0.273125,0.25,0.0,0.0,0,13,0
full_ca_hmappo,3,7,100,stochastic,0.68875,0.75,0.5,0.0,0,6,0
full_ca_hmappo,3,7,101,stochastic,0.048125,0.0,0.0,0.0,1,5,0
full_ca_hmappo,3,7,102,stochastic,0.674375,0.5,0.5,0.0,0,4,0
full_ca_hmappo,3,7,103,stochastic,0.270625,0.25,0.0,0.0,1,4,0
full_ca_hmappo,3,7,104,stochastic,0.601875,0.5,0.375,0.0,1,2,0
full_ca_hmappo,3,7,NA,deterministic,0.236875,0.125,0.0,0.0,0,7,0
full_ca_hmappo,3,8,100,stochastic,0.733125,0.875,0.625,0.0,0,6,0
full_ca_hmappo,3,8,101,stochastic,0.1075,0.0,0.0,0.0,1,3,0
full_ca_hmappo,3,8,102,stochastic,0.68375,0.875,0.625,0.0,0,3,0
full_ca_hmappo,3,8,103,stochastic,0.640625,0.625,0.625,0.0,0,5,0
full_ca_hmappo,3,8,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,8,NA,deterministic,0.298125,0.0,0.0,0.0,0,174,0
full_ca_hmappo,3,9,100,stochastic,0.608125,0.625,0.125,0.0,0,1,0
full_ca_hmappo,3,9,101,stochastic,0.398125,0.25,0.125,0.0,1,1,0
full_ca_hmappo,3,9,102,stochastic,0.684375,0.625,0.125,0.0,1,3,0
full_ca_hmappo,3,9,103,stochastic,0.709375,0.75,0.25,0.0,0,8,0
full_ca_hmappo,3,9,104,stochastic,0.88125,0.875,0.5,0.0,0,4,0
full_ca_hmappo,3,9,NA,deterministic,0.27375,0.25,0.0,0.0,0,12,0
full_ca_hmappo,3,10,100,stochastic,0.805,0.5,0.125,0.0,0,4,0
full_ca_hmappo,3,10,101,stochastic,0.1075,0.0,0.0,0.0,1,3,0
full_ca_hmappo,3,10,102,stochastic,0.6425,0.5,0.125,0.0,0,4,0
full_ca_hmappo,3,10,103,stochastic,0.81125,0.875,0.125,0.0,0,13,0
full_ca_hmappo,3,10,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,10,NA,deterministic,0.2525,0.25,0.0,0.0,0,22,0
full_ca_hmappo,3,11,100,stochastic,0.63125,0.625,0.375,0.0,0,1,0
full_ca_hmappo,3,11,101,stochastic,0.1075,0.0,0.0,0.0,1,3,0
full_ca_hmappo,3,11,102,stochastic,0.75,0.75,0.125,0.0,0,6,0
full_ca_hmappo,3,11,103,stochastic,0.77375,0.75,0.5,0.0,0,7,0
full_ca_hmappo,3,11,104,stochastic,0.621875,0.625,0.25,0.0,0,6,0
full_ca_hmappo,3,11,NA,deterministic,0.271875,0.125,0.0,0.0,0,14,0
full_ca_hmappo,3,12,100,stochastic,0.69375,0.75,0.375,0.0,0,2,0
full_ca_hmappo,3,12,101,stochastic,0.686875,0.5,0.0,0.0,1,1,0
full_ca_hmappo,3,12,102,stochastic,0.8275,0.875,0.5,0.0,0,11,0
full_ca_hmappo,3,12,103,stochastic,0.54,0.625,0.375,0.0,0,12,0
full_ca_hmappo,3,12,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,12,NA,deterministic,0.271875,0.125,0.0,0.0,0,17,0
full_ca_hmappo,3,13,100,stochastic,0.48,0.375,0.0,0.0,1,4,0
full_ca_hmappo,3,13,101,stochastic,0.53875,0.375,0.375,0.0,0,1,0
full_ca_hmappo,3,13,102,stochastic,0.63875,0.75,0.5,0.0,1,5,0
full_ca_hmappo,3,13,103,stochastic,0.393125,0.25,0.0,0.0,1,8,0
full_ca_hmappo,3,13,104,stochastic,0.776875,0.875,0.125,0.0,0,5,0
full_ca_hmappo,3,13,NA,deterministic,0.269375,0.125,0.0,0.0,0,14,0
full_ca_hmappo,3,14,100,stochastic,0.720625,0.625,0.625,0.0,0,5,0
full_ca_hmappo,3,14,101,stochastic,0.696875,0.75,0.625,0.0,0,8,0
full_ca_hmappo,3,14,102,stochastic,0.85375,0.875,0.375,0.0,0,6,0
full_ca_hmappo,3,14,103,stochastic,0.749375,0.625,0.25,0.0,0,6,0
full_ca_hmappo,3,14,104,stochastic,0.78,0.75,0.375,0.0,0,13,0
full_ca_hmappo,3,14,NA,deterministic,0.27875,0.125,0.0,0.0,0,18,0
full_ca_hmappo,3,15,100,stochastic,0.87625,0.875,0.125,0.0,0,7,0
full_ca_hmappo,3,15,101,stochastic,0.811875,0.875,0.0,0.0,0,2,0
full_ca_hmappo,3,15,102,stochastic,0.769375,0.75,0.125,0.0,0,4,0
full_ca_hmappo,3,15,103,stochastic,0.703125,0.75,0.0,0.0,0,4,0
full_ca_hmappo,3,15,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,15,NA,deterministic,0.30625,0.0,0.0,0.0,0,98,0
full_ca_hmappo,3,16,100,stochastic,0.62625,0.625,0.125,0.0,0,5,0
full_ca_hmappo,3,16,101,stochastic,0.625,0.5,0.25,0.0,0,12,0
full_ca_hmappo,3,16,102,stochastic,0.555625,0.5,0.375,0.0,0,3,0
full_ca_hmappo,3,16,103,stochastic,0.53625,0.375,0.25,0.0,1,5,0
full_ca_hmappo,3,16,104,stochastic,0.7325,0.375,0.25,0.0,0,4,0
full_ca_hmappo,3,16,NA,deterministic,0.245625,0.125,0.0,0.0,0,11,0
full_ca_hmappo,3,17,100,stochastic,0.615625,0.5,0.375,0.0,0,8,0
full_ca_hmappo,3,17,101,stochastic,0.0275,0.0,0.0,0.0,1,1,0
full_ca_hmappo,3,17,102,stochastic,0.65875,0.875,0.5,0.0,0,2,0
full_ca_hmappo,3,17,103,stochastic,0.67625,0.875,0.375,0.0,0,0,0
full_ca_hmappo,3,17,104,stochastic,0.75125,0.5,0.25,0.0,0,1,0
full_ca_hmappo,3,17,NA,deterministic,0.2025,0.0,0.0,0.0,0,0,0
full_ca_hmappo,3,18,100,stochastic,0.696875,1.0,0.375,0.0,0,0,0
full_ca_hmappo,3,18,101,stochastic,0.516875,0.375,0.25,0.0,1,4,0
full_ca_hmappo,3,18,102,stochastic,0.405,0.625,0.125,0.0,1,3,0
full_ca_hmappo,3,18,103,stochastic,0.6875,0.5,0.25,0.0,0,4,0
full_ca_hmappo,3,18,104,stochastic,0.73625,0.875,0.5,0.0,0,1,0
full_ca_hmappo,3,18,NA,deterministic,0.208125,0.25,0.0,0.0,0,0,0
full_ca_hmappo,3,19,100,stochastic,0.623125,0.5,0.5,0.0,0,3,0
full_ca_hmappo,3,19,101,stochastic,0.1075,0.0,0.0,0.0,1,3,0
full_ca_hmappo,3,19,102,stochastic,0.644375,0.75,0.25,0.0,0,5,0
full_ca_hmappo,3,19,103,stochastic,0.82,1.0,0.25,0.0,0,7,0
full_ca_hmappo,3,19,104,stochastic,0.0575,0.0,0.0,0.0,1,4,0
full_ca_hmappo,3,19,NA,deterministic,0.299375,0.0,0.0,0.0,0,273,0
full_ca_hmappo,4,0,100,stochastic,0.698125,0.625,0.0,0.0,0,0,0
full_ca_hmappo,4,0,101,stochastic,0.80625,1.0,0.125,0.0,0,5,0
full_ca_hmappo,4,0,102,stochastic,0.4475,0.5,0.0,0.0,0,0,0
full_ca_hmappo,4,0,103,stochastic,0.893125,1.0,0.0,0.0,0,5,0
full_ca_hmappo,4,0,104,stochastic,0.023125,0.125,0.0,0.0,1,1,0
full_ca_hmappo,4,0,NA,deterministic,0.168125,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,1,100,stochastic,0.615625,0.5,0.0,0.0,0,0,0
full_ca_hmappo,4,1,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,1,102,stochastic,0.63375,0.5,0.0,0.0,0,13,0
full_ca_hmappo,4,1,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,1,104,stochastic,0.685,0.75,0.125,0.0,0,17,0
full_ca_hmappo,4,1,NA,deterministic,0.194375,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,2,100,stochastic,0.9,0.625,0.0,0.0,0,3,0
full_ca_hmappo,4,2,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,2,102,stochastic,0.8225,0.75,0.0,0.0,0,8,0
full_ca_hmappo,4,2,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,2,104,stochastic,0.55375,0.375,0.125,0.0,0,3,0
full_ca_hmappo,4,2,NA,deterministic,0.231875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,3,100,stochastic,0.71125,0.75,0.25,0.0,0,0,0
full_ca_hmappo,4,3,101,stochastic,0.38375,0.375,0.0,0.0,1,6,0
full_ca_hmappo,4,3,102,stochastic,0.653125,0.875,0.0,0.0,0,0,0
full_ca_hmappo,4,3,103,stochastic,0.839375,0.875,0.0,0.0,0,0,0
full_ca_hmappo,4,3,104,stochastic,0.024375,0.0,0.0,0.0,1,2,0
full_ca_hmappo,4,3,NA,deterministic,0.26,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,4,100,stochastic,0.74875,0.75,0.0,0.0,0,4,0
full_ca_hmappo,4,4,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,4,102,stochastic,0.67,0.75,0.0,0.0,0,6,0
full_ca_hmappo,4,4,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,4,104,stochastic,0.726875,0.25,0.0,0.0,0,6,0
full_ca_hmappo,4,4,NA,deterministic,0.22125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,5,100,stochastic,0.503125,0.375,0.125,0.0,0,2,0
full_ca_hmappo,4,5,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,5,102,stochastic,0.55875,0.375,0.125,0.0,0,1,0
full_ca_hmappo,4,5,103,stochastic,0.8025,0.75,0.0,0.0,0,0,0
full_ca_hmappo,4,5,104,stochastic,0.44125,0.5,0.0,0.0,0,4,0
full_ca_hmappo,4,5,NA,deterministic,0.191875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,6,100,stochastic,0.694375,0.75,0.125,0.0,0,2,0
full_ca_hmappo,4,6,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,6,102,stochastic,0.608125,0.625,0.125,0.0,0,4,0
full_ca_hmappo,4,6,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,6,104,stochastic,0.75125,0.625,0.0,0.0,0,3,0
full_ca_hmappo,4,6,NA,deterministic,0.214375,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,7,100,stochastic,0.71125,0.625,0.0,0.0,0,0,0
full_ca_hmappo,4,7,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,7,102,stochastic,0.645,0.75,0.0,0.0,0,5,0
full_ca_hmappo,4,7,103,stochastic,0.86125,1.0,0.125,0.0,0,4,0
full_ca_hmappo,4,7,104,stochastic,0.67,0.625,0.125,0.0,0,11,0
full_ca_hmappo,4,7,NA,deterministic,0.185625,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,8,100,stochastic,0.739375,1.0,0.0,0.0,0,7,0
full_ca_hmappo,4,8,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,8,102,stochastic,0.784375,0.875,0.0,0.0,0,6,0
full_ca_hmappo,4,8,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,8,104,stochastic,0.501875,0.375,0.0,0.0,0,6,0
full_ca_hmappo,4,8,NA,deterministic,0.20875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,9,100,stochastic,0.656875,0.75,0.125,0.0,0,0,0
full_ca_hmappo,4,9,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,9,102,stochastic,0.625625,0.625,0.125,0.0,0,12,0
full_ca_hmappo,4,9,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,9,104,stochastic,0.62875,0.625,0.0,0.0,0,4,0
full_ca_hmappo,4,9,NA,deterministic,0.226875,0.25,0.0,0.0,0,0,0
full_ca_hmappo,4,10,100,stochastic,0.611875,0.375,0.0,0.0,0,3,0
full_ca_hmappo,4,10,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,10,102,stochastic,0.063125,0.0,0.0,0.0,1,7,0
full_ca_hmappo,4,10,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,10,104,stochastic,0.465,0.375,0.0,0.0,0,8,0
full_ca_hmappo,4,10,NA,deterministic,0.21375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,11,100,stochastic,0.415,0.5,0.125,0.0,1,1,0
full_ca_hmappo,4,11,101,stochastic,0.80125,0.75,0.125,0.0,0,11,0
full_ca_hmappo,4,11,102,stochastic,0.751875,0.75,0.0,0.0,0,7,0
full_ca_hmappo,4,11,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,11,104,stochastic,0.03,0.125,0.0,0.0,1,2,0
full_ca_hmappo,4,11,NA,deterministic,0.21375,0.0,0.0,0.0,0,188,0
full_ca_hmappo,4,12,100,stochastic,0.64125,0.625,0.125,0.0,0,4,0
full_ca_hmappo,4,12,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,12,102,stochastic,0.73125,0.75,0.0,0.0,0,7,0
full_ca_hmappo,4,12,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,12,104,stochastic,0.615625,0.5,0.125,0.0,0,7,0
full_ca_hmappo,4,12,NA,deterministic,0.1775,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,13,100,stochastic,0.601875,0.5,0.0,0.0,0,0,0
full_ca_hmappo,4,13,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,13,102,stochastic,0.523125,0.375,0.0,0.0,0,7,0
full_ca_hmappo,4,13,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,13,104,stochastic,0.700625,0.75,0.125,0.0,0,6,0
full_ca_hmappo,4,13,NA,deterministic,0.20875,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,14,100,stochastic,0.5925,0.75,0.125,0.0,1,2,0
full_ca_hmappo,4,14,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,14,102,stochastic,0.568125,0.375,0.0,0.0,0,9,0
full_ca_hmappo,4,14,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,14,104,stochastic,0.6675,0.75,0.0,0.0,0,3,0
full_ca_hmappo,4,14,NA,deterministic,0.2325,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,15,100,stochastic,0.75375,0.75,0.25,0.0,0,2,0
full_ca_hmappo,4,15,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,15,102,stochastic,0.1625,0.125,0.0,0.0,1,9,0
full_ca_hmappo,4,15,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,15,104,stochastic,0.485625,0.375,0.0,0.0,0,6,0
full_ca_hmappo,4,15,NA,deterministic,0.231875,0.25,0.0,0.0,0,0,0
full_ca_hmappo,4,16,100,stochastic,0.66625,0.5,0.0,0.0,0,0,0
full_ca_hmappo,4,16,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,16,102,stochastic,0.554375,0.375,0.125,0.0,0,3,0
full_ca_hmappo,4,16,103,stochastic,0.031875,0.0,0.0,0.0,1,3,0
full_ca_hmappo,4,16,104,stochastic,0.810625,0.75,0.125,0.0,0,5,0
full_ca_hmappo,4,16,NA,deterministic,0.2025,0.125,0.0,0.0,0,0,0
full_ca_hmappo,4,17,100,stochastic,0.6375,0.75,0.125,0.0,0,0,0
full_ca_hmappo,4,17,101,stochastic,0.030625,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,17,102,stochastic,0.609375,0.5,0.0,0.0,0,0,0
full_ca_hmappo,4,17,103,stochastic,0.736875,1.0,0.0,0.0,1,2,0
full_ca_hmappo,4,17,104,stochastic,0.024375,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,17,NA,deterministic,0.175,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,18,100,stochastic,0.598125,0.625,0.125,0.0,0,0,0
full_ca_hmappo,4,18,101,stochastic,0.029375,0.0,0.0,0.0,1,2,0
full_ca_hmappo,4,18,102,stochastic,0.716875,0.625,0.125,0.0,0,2,0
full_ca_hmappo,4,18,103,stochastic,0.754375,0.875,0.0,0.0,1,2,0
full_ca_hmappo,4,18,104,stochastic,0.539375,0.375,0.0,0.0,1,6,0
full_ca_hmappo,4,18,NA,deterministic,0.20125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,4,19,100,stochastic,0.748125,0.75,0.0,0.0,0,3,0
full_ca_hmappo,4,19,101,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,19,102,stochastic,0.764375,0.5,0.125,0.0,0,8,0
full_ca_hmappo,4,19,103,stochastic,0.031875,0.0,0.0,0.0,1,1,0
full_ca_hmappo,4,19,104,stochastic,0.5625,0.5,0.0,0.0,0,9,0
full_ca_hmappo,4,19,NA,deterministic,0.264375,0.0,0.0,0.0,0,0,0
heterogeneous_heads_only,0,0,100,stochastic,0.8,0.875,0.0,0.0,0,13,0
heterogeneous_heads_only,0,0,101,stochastic,0.7475,1.0,0.0,0.0,0,5,0
heterogeneous_heads_only,0,0,102,stochastic,0.815625,1.0,0.0,0.0,0,0,0
heterogeneous_heads_only,0,0,103,stochastic,0.664375,0.5,0.0,0.0,0,19,0
heterogeneous_heads_only,0,0,104,stochastic,0.913125,1.0,0.0,0.0,0,2,0
heterogeneous_heads_only,0,0,NA,deterministic,0.075625,0.25,0.0,0.0,0,0,0
heterogeneous_heads_only,0,1,100,stochastic,0.855,0.75,0.0,0.0,0,8,0
heterogeneous_heads_only,0,1,101,stochastic,0.833125,0.75,0.0,0.0,0,5,0
heterogeneous_heads_only,0,1,102,stochastic,0.785625,0.625,0.0,0.0,0,0,0
heterogeneous_heads_only,0,1,103,stochastic,0.76375,0.875,0.0,0.0,0,19,0
heterogeneous_heads_only,0,1,104,stochastic,0.85375,1.0,0.0,0.0,0,2,0
heterogeneous_heads_only,0,1,NA,deterministic,0.075625,0.125,0.0,0.0,0,0,0
heterogeneous_heads_only,0,2,100,stochastic,0.82875,1.0,0.0,0.0,0,8,0
heterogeneous_heads_only,0,2,101,stochastic,0.821875,0.75,0.0,0.0,0,5,0
heterogeneous_heads_only,0,2,102,stochastic,0.744375,0.75,0.0,0.0,0,0,0
heterogeneous_heads_only,0,2,103,stochastic,0.705,1.0,0.0,0.0,0,19,0
heterogeneous_heads_only,0,2,104,stochastic,0.82875,1.0,0.0,0.0,0,2,0
heterogeneous_heads_only,0,2,NA,deterministic,0.075625,0.0,0.0,0.0,0,0,0
heterogeneous_heads_only,0,3,100,stochastic,0.758125,1.0,0.0,0.0,0,13,0
heterogeneous_heads_only,0,3,101,stochastic,0.779375,0.75,0.0,0.0,0,5,0
heterogeneous_heads_only,0,3,102,stochastic,0.85625,0.875,0.0,0.0,0,0,0
heterogeneous_heads_only,0,3,103,stochastic,0.849375,1.0,0.0,0.0,0,19,0
heterogeneous_heads_only,0,3,104,stochastic,0.8775,1.0,0.0,0.0,0,2,0
heterogeneous_heads_only,0,3,NA,deterministic,0.075625,0.0,0.0,0.0,0,0,0
heterogeneous_heads_only,0,4,100,stochastic,0.72875,0.75,0.0,0.0,0,8,0
heterogeneous_heads_only,0,4,101,stochastic,0.823125,0.875,0.0,0.0,0,5,0
heterogeneous_heads_only,0,4,102,stochastic,0.88,0.875,0.0,0.0,0,0,0
heterogeneous_heads_only,0,4,103,stochastic,0.821875,1.0,0.0,0.0,0,16,0
heterogeneous_heads_only,0,4,104,stochastic,0.77125,0.75,0.0,0.0,0,2,0
