coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,total_energy_consumption,fixedwing_final_battery,quadrotor_mean_final_battery,quadrotor_min_final_battery,collision_count,near_miss_count,communication_loss_count,invalid_action_count,detected_targets,inspected_targets,candidate_targets,redundant_coverage_proxy,termination_reason,quadrotor_hover_inspect_count,quadrotor_valid_hover_inspect_count,quadrotor_invalid_hover_inspect_count,mean_distance_to_candidate,time_in_candidate_range,scenario,seed,target_distribution,communication_radius,baseline
0.83625,1.0,1.0,1,515,103.99999999999763,74.25000000000146,60.87500000000187,58.65000000000183,0,0,356,0,8,8,14,0.13398058252427184,all_targets_inspected,300,300,0,342.12962946319493,300,1,0,uniform,800.0,hierarchical_task_allocation
0.835625,0.875,0.875,0,1000,156.85000000000085,50.00000000000284,46.57500000000177,46.400000000001796,0,7,929,0,7,7,13,0.5543333333333333,max_steps_reached,1109,1109,0,189.28239912807612,1109,1,1,uniform,800.0,hierarchical_task_allocation
0.725625,1.0,1.0,1,424,96.69999999999833,78.8000000000012,62.25000000000189,61.0500000000019,0,0,168,0,8,8,13,0.08726415094339622,all_targets_inspected,145,145,0,314.92635123702024,145,1,2,uniform,800.0,hierarchical_task_allocation
0.845625,1.0,1.0,1,608,131.99999999999667,69.60000000000173,49.200000000001765,44.500000000001734,0,0,325,0,8,8,15,0.2582236842105263,all_targets_inspected,235,235,0,370.84847463897,235,1,3,uniform,800.0,hierarchical_task_allocation
0.8475,0.875,0.875,0,1000,181.0500000000002,50.00000000000284,34.47500000000163,33.85000000000165,0,0,697,0,7,7,20,0.548,max_steps_reached,822,822,0,272.82597841549307,822,1,4,uniform,800.0,hierarchical_task_allocation
0.848125,1.0,1.0,1,580,127.59999999999673,71.00000000000165,50.70000000000174,49.20000000000168,0,0,192,0,8,8,19,0.22011494252873562,all_targets_inspected,229,229,0,402.561598933904,229,1,5,uniform,800.0,hierarchical_task_allocation
0.849375,0.875,0.875,0,1000,165.9500000000009,50.00000000000284,42.02500000000167,37.80000000000168,0,0,823,0,7,7,15,0.547,max_steps_reached,958,958,0,276.8607647366667,958,1,6,uniform,800.0,hierarchical_task_allocation
0.84,0.75,0.75,0,1000,168.20000000000147,50.00000000000284,40.90000000000171,40.65000000000165,0,0,803,0,6,6,9,0.552,max_steps_reached,963,963,0,270.2451701957145,963,1,7,uniform,800.0,hierarchical_task_allocation
0.845625,0.75,0.75,0,1000,174.90000000000106,50.00000000000284,37.55000000000171,28.800000000001553,0,0,936,0,6,6,9,0.549,max_steps_reached,861,861,0,134.4305855046579,861,1,8,uniform,800.0,hierarchical_task_allocation
0.8525,0.875,0.875,0,1000,171.35000000000133,50.00000000000284,39.32500000000173,38.150000000001725,0,0,667,0,7,7,15,0.5453333333333333,max_steps_reached,884,884,0,239.72925117198818,884,1,9,uniform,800.0,hierarchical_task_allocation
0.83625,1.0,1.0,1,515,103.99999999999763,74.25000000000146,60.87500000000187,58.65000000000183,0,0,13,0,8,8,14,0.13398058252427184,all_targets_inspected,300,300,0,342.12962946319493,300,1,0,uniform,1200.0,hierarchical_task_allocation
0.835625,0.875,0.875,0,1000,156.85000000000085,50.00000000000284,46.57500000000177,46.400000000001796,0,7,344,0,7,7,13,0.5543333333333333,max_steps_reached,1109,1109,0,189.28239912807612,1109,1,1,uniform,1200.0,hierarchical_task_allocation
0.725625,1.0,1.0,1,424,96.69999999999833,78.8000000000012,62.25000000000189,61.0500000000019,0,0,0,0,8,8,13,0.08726415094339622,all_targets_inspected,145,145,0,314.92635123702024,145,1,2,uniform,1200.0,hierarchical_task_allocation
0.845625,1.0,1.0,1,608,131.99999999999667,69.60000000000173,49.200000000001765,44.500000000001734,0,0,50,0,8,8,15,0.2582236842105263,all_targets_inspected,235,235,0,370.84847463897,235,1,3,uniform,1200.0,hierarchical_task_allocation
0.8475,0.875,0.875,0,1000,181.0500000000002,50.00000000000284,34.47500000000163,33.85000000000165,0,0,42,0,7,7,20,0.548,max_steps_reached,822,822,0,272.82597841549307,822,1,4,uniform,1200.0,hierarchical_task_allocation
0.848125,1.0,1.0,1,580,127.59999999999673,71.00000000000165,50.70000000000174,49.20000000000168,0,0,25,0,8,8,19,0.22011494252873562,all_targets_inspected,229,229,0,402.561598933904,229,1,5,uniform,1200.0,hierarchical_task_allocation
0.849375,0.875,0.875,0,1000,165.9500000000009,50.00000000000284,42.02500000000167,37.80000000000168,0,0,58,0,7,7,15,0.547,max_steps_reached,958,958,0,276.8607647366667,958,1,6,uniform,1200.0,hierarchical_task_allocation
0.84,0.75,0.75,0,1000,168.20000000000147,50.00000000000284,40.90000000000171,40.65000000000165,0,0,24,0,6,6,9,0.552,max_steps_reached,963,963,0,270.2451701957145,963,1,7,uniform,1200.0,hierarchical_task_allocation
0.845625,0.75,0.75,0,1000,174.90000000000106,50.00000000000284,37.55000000000171,28.800000000001553,0,0,22,0,6,6,9,0.549,max_steps_reached,861,861,0,134.4305855046579,861,1,8,uniform,1200.0,hierarchical_task_allocation
0.8525,0.875,0.875,0,1000,171.35000000000133,50.00000000000284,39.32500000000173,38.150000000001725,0,0,14,0,7,7,15,0.5453333333333333,max_steps_reached,884,884,0,239.72925117198818,884,1,9,uniform,1200.0,hierarchical_task_allocation
0.769375,1.0,1.0,1,463,92.49999999999844,76.85000000000132,65.3250000000018,62.15000000000196,0,0,538,0,8,8,11,0.11375089992800576,all_targets_inspected,281,281,0,254.5168300577224,281,1,0,clustered,400.0,hierarchical_task_allocation
0.67625,1.0,1.0,1,403,97.2499999999984,79.85000000000115,61.45000000000198,58.850000000001934,0,0,594,0,8,8,11,0.10504549214226634,all_targets_inspected,64,64,0,392.9382840569115,64,1,1,clustered,400.0,hierarchical_task_allocation
0.798125,1.0,1.0,1,481,87.09999999999859,75.95000000000137,68.47500000000169,65.00000000000188,0,0,990,0,8,8,11,0.11503811503811504,all_targets_inspected,369,369,0,288.79478964739263,369,1,2,clustered,400.0,hierarchical_task_allocation
0.824375,1.0,1.0,1,529,114.89999999999732,73.5500000000015,55.77500000000181,49.0000000000018,0,0,870,0,8,8,12,0.1688720856962823,all_targets_inspected,226,226,0,408.9472154142705,226,1,3,clustered,400.0,hierarchical_task_allocation
0.705,1.0,0.875,1,416,93.34999999999842,79.20000000000118,63.725000000001856,61.35000000000199,0,0,590,0,7,8,12,0.09615384615384616,all_targets_inspected,144,144,0,298.43879882216146,144,1,4,clustered,400.0,hierarchical_task_allocation
0.82375,1.0,1.0,1,544,94.34999999999835,72.80000000000155,66.42500000000162,64.30000000000175,0,3,638,0,8,8,15,0.19240196078431374,all_targets_inspected,519,519,0,172.19326951619473,519,1,5,clustered,400.0,hierarchical_task_allocation
0.835,0.875,0.875,0,1000,154.300000000001,50.00000000000284,47.8500000000018,45.40000000000182,0,0,2372,0,7,7,12,0.5546666666666666,max_steps_reached,1072,1072,0,228.40046994079748,1072,1,6,clustered,400.0,hierarchical_task_allocation
0.825,1.0,0.875,1,497,108.59999999999768,75.15000000000141,58.12500000000174,49.70000000000182,0,0,1028,0,7,8,8,0.11468812877263582,all_targets_inspected,209,209,0,337.96637955543986,209,1,7,clustered,400.0,hierarchical_task_allocation
0.73375,1.0,0.875,1,428,108.19999999999774,78.60000000000122,56.60000000000192,56.450000000001886,0,0,781,0,7,8,8,0.08566978193146417,all_targets_inspected,8,8,0,360.91205364710777,8,1,8,clustered,400.0,hierarchical_task_allocation
0.823125,1.0,1.0,1,528,111.99999999999764,73.6000000000015,57.200000000001864,56.00000000000178,0,0,906,0,8,8,14,0.16856060606060605,all_targets_inspected,240,240,0,331.4112407992408,240,1,9,clustered,400.0,hierarchical_task_allocation
0.769375,1.0,1.0,1,463,92.49999999999844,76.85000000000132,65.3250000000018,62.15000000000196,0,0,119,0,8,8,11,0.11375089992800576,all_targets_inspected,281,281,0,254.5168300577224,281,1,0,clustered,800.0,hierarchical_task_allocation
0.67625,1.0,1.0,1,403,97.2499999999984,79.85000000000115,61.45000000000198,58.850000000001934,0,0,40,0,8,8,11,0.10504549214226634,all_targets_inspected,64,64,0,392.9382840569115,64,1,1,clustered,800.0,hierarchical_task_allocation
0.798125,1.0,1.0,1,481,87.09999999999859,75.95000000000137,68.47500000000169,65.00000000000188,0,0,169,0,8,8,11,0.11503811503811504,all_targets_inspected,369,369,0,288.79478964739263,369,1,2,clustered,800.0,hierarchical_task_allocation
0.824375,1.0,1.0,1,529,114.89999999999732,73.5500000000015,55.77500000000181,49.0000000000018,0,0,232,0,8,8,12,0.1688720856962823,all_targets_inspected,226,226,0,408.9472154142705,226,1,3,clustered,800.0,hierarchical_task_allocation
0.705,1.0,0.875,1,416,93.34999999999842,79.20000000000118,63.725000000001856,61.35000000000199,0,0,59,0,7,8,12,0.09615384615384616,all_targets_inspected,144,144,0,298.43879882216146,144,1,4,clustered,800.0,hierarchical_task_allocation
0.82375,1.0,1.0,1,544,94.34999999999835,72.80000000000155,66.42500000000162,64.30000000000175,0,3,102,0,8,8,15,0.19240196078431374,all_targets_inspected,519,519,0,172.19326951619473,519,1,5,clustered,800.0,hierarchical_task_allocation
0.835,0.875,0.875,0,1000,154.300000000001,50.00000000000284,47.8500000000018,45.40000000000182,0,0,922,0,7,7,12,0.5546666666666666,max_steps_reached,1072,1072,0,228.40046994079748,1072,1,6,clustered,800.0,hierarchical_task_allocation
0.825,1.0,0.875,1,497,108.59999999999768,75.15000000000141,58.12500000000174,49.70000000000182,0,0,238,0,7,8,8,0.11468812877263582,all_targets_inspected,209,209,0,337.96637955543986,209,1,7,clustered,800.0,hierarchical_task_allocation
0.73375,1.0,0.875,1,428,108.19999999999774,78.60000000000122,56.60000000000192,56.450000000001886,0,0,110,0,7,8,8,0.08566978193146417,all_targets_inspected,8,8,0,360.91205364710777,8,1,8,clustered,800.0,hierarchical_task_allocation
0.823125,1.0,1.0,1,528,111.99999999999764,73.6000000000015,57.200000000001864,56.00000000000178,0,0,284,0,8,8,14,0.16856060606060605,all_targets_inspected,240,240,0,331.4112407992408,240,1,9,clustered,800.0,hierarchical_task_allocation
0.769375,1.0,1.0,1,463,92.49999999999844,76.85000000000132,65.3250000000018,62.15000000000196,0,0,0,0,8,8,11,0.11375089992800576,all_targets_inspected,281,281,0,254.5168300577224,281,1,0,clustered,1200.0,hierarchical_task_allocation
0.67625,1.0,1.0,1,403,97.2499999999984,79.85000000000115,61.45000000000198,58.850000000001934,0,0,0,0,8,8,11,0.10504549214226634,all_targets_inspected,64,64,0,392.9382840569115,64,1,1,clustered,1200.0,hierarchical_task_allocation
0.798125,1.0,1.0,1,481,87.09999999999859,75.95000000000137,68.47500000000169,65.00000000000188,0,0,0,0,8,8,11,0.11503811503811504,all_targets_inspected,369,369,0,288.79478964739263,369,1,2,clustered,1200.0,hierarchical_task_allocation
0.824375,1.0,1.0,1,529,114.89999999999732,73.5500000000015,55.77500000000181,49.0000000000018,0,0,6,0,8,8,12,0.1688720856962823,all_targets_inspected,226,226,0,408.9472154142705,226,1,3,clustered,1200.0,hierarchical_task_allocation
0.705,1.0,0.875,1,416,93.34999999999842,79.20000000000118,63.725000000001856,61.35000000000199,0,0,0,0,7,8,12,0.09615384615384616,all_targets_inspected,144,144,0,298.43879882216146,144,1,4,clustered,1200.0,hierarchical_task_allocation
0.82375,1.0,1.0,1,544,94.34999999999835,72.80000000000155,66.42500000000162,64.30000000000175,0,3,3,0,8,8,15,0.19240196078431374,all_targets_inspected,519,519,0,172.19326951619473,519,1,5,clustered,1200.0,hierarchical_task_allocation
0.835,0.875,0.875,0,1000,154.300000000001,50.00000000000284,47.8500000000018,45.40000000000182,0,0,188,0,7,7,12,0.5546666666666666,max_steps_reached,1072,1072,0,228.40046994079748,1072,1,6,clustered,1200.0,hierarchical_task_allocation
0.825,1.0,0.875,1,497,108.59999999999768,75.15000000000141,58.12500000000174,49.70000000000182,0,0,17,0,7,8,8,0.11468812877263582,all_targets_inspected,209,209,0,337.96637955543986,209,1,7,clustered,1200.0,hierarchical_task_allocation
0.73375,1.0,0.875,1,428,108.19999999999774,78.60000000000122,56.60000000000192,56.450000000001886,0,0,0,0,7,8,8,0.08566978193146417,all_targets_inspected,8,8,0,360.91205364710777,8,1,8,clustered,1200.0,hierarchical_task_allocation
0.823125,1.0,1.0,1,528,111.99999999999764,73.6000000000015,57.200000000001864,56.00000000000178,0,0,0,0,8,8,14,0.16856060606060605,all_targets_inspected,240,240,0,331.4112407992408,240,1,9,clustered,1200.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,141.39999999999816,50.00000000000284,54.30000000000177,53.15000000000179,0,0,1670,0,5,5,20,0.5506666666666666,max_steps_reached,1256,1256,0,195.20066579850385,1256,1,0,edge,400.0,hierarchical_task_allocation
0.856875,0.75,0.75,0,1000,146.49999999999912,50.00000000000284,51.750000000001805,51.35000000000177,0,0,960,0,6,6,15,0.543,max_steps_reached,1195,1195,0,269.57103013799195,1195,1,1,edge,400.0,hierarchical_task_allocation
0.8475,1.0,1.0,1,577,126.34999999999643,71.15000000000164,51.25000000000176,51.20000000000177,0,0,1077,0,8,8,11,0.21663778162911612,all_targets_inspected,229,229,0,499.3398203842417,229,1,2,edge,400.0,hierarchical_task_allocation
0.84,0.75,0.75,0,1000,162.10000000000142,50.00000000000284,43.95000000000174,40.850000000001714,0,0,1934,0,6,6,17,0.552,max_steps_reached,1024,1024,0,241.82067002085773,1024,1,3,edge,400.0,hierarchical_task_allocation
0.849375,0.625,0.625,0,1000,168.4000000000012,50.00000000000284,40.80000000000168,39.15000000000165,0,3,1642,0,5,5,10,0.547,max_steps_reached,971,971,0,243.1372389292819,971,1,4,edge,400.0,hierarchical_task_allocation
0.851875,0.875,0.875,0,1000,180.54999999999944,50.00000000000284,34.72500000000148,33.60000000000144,0,5,2300,0,7,7,19,0.5456666666666666,max_steps_reached,847,847,0,299.3408873279345,847,1,5,edge,400.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,160.65000000000032,50.00000000000284,44.67500000000169,30.750000000001606,0,0,2331,0,5,5,12,0.5506666666666666,max_steps_reached,1011,1011,0,256.92914747223756,1011,1,6,edge,400.0,hierarchical_task_allocation
0.843125,1.0,1.0,1,903,160.59999999999664,54.85000000000257,42.27500000000163,41.300000000001674,0,0,1587,0,8,8,16,0.5020302694721299,all_targets_inspected,744,744,0,371.5236698646708,744,1,7,edge,400.0,hierarchical_task_allocation
0.87,0.75,0.75,0,1000,186.15000000000072,50.00000000000284,31.925000000001635,28.500000000001556,0,0,2276,0,6,6,15,0.536,max_steps_reached,731,731,0,275.43318146358075,731,1,8,edge,400.0,hierarchical_task_allocation
0.859375,0.75,0.75,0,1000,174.90000000000043,50.00000000000284,37.55000000000163,35.7500000000017,0,0,2212,0,6,6,11,0.5416666666666666,max_steps_reached,856,856,0,297.00137800735575,856,1,9,edge,400.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,141.39999999999816,50.00000000000284,54.30000000000177,53.15000000000179,0,0,333,0,5,5,20,0.5506666666666666,max_steps_reached,1256,1256,0,195.20066579850385,1256,1,0,edge,800.0,hierarchical_task_allocation
0.856875,0.75,0.75,0,1000,146.49999999999912,50.00000000000284,51.750000000001805,51.35000000000177,0,0,532,0,6,6,15,0.543,max_steps_reached,1195,1195,0,269.57103013799195,1195,1,1,edge,800.0,hierarchical_task_allocation
0.8475,1.0,1.0,1,577,126.34999999999643,71.15000000000164,51.25000000000176,51.20000000000177,0,0,461,0,8,8,11,0.21663778162911612,all_targets_inspected,229,229,0,499.3398203842417,229,1,2,edge,800.0,hierarchical_task_allocation
0.84,0.75,0.75,0,1000,162.10000000000142,50.00000000000284,43.95000000000174,40.850000000001714,0,0,770,0,6,6,17,0.552,max_steps_reached,1024,1024,0,241.82067002085773,1024,1,3,edge,800.0,hierarchical_task_allocation
0.849375,0.625,0.625,0,1000,168.4000000000012,50.00000000000284,40.80000000000168,39.15000000000165,0,3,538,0,5,5,10,0.547,max_steps_reached,971,971,0,243.1372389292819,971,1,4,edge,800.0,hierarchical_task_allocation
0.851875,0.875,0.875,0,1000,180.54999999999944,50.00000000000284,34.72500000000148,33.60000000000144,0,5,804,0,7,7,19,0.5456666666666666,max_steps_reached,847,847,0,299.3408873279345,847,1,5,edge,800.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,160.65000000000032,50.00000000000284,44.67500000000169,30.750000000001606,0,0,494,0,5,5,12,0.5506666666666666,max_steps_reached,1011,1011,0,256.92914747223756,1011,1,6,edge,800.0,hierarchical_task_allocation
0.843125,1.0,1.0,1,903,160.59999999999664,54.85000000000257,42.27500000000163,41.300000000001674,0,0,614,0,8,8,16,0.5020302694721299,all_targets_inspected,744,744,0,371.5236698646708,744,1,7,edge,800.0,hierarchical_task_allocation
0.87,0.75,0.75,0,1000,186.15000000000072,50.00000000000284,31.925000000001635,28.500000000001556,0,0,808,0,6,6,15,0.536,max_steps_reached,731,731,0,275.43318146358075,731,1,8,edge,800.0,hierarchical_task_allocation
0.859375,0.75,0.75,0,1000,174.90000000000043,50.00000000000284,37.55000000000163,35.7500000000017,0,0,956,0,6,6,11,0.5416666666666666,max_steps_reached,856,856,0,297.00137800735575,856,1,9,edge,800.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,141.39999999999816,50.00000000000284,54.30000000000177,53.15000000000179,0,0,67,0,5,5,20,0.5506666666666666,max_steps_reached,1256,1256,0,195.20066579850385,1256,1,0,edge,1200.0,hierarchical_task_allocation
0.856875,0.75,0.75,0,1000,146.49999999999912,50.00000000000284,51.750000000001805,51.35000000000177,0,0,153,0,6,6,15,0.543,max_steps_reached,1195,1195,0,269.57103013799195,1195,1,1,edge,1200.0,hierarchical_task_allocation
0.8475,1.0,1.0,1,577,126.34999999999643,71.15000000000164,51.25000000000176,51.20000000000177,0,0,55,0,8,8,11,0.21663778162911612,all_targets_inspected,229,229,0,499.3398203842417,229,1,2,edge,1200.0,hierarchical_task_allocation
0.84,0.75,0.75,0,1000,162.10000000000142,50.00000000000284,43.95000000000174,40.850000000001714,0,0,51,0,6,6,17,0.552,max_steps_reached,1024,1024,0,241.82067002085773,1024,1,3,edge,1200.0,hierarchical_task_allocation
0.849375,0.625,0.625,0,1000,168.4000000000012,50.00000000000284,40.80000000000168,39.15000000000165,0,3,22,0,5,5,10,0.547,max_steps_reached,971,971,0,243.1372389292819,971,1,4,edge,1200.0,hierarchical_task_allocation
0.851875,0.875,0.875,0,1000,180.54999999999944,50.00000000000284,34.72500000000148,33.60000000000144,0,5,290,0,7,7,19,0.5456666666666666,max_steps_reached,847,847,0,299.3408873279345,847,1,5,edge,1200.0,hierarchical_task_allocation
0.8425,0.625,0.625,0,1000,160.65000000000032,50.00000000000284,44.67500000000169,30.750000000001606,0,0,54,0,5,5,12,0.5506666666666666,max_steps_reached,1011,1011,0,256.92914747223756,1011,1,6,edge,1200.0,hierarchical_task_allocation
0.843125,1.0,1.0,1,903,160.59999999999664,54.85000000000257,42.27500000000163,41.300000000001674,0,0,177,0,8,8,16,0.5020302694721299,all_targets_inspected,744,744,0,371.5236698646708,744,1,7,edge,1200.0,hierarchical_task_allocation
0.87,0.75,0.75,0,1000,186.15000000000072,50.00000000000284,31.925000000001635,28.500000000001556,0,0,94,0,6,6,15,0.536,max_steps_reached,731,731,0,275.43318146358075,731,1,8,edge,1200.0,hierarchical_task_allocation
0.859375,0.75,0.75,0,1000,174.90000000000043,50.00000000000284,37.55000000000163,35.7500000000017,0,0,148,0,6,6,11,0.5416666666666666,max_steps_reached,856,856,0,297.00137800735575,856,1,9,edge,1200.0,hierarchical_task_allocation
