update,scenario,env_mode,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction
162,1,assignment_aware,8.1541764177382,53,0.36875,0.5,0.5,0,848,0,0,7.35744833946228e-08,12274.326171875,0.46233105659484863,0.0012376989470794797,0.0
163,1,assignment_aware,5.152344669135346,54,0.206875,0.0,0.0,0,104,0,0,-0.0022598551586270332,6345.337890625,0.6597155928611755,0.0008364234236069024,0.0
164,1,assignment_aware,2.009371577143611,54,0.270625,0.375,0.375,0,360,0,0,0.0005849879235029221,401.5426025390625,0.9989843368530273,0.008026228286325932,0.0755208358168602
165,1,assignment_aware,5.119300069680321,54,0.436875,0.5,0.5,0,616,0,0,0.0006328225135803223,5745.7822265625,0.8540952801704407,0.009272817522287369,0.02473958395421505
166,1,assignment_aware,8.146158866584301,54,0.436875,0.5,0.5,0,872,0,0,9.872019290924072e-08,12232.193359375,0.47697320580482483,-3.6437220842344686e-05,0.0
167,1,assignment_aware,4.814227984450554,55,0.236875,0.125,0.25,0,128,0,0,-0.008771082386374474,5086.8271484375,0.8377556800842285,0.011460726149380207,0.0572916679084301
168,1,assignment_aware,1.0295758089559968,55,0.405625,0.25,0.625,0,384,0,0,0.0018539000302553177,80.16432189941406,1.1983014345169067,0.004247160162776709,0.0065104165114462376
169,1,assignment_aware,0.3246830188536478,55,0.425,0.25,0.75,0,640,0,0,1.4930032193660736e-05,213.76089477539062,1.4108816385269165,0.0030754078179597855,0.0
170,1,assignment_aware,0.2912636526792767,55,0.4275,0.25,0.75,0,896,0,0,-0.004220009781420231,231.5506591796875,1.3895152807235718,0.005487997084856033,0.0026041667442768812
171,1,assignment_aware,0.7185429725200265,56,0.181875,0.125,0.125,0,152,0,0,-0.0024852296337485313,758.8350830078125,1.2784568071365356,0.009833731688559055,0.0950520858168602
172,1,assignment_aware,6.217151137563633,56,0.298125,0.125,0.125,0,408,0,0,0.005669796373695135,8354.8720703125,0.6464958786964417,0.0001312272361246869,0.0052083334885537624
173,1,assignment_aware,8.238086070865393,56,0.416875,0.125,0.125,0,664,0,0,1.1827796697616577e-07,12583.5751953125,0.42063722014427185,0.0015896790428087115,0.0
174,1,assignment_aware,8.115667501464486,56,0.429375,0.125,0.125,0,920,0,0,-0.0036301948130130768,12119.060546875,0.43440118432044983,0.00035745868808589876,0.0
175,1,assignment_aware,2.6910644734671223,57,0.17125,0.0,0.0,0,176,0,0,0.0004315972328186035,2804.42431640625,0.794244110584259,0.0014426218112930655,0.0
176,1,assignment_aware,2.3774527736895834,57,0.403125,0.25,0.375,0,432,0,0,-0.0025448002852499485,690.8980712890625,1.0079046487808228,0.0020043745171278715,0.0
177,1,assignment_aware,3.33615318624652,57,0.47875,0.375,0.625,0,688,0,0,-0.002656973898410797,2155.62548828125,0.9232541918754578,-0.0005692069535143673,0.0
178,1,assignment_aware,1.1947649993744562,57,0.495,0.625,0.625,0,944,0,0,-0.004957115743309259,97.33030700683594,1.1139012575149536,0.0037923865020275116,0.0013020833721384406
179,1,assignment_aware,3.049985995687166,58,0.2775,0.25,0.375,0,200,0,0,-0.002522406168282032,1095.662109375,0.9766183495521545,0.0045087276957929134,0.0924479141831398
180,1,assignment_aware,5.901040154167276,58,0.334375,0.375,0.375,0,456,0,0,0.0012581741902977228,7475.8583984375,0.6715494990348816,0.00041468898416496813,0.0
181,1,assignment_aware,8.06441087834537,58,0.428125,0.375,0.375,0,712,0,0,2.2351741790771484e-08,12112.283203125,0.4584125280380249,0.0013134632026776671,0.0
182,1,assignment_aware,8.115986373275518,58,0.430625,0.375,0.375,0,968,0,0,1.1455267667770386e-07,12102.224609375,0.4553961455821991,-0.0009145934018306434,0.0
183,1,assignment_aware,2.833548735769,59,0.286875,0.375,0.375,0,224,0,0,-0.003316192887723446,929.682861328125,0.9925491809844971,0.0006632524891756475,0.0
184,1,assignment_aware,1.3758313347661897,59,0.488125,0.5,0.5,0,480,0,0,-0.012924384325742722,466.8453369140625,1.196677565574646,0.0145626962184906,0.1067708358168602
185,1,assignment_aware,3.94214684527833,59,0.62875,0.5,0.625,0,736,0,0,-0.0009050397202372551,4839.20703125,0.8169765472412109,0.008559712208807468,0.12890625
186,1,assignment_aware,1.2459629553002287,59,0.666875,0.75,0.875,0,992,0,0,0.00014875177294015884,366.5907287597656,1.2279553413391113,0.017360135912895203,0.32421875
187,1,assignment_aware,2.4423696744051995,60,0.398125,0.125,0.375,0,248,0,0,-0.003035568166524172,1249.314208984375,0.9689069390296936,0.0033172201365232468,0.0234375
188,1,assignment_aware,3.9427673319005407,60,0.515,0.375,0.375,0,504,0,0,-0.0007408969104290009,4012.652587890625,0.9222338795661926,0.0006747283041477203,0.0
189,1,assignment_aware,8.145771354436874,60,0.5475,0.375,0.375,0,760,0,0,-0.00366122554987669,12188.94140625,0.457304984331131,0.0010224160505458713,0.0
190,1,assignment_aware,5.974955099190993,61,0.025625,0.0,0.0,0,16,0,0,-0.00012498395517468452,8802.4287109375,0.5878795981407166,0.000887623056769371,0.0
191,1,assignment_aware,1.8580757014933624,62,0.008125,0.0,0.0,0,2,0,0,-0.0034792418591678143,1562.728759765625,1.0100947618484497,0.0006633847951889038,0.0
192,1,assignment_aware,1.0932895842779544,62,0.349375,0.0,0.25,0,258,0,0,-0.007746852934360504,262.7121887207031,0.960801899433136,0.007245315704494715,0.0794270858168602
193,1,assignment_aware,2.0082989798975177,62,0.599375,0.375,0.75,0,514,0,0,-0.0017273197881877422,467.19158935546875,1.0299454927444458,0.009816004894673824,0.1614583283662796
194,1,assignment_aware,2.561242566433066,62,0.72875,0.875,0.875,0,770,0,0,-0.0054421192035079,1596.33154296875,1.0932177305221558,0.0032752242404967546,0.02734375
195,1,assignment_aware,5.337198680615984,63,0.0625,0.0,0.0,0,26,0,0,-0.001290217274799943,7849.1689453125,0.6889817118644714,0.0038399205077439547,0.0
196,1,assignment_aware,-0.3442334985520574,66,0.053125,0.0,0.0,0,22,0,0,-0.00020378082990646362,3320.1484375,0.9063207507133484,0.0002815066836774349,0.0
197,1,assignment_aware,1.1917617173749022,66,0.263125,0.125,0.5,0,278,0,0,-0.002433893270790577,260.98590087890625,1.0176811218261719,0.005808648187667131,0.04296875
198,1,assignment_aware,3.891061540838564,66,0.50625,0.75,0.75,0,534,0,0,-0.006424756720662117,3609.7392578125,0.9949657320976257,0.003559170290827751,0.00390625
199,1,assignment_aware,8.253541648387909,66,0.661875,0.75,0.75,0,790,0,0,-3.5390257835388184e-08,12588.0673828125,0.4238351881504059,8.826112753013149e-05,0.0
200,1,assignment_aware,6.921895216481062,67,0.08875,0.0,0.0,0,46,0,0,-0.0038827168755233288,9446.7734375,0.5649238228797913,0.0034608636051416397,0.01171875
201,1,assignment_aware,1.5737053618649952,67,0.2725,0.25,0.375,0,302,0,0,-0.004895331338047981,273.8576965332031,1.0352669954299927,0.0029090812895447016,0.03125
202,1,assignment_aware,4.738158128631767,67,0.28,0.375,0.375,0,558,0,0,-0.001919513801112771,5396.03173828125,0.7479958534240723,0.003976405132561922,0.0
203,1,assignment_aware,4.585987503174692,67,0.424375,0.5,0.625,0,814,0,0,-0.005573198199272156,5525.41552734375,0.6877557635307312,0.0008778955671004951,0.0
204,1,assignment_aware,3.0177743592648767,68,0.15625,0.0,0.125,0,70,0,0,-0.0020849721040576696,2736.458984375,0.9806491732597351,0.006783729884773493,0.1015625
205,1,assignment_aware,1.3502774480803055,68,0.3225,0.25,0.25,0,326,0,0,0.0017129871994256973,202.03778076171875,1.1607351303100586,0.013275780715048313,0.2239583283662796
206,1,assignment_aware,7.885781836695969,68,0.32375,0.25,0.25,0,582,0,0,-0.0007738117128610611,11761.103515625,0.3972022533416748,0.0006903295288793743,0.0
207,1,assignment_aware,8.10762332752347,68,0.32375,0.25,0.25,0,838,0,0,-0.001146683469414711,12022.6806640625,0.3327036499977112,0.005080916453152895,0.0
208,1,assignment_aware,5.405893465940608,69,0.13,0.0,0.125,0,94,0,0,-0.001815110445022583,6759.6162109375,0.5790764093399048,0.0015960907330736518,0.0
209,1,assignment_aware,1.7423887617042055,69,0.4175,0.5,0.625,0,350,0,0,-0.0025400640442967415,349.0491027832031,1.1226062774658203,0.002594376914203167,0.014322916977107525
210,1,assignment_aware,4.85085830605567,69,0.495,0.625,0.625,0,606,0,0,-0.0025643035769462585,5666.46630859375,0.664360761642456,0.005655539687722921,0.01953125
211,1,assignment_aware,8.13430331647396,69,0.49875,0.625,0.625,0,862,0,0,-1.6763806343078613e-07,12102.1103515625,0.3476385176181793,-0.00012921635061502457,0.0
212,1,assignment_aware,4.796248422804638,70,0.15625,0.125,0.125,0,118,0,0,-0.003372304607182741,5577.38232421875,0.7684469819068909,0.007018448319286108,0.0651041641831398
213,1,assignment_aware,4.073645402517286,70,0.320625,0.25,0.375,0,374,0,0,-0.0035730611998587847,4580.31689453125,0.8310849070549011,0.001695179962553084,0.0
214,1,assignment_aware,3.9012821460491978,70,0.503125,0.375,0.375,0,630,0,0,0.0024207602255046368,4077.99072265625,0.9487630724906921,0.0011197950225323439,0.0546875
215,1,assignment_aware,8.164827480912209,70,0.54,0.375,0.375,0,886,0,0,6.426125764846802e-08,12204.22265625,0.40245750546455383,-0.0001612223422853276,0.0
216,1,assignment_aware,4.349356381993857,71,0.30875,0.0,0.25,0,142,0,0,-0.0007918388582766056,4301.7958984375,0.7703971862792969,0.009646456688642502,0.0533854179084301
217,1,assignment_aware,1.7653646851103986,71,0.65125,0.5,0.75,0,398,0,0,-0.0007825996726751328,147.81167602539062,1.0650712251663208,0.00015550153329968452,0.0768229141831398
218,1,assignment_aware,1.8732805961699341,72,0.15875,0.0,0.0,0,122,0,0,-0.005340819712728262,1364.3656005859375,0.9158239364624023,0.0029743078630417585,0.02213541604578495
219,1,assignment_aware,1.4398642446758458,72,0.55375,0.0,0.5,0,378,0,0,-0.004992131143808365,98.39926147460938,0.9950525164604187,0.00038103750557638705,0.0026041667442768812
220,1,assignment_aware,1.3160696860359167,72,0.599375,0.625,0.625,0,634,0,0,-0.021907854825258255,209.67416381835938,1.1707743406295776,0.00839706975966692,0.12890625
221,1,assignment_aware,6.732040688977577,72,0.671875,0.625,0.75,0,890,0,0,-0.0014840029180049896,9611.181640625,0.5619954466819763,0.0024770095478743315,0.01822916604578495
222,1,assignment_aware,2.423825408477569,73,0.266875,0.25,0.375,0,157,0,0,-0.006704647094011307,1049.491455078125,0.9993842244148254,0.006635334808379412,0.0065104165114462376
223,1,assignment_aware,1.2536905974702677,73,0.5525,0.5,0.625,0,413,0,0,-0.0008555310778319836,97.4137191772461,1.0331445932388306,0.0019511725986376405,0.0416666679084301
224,1,assignment_aware,5.056529162597144,73,0.585625,0.625,0.625,0,669,0,0,-0.0022839605808258057,6835.037109375,0.7969759106636047,0.007227078080177307,0.0052083334885537624
225,1,assignment_aware,8.121331565082073,73,0.58875,0.625,0.625,0,925,0,0,-0.0038300771266222,12032.904296875,0.3879435062408447,0.0014829448191449046,0.0
226,1,assignment_aware,3.4143308303537196,74,0.32375,0.125,0.375,0,181,0,0,-0.0010277428664267063,2363.8388671875,0.8210991024971008,0.0035494209732860327,0.0
227,1,assignment_aware,3.3866444191662595,75,0.11375,0.125,0.125,0,71,0,0,-0.0009792358614504337,2341.902587890625,0.9564793705940247,0.002909405855461955,0.0
228,1,assignment_aware,6.205580757407006,75,0.343125,0.125,0.125,0,327,0,0,-0.0003289729356765747,8258.87109375,0.5936174988746643,-0.0006336344522424042,0.0
229,1,assignment_aware,8.220602259039879,75,0.45,0.125,0.125,0,583,0,0,-2.644956111907959e-07,12314.2412109375,0.43155017495155334,-0.0006528839585371315,0.0
230,1,assignment_aware,8.208209700882435,75,0.530625,0.125,0.125,0,839,0,0,-3.5390257835388184e-07,12265.3876953125,0.47493135929107666,0.0020188975613564253,0.0
231,1,assignment_aware,3.7597408790315967,76,0.19875,0.125,0.25,0,95,0,0,-0.0007728645578026772,3702.419189453125,0.8985612392425537,-0.00043870523222722113,0.0
232,1,assignment_aware,1.3641891824518098,76,0.4575,0.25,0.625,0,351,0,0,-0.004569459706544876,149.7661590576172,1.0422015190124512,-0.003893733723089099,0.0026041667442768812
233,1,assignment_aware,0.6283182449114975,76,0.629375,0.625,0.625,0,607,0,0,-0.001766667701303959,270.11016845703125,1.2777825593948364,0.005135154817253351,0.02994791604578495
234,1,assignment_aware,3.033541456243256,76,0.66875,0.625,0.625,0,863,0,0,-0.002577218459919095,1416.3170166015625,0.8693225979804993,0.007187704090029001,0.0768229141831398
235,1,assignment_aware,6.2073443297922495,77,0.12125,0.0,0.0,0,119,0,0,-0.0011253748089075089,6489.59521484375,0.6407800316810608,0.0022886600345373154,0.0
236,1,assignment_aware,6.855135018471628,77,0.268125,0.0,0.0,0,375,0,0,3.073364496231079e-07,8639.79296875,0.5543032288551331,-0.0016893636202439666,0.0
237,1,assignment_aware,8.148636274039745,77,0.269375,0.0,0.0,0,631,0,0,-0.004753207787871361,12088.0986328125,0.41982901096343994,0.0019293295918032527,0.0
238,1,assignment_aware,6.328767743776552,77,0.408125,0.125,0.375,0,887,0,0,1.4529097825288773e-05,8306.677734375,0.516409695148468,0.0020845846738666296,0.0
239,1,assignment_aware,1.4147313157300232,78,0.301875,0.0,0.25,0,143,0,0,-0.0011321608908474445,711.811279296875,0.9933118224143982,0.0004145068523939699,0.0
240,1,assignment_aware,1.659599951670316,78,0.618125,0.5,0.625,0,399,0,0,-0.005310548469424248,127.45728302001953,0.8789507746696472,0.0030593143310397863,0.02213541604578495
241,1,assignment_aware,3.2323504763080564,78,0.758125,0.625,0.625,0,655,0,0,-0.0011995942331850529,2336.59716796875,0.930103063583374,0.008351750671863556,0.12109375
242,1,assignment_aware,8.127737315371633,78,0.80625,0.625,0.625,0,911,0,0,-9.592622518539429e-08,12013.6689453125,0.3787877559661865,0.00025795461260713637,0.0
243,1,assignment_aware,4.3500840167398565,79,0.313125,0.25,0.625,0,167,0,0,-0.001843893900513649,3272.2802734375,0.7806445956230164,0.0016714520752429962,0.0
244,1,assignment_aware,2.8276307990115583,79,0.555625,0.625,0.625,0,423,0,0,-0.009254969656467438,1263.269775390625,1.0295203924179077,0.012132678180932999,0.0716145858168602
245,1,assignment_aware,4.342010289430618,79,0.745,0.625,0.625,0,679,0,0,-0.004996037110686302,2400.88134765625,0.857517421245575,0.01843426190316677,0.2096354216337204
246,1,assignment_aware,2.180114732196671,79,0.876875,0.875,0.875,0,935,0,0,1.852051354944706e-06,717.7803955078125,0.9665949940681458,0.0007557027856819332,0.0
247,1,assignment_aware,2.035485501473886,80,0.31375,0.0,0.0,0,191,0,0,-0.0007227822206914425,740.89697265625,1.0310755968093872,-0.0011006282875314355,0.0
248,1,assignment_aware,4.798434800468385,80,0.363125,0.0,0.0,0,447,0,0,-4.5960769057273865e-07,3241.275634765625,0.7668254971504211,0.00042894273065030575,0.0
249,1,assignment_aware,7.331304044579156,80,0.551875,0.0,0.125,0,703,0,0,-0.007425634656101465,10705.98828125,0.45376619696617126,0.002705502090975642,0.014322916977107525
250,1,assignment_aware,1.3755504976725206,80,0.81125,0.25,0.5,0,959,0,0,-0.0014623627066612244,122.68539428710938,1.0289785861968994,0.004207249265164137,0.0
251,1,assignment_aware,0.9247697322716704,82,0.4025,0.0,0.25,0,192,0,0,-0.0036418111994862556,1651.9853515625,1.089727520942688,0.0051417904905974865,0.0013020833721384406
252,1,assignment_aware,2.76573867357547,82,0.503125,0.25,0.25,0,448,0,0,-0.0026710641104727983,1785.1436767578125,0.9265041351318359,0.01245194673538208,0.26953125
253,1,assignment_aware,4.830963671498466,82,0.666875,0.25,0.375,0,704,0,0,-0.0007537631317973137,6138.9033203125,0.6743466854095459,-0.0001562872639624402,0.0
254,1,assignment_aware,2.522947017394472,82,0.78,0.625,0.75,0,960,0,0,0.00015289057046175003,921.5267333984375,0.95017009973526,0.009868809022009373,0.0455729179084301
255,1,assignment_aware,2.6542634419893147,83,0.293125,0.0,0.125,0,216,0,0,-0.0041449954733252525,3022.4697265625,0.8108372092247009,0.0003319609386380762,0.0013020833721384406
256,1,assignment_aware,2.8454117662622593,83,0.4,0.375,0.375,0,472,0,0,-0.006832752376794815,1442.61279296875,0.8966132998466492,0.005046320613473654,0.0013020833721384406
257,1,assignment_aware,3.979318701856755,83,0.611875,0.625,0.625,0,728,0,0,-0.006694466806948185,2774.00537109375,0.8994433283805847,0.00455716997385025,0.02473958395421505
258,1,assignment_aware,2.1824278582219563,83,0.72875,0.875,0.875,0,984,0,0,-0.0005040355026721954,422.7689208984375,0.9041295647621155,0.007753692101687193,0.0611979179084301
259,1,assignment_aware,1.2880937402442214,84,0.30875,0.0,0.0,0,240,0,0,-0.0001758011057972908,341.3126220703125,0.9132776856422424,0.0007386406068690121,0.0
260,1,assignment_aware,5.565276062610792,84,0.364375,0.0,0.0,0,496,0,0,0.0011210819939151406,5918.09765625,0.7236046195030212,0.0008049561292864382,0.0
261,1,assignment_aware,2.9856877455240465,85,0.334375,0.125,0.5,0,143,0,0,1.9511207938194275e-07,2252.85498046875,0.8711112141609192,0.001700358116067946,0.0
262,1,assignment_aware,0.9737991067922849,85,0.600625,0.625,0.625,0,399,0,0,0.0005389479920268059,197.07225036621094,1.152610182762146,-1.5135698959056754e-05,0.0
263,1,assignment_aware,4.589143517805496,85,0.613125,0.625,0.625,0,655,0,0,-0.0004264932358637452,5305.78515625,0.7082998156547546,0.005246003624051809,0.015625
264,1,assignment_aware,7.639562588534318,85,0.753125,0.625,0.75,0,911,0,0,-0.003907983191311359,11154.8955078125,0.41353628039360046,0.0021175218280404806,0.0
265,1,assignment_aware,1.5692358225933276,86,0.22625,0.375,0.375,0,167,0,0,-0.011418509297072887,882.5223999023438,1.0599632263183594,0.00011893734335899353,0.0377604179084301
266,1,assignment_aware,1.3641333802806912,86,0.5375,0.625,0.75,0,423,0,0,-0.002111990237608552,269.5765075683594,1.0535956621170044,-0.0029191544745117426,0.013020833022892475
267,1,assignment_aware,3.7974483962898375,86,0.673125,0.875,0.875,0,679,0,0,-0.008044494315981865,3797.318603515625,0.8192922472953796,0.00588160241022706,0.02473958395421505
268,1,assignment_aware,8.129094671458006,86,0.704375,0.875,0.875,0,935,0,0,1.5739351511001587e-07,11971.34375,0.2426123023033142,-0.0004081862571183592,0.0
269,1,assignment_aware,4.439443862444023,87,0.388125,0.25,0.5,0,191,0,0,-0.002800160087645054,2939.57763671875,0.6758669018745422,-7.622499106219038e-05,0.0
270,1,assignment_aware,4.457694951124722,87,0.624375,0.75,0.75,0,447,0,0,-0.0001935390755534172,4668.5849609375,0.7565152645111084,0.0030114136170595884,0.0
271,1,assignment_aware,8.203235790133476,87,0.700625,0.75,0.75,0,703,0,0,2.8870999813079834e-08,12179.8203125,0.3835625648498535,0.0007545758853666484,0.0
272,1,assignment_aware,8.175315901637077,87,0.739375,0.75,0.75,0,959,0,0,5.960464477539063e-08,12116.2138671875,0.36118924617767334,-0.0006447310443036258,0.0
273,1,assignment_aware,4.384564898471581,88,0.236875,0.0,0.0,0,215,0,0,-0.00043676095083355904,3638.724365234375,0.7909404635429382,-6.875613325973973e-05,0.0
274,1,assignment_aware,3.4165012993034907,88,0.486875,0.25,0.25,0,471,0,0,-0.004318494349718094,2602.091796875,0.7779079079627991,0.0046993703581392765,0.00390625
275,1,assignment_aware,4.318266602116637,88,0.575,0.25,0.375,0,727,0,0,-0.002865741727873683,5245.59326171875,0.4586987793445587,0.009139145724475384,0.0950520858168602
276,1,assignment_aware,2.6556233155388327,88,0.64,0.375,0.5,0,983,0,0,-0.002734273439273238,2106.34423828125,0.8051162362098694,0.0017633801326155663,0.01692708395421505
277,1,assignment_aware,1.584805375932774,89,0.43,0.375,0.5,0,239,0,0,-0.004554780200123787,731.0492553710938,1.0016213655471802,0.005106418859213591,0.0716145858168602
278,1,assignment_aware,4.057084761378064,89,0.694375,0.5,0.5,0,495,0,0,-0.0034240055829286575,4200.95263671875,0.7871659398078918,0.0038375183939933777,0.03515625
279,1,assignment_aware,8.142314281314611,89,0.753125,0.5,0.5,0,751,0,0,1.5925616025924683e-07,11982.0283203125,0.36593151092529297,0.00011560398706933483,0.0
280,1,assignment_aware,5.449568337404344,90,0.0175,0.0,0.0,0,7,0,0,-0.0034622601233422756,7288.69580078125,0.606363832950592,0.004352051764726639,0.0
281,1,assignment_aware,1.7046028849999857,90,0.45375,0.5,0.625,0,263,0,0,-0.0026600253768265247,264.5633239746094,1.0157045125961304,0.005990029778331518,0.0
282,1,assignment_aware,3.599597730062669,91,0.014375,0.0,0.0,0,7,0,0,-0.007008192129433155,3505.96484375,0.8018497824668884,0.004811720922589302,0.0377604179084301
283,1,assignment_aware,1.785264550082502,91,0.425,0.5,0.625,0,263,0,0,-0.0024862922728061676,224.9193878173828,0.906049907207489,0.0021555011626333,0.0
284,1,assignment_aware,4.404697955382289,91,0.540625,0.625,0.625,0,519,0,0,-0.002123513026162982,5155.2236328125,0.7778221964836121,0.00130824139341712,0.0
285,1,assignment_aware,8.126939898356795,91,0.566875,0.625,0.625,0,775,0,0,-2.2444874048233032e-07,11890.0791015625,0.36284634470939636,-0.0006905514746904373,0.0
286,1,assignment_aware,5.932351541065145,92,0.073125,0.125,0.25,0,31,0,0,-0.002144398633390665,7988.646484375,0.6534349322319031,0.0011035861680284142,0.0
287,1,assignment_aware,2.03402086917049,92,0.4625,0.75,0.75,0,287,0,0,-0.01614537462592125,365.4554138183594,1.1000990867614746,0.006442325655370951,0.0950520858168602
288,1,assignment_aware,6.345537660752598,92,0.559375,0.75,0.875,0,543,0,0,-0.001059884438291192,8921.548828125,0.5168394446372986,0.004406388383358717,0.010416666977107525
289,1,assignment_aware,4.359609845758314,92,0.65875,0.875,0.875,0,799,0,0,0.0003748014569282532,5157.52734375,0.7739238739013672,0.0022511265706270933,0.0
290,1,assignment_aware,6.157666620914824,93,0.220625,0.0,0.0,0,100,0,0,-0.0004031835123896599,7025.54736328125,0.5903748273849487,0.0011333891889080405,0.0
291,1,assignment_aware,2.157790594443213,93,0.60875,0.25,0.25,0,356,0,0,-0.0026877308264374733,543.730224609375,0.9867386817932129,0.0025466051883995533,0.0
292,1,assignment_aware,2.964817729729475,93,0.77375,0.25,0.5,0,612,0,0,-0.012244779616594315,1278.29296875,0.9607569575309753,0.0031041058246046305,0.0598958320915699
293,1,assignment_aware,1.4611616547526864,93,0.888125,0.75,0.875,0,868,0,0,-0.002435377798974514,174.6376495361328,0.9867477416992188,0.007617002818733454,0.014322916977107525
294,1,assignment_aware,1.6841801449772902,94,0.284375,0.0,0.25,0,124,0,0,-0.003762566950172186,737.463134765625,1.036087155342102,0.0007562516257166862,0.0
295,1,assignment_aware,1.5982807027176023,94,0.650625,0.5,0.625,0,380,0,0,-0.00042129354551434517,182.42233276367188,1.0579876899719238,-0.0006536746514029801,0.0
296,1,assignment_aware,5.330824284366827,94,0.815625,0.75,0.75,0,636,0,0,-0.00021792203187942505,6084.24853515625,0.6559953093528748,0.0024472633376717567,0.0
297,1,assignment_aware,8.152135614305735,94,0.826875,0.75,0.75,0,892,0,0,1.7415732145309448e-07,11973.0107421875,0.3293958604335785,0.00032629724591970444,0.0
298,1,assignment_aware,4.214651074435096,95,0.3325,0.25,0.375,0,148,0,0,-0.0029131975024938583,4039.11328125,0.7193460464477539,0.0035416297614574432,0.00390625
299,1,assignment_aware,3.8735749232097305,95,0.60875,0.5,0.625,0,404,0,0,-0.0034418466966599226,3605.11328125,0.9595481753349304,0.007767814677208662,0.1471354216337204
300,1,assignment_aware,3.711284671422618,95,0.674375,0.875,0.875,0,660,0,0,-0.005322940181940794,2844.98974609375,0.9255269169807434,0.0026024580001831055,0.0325520820915699
