update,ablation,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,guidance_0_capability_0_safety_0,1,-0.14282226530849584,5,0.015625,0.0,0.0,0,40,0,0,-0.008235067129135132,6.796511173248291,1.7745403051376343,0.0023158162366598845,0.0,0.17008307576179504
2,guidance_0_capability_0_safety_0,1,-0.07101562497700797,8,0.03875,0.0,0.0,0,176,0,0,-0.009479109197854996,2.327327251434326,1.7616634368896484,0.0034996457397937775,0.0,0.17392784357070923
3,guidance_0_capability_0_safety_0,1,-0.12079101461131359,12,0.021875,0.0,0.0,0,24,0,0,-0.002654971554875374,4.383022308349609,1.7426133155822754,0.004218640737235546,0.0,0.1774006336927414
4,guidance_0_capability_0_safety_0,1,-0.05424804631911684,14,0.0075,0.0,0.0,0,3,0,0,-0.004928147420287132,1.717152714729309,1.737654685974121,0.0006173026631586254,0.0,0.18441705405712128
5,guidance_0_capability_0_safety_0,1,-0.04368164125844487,17,0.014375,0.0,0.0,0,25,0,0,-0.0017868306022137403,9.255342483520508,1.7187236547470093,0.001100246561691165,0.0,0.1855277270078659
6,guidance_0_capability_0_safety_0,1,-0.08478515456226887,21,0.0125,0.0,0.0,0,28,0,0,-0.004591285716742277,3.8048348426818848,1.700657606124878,0.005289839114993811,0.0,0.18762771785259247
7,guidance_0_capability_0_safety_0,1,0.024326171002030605,22,0.079375,0.0,0.0,0,209,0,0,-0.002414438407868147,1.1189805269241333,1.695453405380249,0.0004939010250382125,0.0,0.19587396085262299
8,guidance_0_capability_0_safety_0,1,0.11134765393217094,22,0.12875,0.125,0.125,0,465,0,0,0.0006492237444035709,26.304363250732422,1.6861450672149658,0.002342949854210019,0.0,0.19884487986564636
9,guidance_0_capability_0_safety_0,1,0.1127832002712239,22,0.189375,0.25,0.125,0,721,0,0,-0.0018326774006709456,22.46656036376953,1.6749370098114014,-0.0005147912306711078,0.0,0.20732006430625916
10,guidance_0_capability_0_safety_0,1,0.10307617337457486,22,0.234375,0.375,0.125,0,977,0,0,-0.002082608640193939,21.763011932373047,1.6546580791473389,0.000623617263045162,0.0,0.21311959624290466
11,guidance_0_capability_0_safety_0,1,0.15889648181109806,23,0.125,0.125,0.125,0,233,0,0,-0.0007230397313833237,23.535987854003906,1.646413803100586,0.00035767219378612936,0.0,0.21670687198638916
