coverage_ratio_mean,coverage_ratio_std,inspection_success_rate_mean,inspection_success_rate_std,target_detection_rate_mean,target_detection_rate_std,mission_success_mean,mission_success_std,mission_time_mean,mission_time_std,total_energy_consumption_mean,total_energy_consumption_std,collision_count_mean,collision_count_std,near_miss_count_mean,near_miss_count_std,communication_loss_count_mean,communication_loss_count_std,invalid_action_count_mean,invalid_action_count_std,detected_targets_mean,detected_targets_std,inspected_targets_mean,inspected_targets_std,candidate_targets_mean,candidate_targets_std,quadrotor_hover_inspect_count_mean,quadrotor_hover_inspect_count_std,quadrotor_valid_hover_inspect_count_mean,quadrotor_valid_hover_inspect_count_std,quadrotor_invalid_hover_inspect_count_mean,quadrotor_invalid_hover_inspect_count_std,mean_distance_to_candidate_mean,mean_distance_to_candidate_std,time_in_candidate_range_mean,time_in_candidate_range_std,ablation,use_guidance,use_capability_reward,use_safety_shaping
0.34359375000000003,0.2784032002324525,0.0125,0.03847418820319328,0.29375,0.3122367312085327,0.0,0.0,403.35,454.0489511054948,108.66249999999977,122.22397675342168,0.65,0.4893604849295929,6.95,6.660764931573866,147.2,231.5427890431804,0.0,0.0,2.35,2.4978938496682614,0.1,0.30779350562554625,6.45,7.119099588246285,1.3,2.129986409642831,0.1,0.30779350562554625,1.2,2.015727634065883,225.6647185706632,214.3275778606975,88.15,165.2300708581506,without_safety_shaping,1,1,0
