update,ablation,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
1,full_ca_hmappo,1,-0.0692780437775582,2,0.01,0.0,0.0,0,4,0,0,-0.006525232456624508,206.00909423828125,1.7204701900482178,0.0037147453986108303,0.0,0.18214353919029236
2,full_ca_hmappo,1,0.3396072451678265,3,0.03375,0.0,0.0,0,132,0,0,-0.0045501720160245895,389.09222412109375,1.639078140258789,0.0023745920043438673,0.0,0.20730504393577576
3,full_ca_hmappo,1,-0.6207417781549793,6,0.040625,0.0,0.0,0,102,0,0,-0.0029169570188969374,285.3360900878906,1.6257836818695068,0.002359013771638274,0.0,0.2079709768295288
4,full_ca_hmappo,1,-0.5840496778400848,8,0.014375,0.0,0.0,0,41,0,0,-0.0016618778463453054,157.28933715820312,1.6215156316757202,0.00012684536341112107,0.0,0.2124093472957611
5,full_ca_hmappo,1,-0.3325348991838837,10,0.071875,0.0,0.0,0,142,0,0,-0.0024526617489755154,189.34793090820312,1.5901165008544922,0.0001873715518740937,0.0,0.2257378101348877
6,full_ca_hmappo,1,-0.3287907122139586,13,0.068125,0.0,0.0,0,86,0,0,-0.002894278150051832,246.40115356445312,1.5909392833709717,0.0010620251996442676,0.0,0.23137173056602478
7,full_ca_hmappo,1,-0.017469663430347282,15,0.04875,0.0,0.125,0,28,0,0,-0.002923116087913513,290.3013610839844,1.5545457601547241,0.0008892077021300793,0.0,0.24129530787467957
8,full_ca_hmappo,1,-0.531922881443279,15,0.085625,0.0,0.125,0,284,0,0,-0.0012891178485006094,82.61416625976562,1.5777063369750977,0.002267858712002635,0.0,0.22520582377910614
9,full_ca_hmappo,1,-0.28330872076458036,16,0.08125,0.0,0.125,0,159,0,0,-0.001541630714200437,104.56169128417969,1.556445837020874,0.001236618496477604,0.0,0.23968470096588135
10,full_ca_hmappo,1,-0.055088501296040704,18,0.02125,0.0,0.0,0,62,0,0,-0.001139320433139801,147.41738891601562,1.5527591705322266,0.0005350220017135143,0.0,0.246669739484787
11,full_ca_hmappo,1,-0.15155464682447928,19,0.034375,0.0,0.0,0,189,0,0,-0.0009241687948815525,156.1270751953125,1.4912865161895752,-0.0005155628896318376,0.0,0.2820894420146942
12,full_ca_hmappo,1,-0.43326583581074374,22,0.0175,0.0,0.0,0,44,0,0,-0.0008467572624795139,168.10330200195312,1.4815471172332764,0.0001936044282047078,0.0,0.269481897354126
13,full_ca_hmappo,1,0.12432453835390334,23,0.118125,0.0,0.375,0,193,0,0,-0.006907678209245205,246.04200744628906,1.4750795364379883,0.0007336388225667179,0.0,0.27582693099975586
14,full_ca_hmappo,1,-0.03998382366444275,24,0.085,0.0,0.0,0,181,0,0,-0.003669634461402893,175.60621643066406,1.4389994144439697,0.0024435846135020256,0.0,0.2954326272010803
15,full_ca_hmappo,1,-0.27403219463667483,25,0.16875,0.0,0.0,0,109,0,0,-0.0018140360480174422,66.97000122070312,1.4759457111358643,-0.0011860337108373642,0.0,0.279922217130661
16,full_ca_hmappo,1,0.5307152291311468,25,0.20375,0.0,0.0,0,365,0,0,0.0017306383233517408,294.82373046875,1.4441426992416382,-0.0006055266130715609,0.0,0.29099661111831665
17,full_ca_hmappo,1,-0.1169816355832154,27,0.036875,0.0,0.0,0,24,0,0,-0.00014804366219323128,121.48239135742188,1.4853956699371338,0.0006771556800231338,0.0,0.2833186089992523
18,full_ca_hmappo,1,-0.4068659215263324,28,0.050625,0.0,0.0,0,79,0,0,-0.002242010785266757,66.42816925048828,1.442631721496582,0.0004436178132891655,0.0,0.30785995721817017
19,full_ca_hmappo,1,-0.02014375109320099,28,0.140625,0.0,0.25,0,335,0,0,-0.00640098936855793,108.02665710449219,1.48246169090271,0.002939630998298526,0.0,0.27947041392326355
20,full_ca_hmappo,1,-0.11369791795004858,28,0.24625,0.0,0.75,0,591,0,0,-0.006421690806746483,9.53640079498291,1.5415643453598022,0.0037364372983574867,0.0,0.24583207070827484
21,full_ca_hmappo,1,0.23860137997212405,31,0.120625,0.0,0.0,0,110,0,0,-0.0013528758427128196,253.59097290039062,1.5145477056503296,0.0007810222450643778,0.0,0.263823926448822
22,full_ca_hmappo,1,0.0005525050237338291,31,0.245,0.0,0.0,0,366,0,0,-0.012198386713862419,6.849675178527832,1.5339634418487549,0.0017352409195154905,0.0,0.2547816038131714
23,full_ca_hmappo,1,0.6286360182439239,32,0.2375,0.125,0.375,0,242,0,0,-0.005517877638339996,232.91078186035156,1.5734326839447021,-0.0016927169635891914,0.0,0.24860374629497528
24,full_ca_hmappo,1,0.19973050276530557,32,0.2775,0.125,0.375,0,498,0,0,-0.009062842465937138,18.85872459411621,1.5777868032455444,0.00330915953963995,0.0,0.23601365089416504
25,full_ca_hmappo,1,0.3904745395411737,32,0.375,0.25,0.5,0,754,0,0,-0.0013699246337637305,86.51358032226562,1.5672869682312012,0.0004830341786146164,0.0,0.24381427466869354
