update,episode_count,rollout_reward_mean,coverage_ratio,target_detection_rate,inspection_success_rate,mission_success,collision_count,invalid_action_count,policy_loss,value_loss,entropy
31,38,0.4132873485177697,0.37375,0.25,0.0,0,0,0,-0.00019949178386013955,98.31556701660156,1.5330429077148438
32,39,0.4749426695598231,0.084375,0.125,0.0,0,0,0,-0.000504322990309447,157.1140899658203,1.2915633916854858
33,39,0.751845989470894,0.33875,0.375,0.0,0,0,0,-7.110895967343822e-05,245.93394470214844,1.5136991739273071
34,40,0.4332460183486546,0.049375,0.125,0.0,0,0,0,-0.0017223485046997666,197.37588500976562,1.5040324926376343
35,40,0.4920552580115327,0.101875,0.25,0.0,0,0,0,-0.0019143475219607353,199.94158935546875,1.5001435279846191
36,40,0.5005716850246245,0.21125,0.375,0.0,0,0,0,-0.0026202823501080275,56.94673156738281,1.4988126754760742
37,40,0.31547442612099985,0.225625,0.375,0.0,0,0,0,-0.0013071000576019287,18.650009155273438,1.4853016138076782
38,41,0.19827309554966632,0.06125,0.0,0.0,0,0,0,-0.002029622672125697,9.242172241210938,1.17670738697052
39,41,0.8946655773106613,0.105625,0.0,0.0,0,0,0,-0.0018305772682651877,401.750244140625,1.4839715957641602
40,41,0.2929560332852361,0.1325,0.0,0.0,0,0,0,-0.000528477132320404,47.43584060668945,1.4997752904891968
41,41,0.11026489803862205,0.165,0.0,0.0,0,0,0,-0.01558426022529602,1.265358805656433,1.4981805086135864
42,42,0.32471123832630155,0.04875,0.0,0.0,0,0,0,-0.004600497428327799,136.08648681640625,1.2103198766708374
43,42,0.06788035301724449,0.10625,0.0,0.0,0,0,0,-0.011846963316202164,5.437657356262207,1.4255032539367676
44,42,0.9587541011660505,0.33875,0.125,0.125,0,0,0,0.002910621464252472,450.37542724609375,1.4090503454208374
45,42,0.6511902955826372,0.409375,0.125,0.125,0,0,0,0.0015712169697508216,87.36083984375,1.297932744026184
46,43,0.9991349714030093,0.099375,0.125,0.0,0,0,0,5.559499186347239e-05,450.2149353027344,1.1656829118728638
47,43,0.11832234897883609,0.1175,0.125,0.0,0,0,0,-0.003423750400543213,2.856994152069092,1.3641787767410278
48,45,0.4222336402963265,0.085,0.0,0.0,0,0,0,-0.0031975526362657547,497.2242736816406,1.3262560367584229
49,46,0.6768840008380721,0.09625,0.0,0.0,0,0,0,-0.0006589433178305626,249.95401000976562,1.3517125844955444
50,46,0.5726675577734568,0.19625,0.0,0.0,0,0,0,-0.0012608356773853302,156.65841674804688,1.331092357635498
51,47,0.18889735030927568,0.03375,0.0,0.0,0,0,0,-0.00820183102041483,66.26190948486328,1.3787873983383179
52,47,1.3362721854900883,0.11125,0.125,0.0,0,0,0,0.0015834737569093704,1246.8829345703125,1.421963095664978
53,47,0.5994232250377536,0.271875,0.25,0.0,0,0,0,0.001846467494033277,155.16708374023438,1.4647125005722046
54,47,0.3783063269684135,0.351875,0.25,0.0,0,0,0,0.003225545631721616,22.751293182373047,1.4666423797607422
55,48,0.8885705390566727,0.123125,0.25,0.0,0,0,0,0.0019791387021541595,403.88836669921875,1.079514503479004
56,48,0.336765143329103,0.315625,0.25,0.0,0,0,0,0.0002869094314519316,21.77192497253418,1.4276310205459595
57,48,0.20521822639787501,0.32375,0.25,0.0,0,0,0,-0.0012521477183327079,8.46627426147461,1.4367257356643677
58,48,0.1660158164340828,0.330625,0.25,0.0,0,0,0,-0.0052940151654183865,3.3266561031341553,1.4510236978530884
59,49,0.20808152120298473,0.095,0.0,0.0,0,0,0,-0.005227763205766678,8.751904487609863,1.1715494394302368
60,49,0.6797759954442881,0.259375,0.25,0.0,0,0,0,-0.000588907569181174,194.10153198242188,1.4930580854415894
61,49,0.21246616941789398,0.28125,0.25,0.0,0,0,0,-0.0012616179883480072,25.198238372802734,1.5105791091918945
62,51,0.6069324471754953,0.155625,0.25,0.0,0,0,0,-0.0005467484588734806,533.3435668945312,1.4987258911132812
63,51,0.4022588533371163,0.224375,0.25,0.0,0,0,0,-0.0009260755032300949,26.61782455444336,1.4976344108581543
64,51,0.5901507198286708,0.378125,0.375,0.0,0,0,0,-0.0005981824360787868,66.11649322509766,1.519588589668274
65,51,0.5160077936761809,0.4275,0.375,0.0,0,0,0,-0.0017180623253807425,47.79327392578125,1.5163887739181519
66,52,0.252022199865678,0.01875,0.0,0.0,0,0,0,-0.001123126596212387,25.256563186645508,1.2165933847427368
67,52,1.054325478071405,0.2175,0.125,0.0,0,0,0,-4.499095302890055e-05,538.444091796875,1.516387939453125
68,52,0.7748027443740284,0.2425,0.375,0.0,0,0,0,-0.0002571971563156694,70.84513092041016,1.5098872184753418
69,52,0.6253460797361186,0.26,0.375,0.125,0,0,0,-0.0008098725229501724,104.85115051269531,1.4693924188613892
70,53,0.5647630029670836,0.151875,0.125,0.0,0,0,0,-0.00019509904086589813,143.69857788085938,1.2572922706604004
71,53,0.2808024736586958,0.184375,0.125,0.0,0,0,0,-0.0017936701187863946,8.185096740722656,1.5065749883651733
72,53,0.3196004125638865,0.234375,0.125,0.0,0,0,0,-0.0021897803526371717,14.95938491821289,1.5113617181777954
73,53,0.7372341385525942,0.398125,0.5,0.0,0,0,0,-0.0007032931898720562,213.3376007080078,1.476107120513916
74,54,0.845094012649497,0.101875,0.0,0.0,0,0,0,0.00026548965252004564,295.427734375,1.317765474319458
75,54,0.1018041980205453,0.124375,0.0,0.0,0,0,0,-0.0011970363557338715,4.584875106811523,1.503126621246338
76,54,0.7675164338434115,0.2925,0.25,0.125,0,0,0,0.0004482803342398256,421.6529235839844,1.513169288635254
77,54,0.2862404012848856,0.334375,0.25,0.125,0,0,0,-0.0009271341259591281,7.082921504974365,1.3936840295791626
78,55,0.8033867123722302,0.163125,0.25,0.0,0,0,0,0.000423431396484375,435.8480224609375,1.36014986038208
79,55,0.4935564820489162,0.223125,0.25,0.0,0,0,0,0.00026012802845798433,32.84907913208008,1.5221091508865356
80,55,0.47978700629028026,0.26375,0.375,0.125,0,0,0,-0.00021245826792437583,141.91741943359375,1.5145148038864136
81,55,0.4936856744852207,0.29375,0.375,0.125,0,0,0,-0.0008872337639331818,29.819480895996094,1.3798044919967651
82,57,-0.10523352581003564,0.063125,0.0,0.0,0,0,0,1.872579196060542e-05,129.7288360595703,1.4080384969711304
83,57,0.6846132872233284,0.144375,0.125,0.0,0,0,0,-0.00022347706544678658,325.06793212890625,1.5108357667922974
84,57,0.8264169263711665,0.20375,0.25,0.125,0,0,0,4.604893547366373e-05,282.5683898925781,1.5111531019210815
85,57,0.2266673483136401,0.27375,0.25,0.125,0,0,0,-0.0009434905950911343,5.366018772125244,1.4822887182235718
86,58,0.8871330582137489,0.06375,0.0,0.0,0,0,0,-0.0003325877187307924,401.4903564453125,1.3315385580062866
87,58,0.3651202757973806,0.134375,0.0,0.0,0,0,0,-0.0009401333518326283,16.661087036132812,1.5005121231079102
88,58,0.3651666903606383,0.149375,0.0,0.0,0,0,0,-0.002556548686698079,14.355118751525879,1.524987816810608
89,58,0.5109012317749944,0.158125,0.0,0.0,0,0,0,-0.0019660417456179857,39.597572326660156,1.426744818687439
90,60,1.7151038005711143,0.031875,0.0,0.0,0,0,0,-0.0005475394427776337,1429.1109619140625,1.4076985120773315
91,60,0.7462194829749933,0.26,0.25,0.0,0,0,0,9.338961535831913e-05,132.67886352539062,1.5355205535888672
92,60,0.7908842631331936,0.445,0.375,0.0,0,0,0,7.242150604724884e-05,121.95040893554688,1.5207300186157227
93,61,0.44523645109075005,0.068125,0.0,0.0,0,0,0,-0.00021947547793388367,116.79757690429688,1.5214314460754395
94,61,1.071722382602502,0.26375,0.25,0.0,0,0,0,9.117151057580486e-05,531.4046630859375,1.5125373601913452
95,63,0.38882108067627996,0.12625,0.25,0.0,0,0,0,-0.0013377914438024163,541.703369140625,1.5083327293395996
96,63,0.6575262727092195,0.238125,0.375,0.0,0,0,0,0.000374957307940349,89.60784912109375,1.5082426071166992
97,63,0.6011812320057288,0.389375,0.5,0.0,0,0,0,-0.0002098812983604148,51.20674133300781,1.5058923959732056
98,65,1.1761315985495457,0.08875,0.375,0.0,0,0,0,-0.0004980272497050464,817.3974609375,1.5178031921386719
99,65,0.8372343049541087,0.199375,0.5,0.125,0,0,0,-0.0005429635639302433,170.38169860839844,1.5100526809692383
100,66,0.5717747485223299,0.088125,0.0,0.0,0,0,0,-0.0003305052814539522,429.87847900390625,1.5030975341796875
101,66,2.85630077627593,0.12375,0.0,0.0,0,0,0,-0.00029740980244241655,2677.4072265625,1.562809944152832
102,66,3.8598612988189416,0.136875,0.0,0.0,0,0,0,-0.0005710820551030338,3708.8466796875,1.5967801809310913
103,67,3.7564230336611217,0.159375,0.0,0.0,0,0,0,-0.00014886539429426193,4181.93701171875,1.5402809381484985
104,67,2.262179972785816,0.215,0.25,0.125,0,0,0,-0.00012718203652184457,1633.292724609375,1.5538907051086426
105,67,0.2415649445465533,0.27,0.25,0.125,0,0,0,-0.0026050209999084473,4.712344169616699,1.5109001398086548
106,67,0.1944657817366533,0.275625,0.25,0.125,0,0,0,-0.011599160730838776,4.819592475891113,1.3452402353286743
107,68,0.6706861491475138,0.073125,0.125,0.0,0,0,0,-0.00043931821710430086,285.71820068359375,1.4235042333602905
108,70,1.0286250653807656,0.154375,0.5,0.0,0,0,0,0.0019664319697767496,769.0107421875,1.4252052307128906
109,70,0.474168076762453,0.27125,0.5,0.125,0,0,0,0.0007193721830844879,62.51349639892578,1.4366661310195923
110,70,0.2668244493470411,0.375625,0.5,0.125,0,0,0,-0.0006984535721130669,6.4883880615234375,1.4549074172973633
111,70,0.3371909782417788,0.46,0.5,0.125,0,0,0,-0.0055473376996815205,9.329265594482422,1.2888861894607544
112,71,1.050413010952525,0.285625,0.375,0.0,0,0,0,-0.0011173064121976495,470.8213195800781,1.321634292602539
113,71,1.1852730234550108,0.534375,0.875,0.25,0,0,0,0.000571567565202713,301.844970703125,1.426061987876892
114,71,0.5364004348330127,0.734375,0.875,0.25,0,0,0,0.00013861308980267495,36.44171142578125,1.4473720788955688
115,71,0.41686228741036757,0.82,1.0,0.25,0,0,0,-0.0007395737920887768,26.666440963745117,1.2457935810089111
116,72,0.9811193053556053,0.22875,0.375,0.0,0,0,0,-0.0003912535903509706,370.74359130859375,1.370806336402893
117,72,0.542956117347785,0.441875,0.625,0.0,0,0,0,-0.0006976528093218803,43.68531799316406,1.4596203565597534
118,72,0.47160019151760935,0.55125,0.625,0.0,0,0,0,-0.001405872404575348,28.40282440185547,1.4467639923095703
119,72,0.2512483213054111,0.59,0.625,0.0,0,0,0,-0.007564252708107233,2.7048206329345703,1.167885661125183
120,73,1.0519989700424048,0.158125,0.375,0.125,0,0,0,0.0007098481873981655,761.0765380859375,1.3871887922286987
121,73,0.3798927529860521,0.22,0.375,0.125,0,0,0,-0.004050098825246096,14.089345932006836,1.4694724082946777
122,73,0.858787472043332,0.39375,0.625,0.25,0,0,0,-0.0007939015631563962,165.96978759765625,1.4843559265136719
123,74,0.3905710712987229,0.0175,0.0,0.0,0,0,0,-0.0009154367144219577,24.68981170654297,1.194947600364685
124,74,1.2461224805228994,0.283125,0.0,0.0,0,0,0,0.000528674281667918,897.1754760742188,1.4526729583740234
125,74,0.29946834743896034,0.35,0.125,0.0,0,0,0,-0.0025441076140850782,29.264404296875,1.4589825868606567
126,74,0.6492023710616195,0.410625,0.25,0.0,0,0,0,0.0006558671593666077,172.64971923828125,1.4640158414840698
127,75,0.3874146678863326,0.024375,0.0,0.0,0,0,0,0.0003987302479799837,27.680273056030273,1.1845539808273315
128,75,0.4345707584870979,0.149375,0.125,0.0,0,0,0,-0.0002450204046908766,149.45919799804688,1.4295711517333984
129,75,0.5287537114963925,0.196875,0.25,0.0,0,0,0,-0.0002455171197652817,155.72897338867188,1.4637080430984497
130,75,0.3629772574186063,0.243125,0.25,0.0,0,0,0,-0.0027103412430733442,9.358792304992676,1.4854530096054077
131,76,0.31214670222584573,0.038125,0.0,0.0,0,0,0,-0.0029212560039013624,21.884119033813477,1.1555836200714111
132,77,0.8234591279615415,0.094375,0.0,0.0,0,0,0,-0.0015922412276268005,503.5926513671875,1.4209812879562378
133,77,0.4427467239838734,0.2825,0.125,0.0,0,0,0,0.0005183105240575969,20.49264907836914,1.454935908317566
134,77,0.8457156803779071,0.294375,0.125,0.125,0,0,0,0.00020267628133296967,389.43011474609375,1.439440369606018
135,77,0.8436441778164863,0.305625,0.125,0.125,0,0,0,5.135685205459595e-05,187.69784545898438,1.1515141725540161
136,78,0.7447953644247036,0.379375,0.625,0.0,0,0,0,-2.399211189185735e-05,207.82058715820312,1.3942807912826538
137,79,1.2816451392995987,0.121875,0.25,0.125,0,0,0,-0.00020040168601553887,677.8076171875,1.423761248588562
138,79,0.2010562047798885,0.135625,0.25,0.125,0,0,0,-0.0028295170050114393,4.152845859527588,1.4279078245162964
139,79,0.22816953853180166,0.206875,0.25,0.125,0,0,0,-0.015557541511952877,3.371561288833618,1.4022365808486938
140,79,0.3660930076002842,0.28625,0.25,0.125,0,0,0,0.000999603420495987,13.705609321594238,1.2190641164779663
141,80,0.48034711866785074,0.27,0.125,0.0,0,0,0,-0.0009378542308695614,85.60944366455078,1.1318074464797974
142,81,0.6552149813142023,0.144375,0.125,0.0,0,0,0,-0.0031734786462038755,263.40863037109375,1.2624850273132324
143,81,1.0491748132517387,0.45375,0.5,0.0,0,0,0,0.0012644734233617783,303.6148376464844,1.2779812812805176
144,81,0.516737430694775,0.5625,0.625,0.0,0,0,0,0.00048696869635023177,22.632728576660156,1.3010143041610718
145,81,0.6650930612740922,0.633125,0.75,0.0,0,0,0,0.000140458345413208,62.6346435546875,0.9550535678863525
146,82,1.0138466708885971,0.375,0.25,0.0,0,0,0,-0.00020361784845590591,265.5892333984375,1.195460319519043
147,82,0.6900633858876972,0.51125,0.375,0.0,0,0,0,0.00013810209929943085,70.56523895263672,1.2402009963989258
148,82,0.356944431409147,0.61625,0.375,0.0,0,0,0,-0.0009765165741555393,6.116703987121582,1.2915180921554565
149,82,0.35928141972726735,0.625,0.375,0.0,0,0,0,-0.0019429059466347098,7.18100118637085,0.9218513369560242
150,83,2.796456843546366,0.274375,0.0,0.0,0,0,0,7.468586318282178e-06,2540.223388671875,1.2340067625045776
151,83,0.7281513993948465,0.428125,0.125,0.0,0,0,0,-0.00013491325080394745,114.30033874511719,1.2934291362762451
152,83,0.3966201216508125,0.536875,0.125,0.0,0,0,0,-0.0007536839693784714,8.035881042480469,1.2807191610336304
153,84,0.9727216540013615,0.01,0.0,0.0,0,0,0,-7.508384442189708e-05,411.9270324707031,0.9042432308197021
154,84,0.7557241517679358,0.344375,0.125,0.0,0,0,0,1.3841316103935242e-05,162.7642364501953,1.2885881662368774
155,84,0.40979845522815594,0.50875,0.125,0.0,0,0,0,-0.00041018924093805254,13.280372619628906,1.3246334791183472
156,84,0.5338795741881768,0.618125,0.25,0.0,0,0,0,-0.00019730131316464394,180.47824096679688,1.2734876871109009
157,85,0.40701311539669405,0.01625,0.0,0.0,0,0,0,-0.00012026602780679241,31.878156661987305,0.9506296515464783
158,85,1.1173828191112989,0.30375,0.625,0.0,0,0,0,-0.00019735656678676605,353.9634094238281,1.2444205284118652
159,85,0.9432093706636806,0.490625,0.75,0.125,0,0,0,5.307917672325857e-05,157.64202880859375,1.2825597524642944
160,85,1.1787041552543087,0.5175,0.75,0.5,0,0,0,-9.300062811234966e-05,358.94403076171875,1.2048137187957764
161,86,0.33602518098086875,0.054375,0.0,0.0,0,0,0,-0.0002487301826477051,27.05663299560547,0.9891814589500427
162,86,0.17756388865382178,0.319375,0.0,0.0,0,0,0,-0.0005937802488915622,8.889410972595215,1.2756155729293823
163,86,0.9486417912557954,0.381875,0.0,0.0,0,0,0,-0.0010008551180362701,136.8292999267578,1.2803643941879272
164,86,0.5576496827197843,0.508125,0.125,0.0,0,0,0,-0.00018011282372754067,43.62908172607422,1.172540307044983
165,87,0.7206714809290133,0.1625,0.125,0.0,0,0,0,-0.00012933711695950478,458.6173095703125,1.0118564367294312
166,87,1.1151259358557581,0.41125,0.25,0.0,0,0,0,-5.9220317780273035e-05,235.42506408691406,1.2427812814712524
167,87,0.6710767715212569,0.468125,0.25,0.125,0,0,0,-0.00024407201271969825,45.77967834472656,1.2709187269210815
168,87,0.1430187949736137,0.548125,0.25,0.125,0,0,0,-0.000680785917211324,8.3958158493042,1.1322377920150757
169,88,0.6103288097619952,0.204375,0.125,0.0,0,0,0,-0.00050409632967785,169.73526000976562,1.0460305213928223
170,88,0.45989025045128074,0.389375,0.125,0.0,0,0,0,-0.0007953016902320087,14.513602256774902,1.2897518873214722
171,88,0.2334549248116673,0.455,0.125,0.0,0,0,0,-0.0016024071956053376,3.5591881275177,1.3207770586013794
172,88,0.1004156474082265,0.46,0.125,0.0,0,0,0,-0.001455374644137919,8.32931900024414,1.1091902256011963
173,89,0.506447851388657,0.14,0.0,0.0,0,0,0,0.0004398077726364136,220.70118713378906,1.069544792175293
174,89,1.0283577148275072,0.359375,0.375,0.0,0,0,0,6.895853584865108e-05,195.86459350585938,1.2898212671279907
175,89,0.8259268111214624,0.5375,0.375,0.0,0,0,0,2.321725150977727e-05,75.76361846923828,1.3325896263122559
176,89,0.857796914834239,0.578125,0.375,0.125,0,0,0,-0.00030161006725393236,137.38934326171875,1.1139392852783203
177,90,0.4435952806597925,0.19,0.125,0.0,0,0,0,-0.0018172096461057663,88.54549407958984,1.1069468259811401
178,90,1.1242779773529037,0.4875,0.625,0.0,0,0,0,0.000134705871460028,258.34466552734375,1.2604979276657104
179,90,0.788628971833532,0.69625,0.625,0.0,0,0,0,-0.0019251095363870263,81.28517150878906,1.313667893409729
180,90,0.5663279295658867,0.725,0.625,0.0,0,0,0,-0.001124553382396698,25.553970336914062,1.0671460628509521
181,91,0.8691704092270811,0.258125,0.25,0.0,0,0,0,-0.0006114107673056424,238.99801635742188,1.118876576423645
182,91,0.9751231052587173,0.524375,0.375,0.0,0,0,0,-0.0012031072983518243,135.8175811767578,1.2920702695846558
183,91,0.6580041613124195,0.605625,0.5,0.0,0,0,0,-0.0016768040368333459,47.51072692871094,1.3108912706375122
184,91,0.5078322467484213,0.62375,0.5,0.125,0,0,0,-0.0002047717571258545,40.753726959228516,0.9995437264442444
185,92,1.6074910999668646,0.326875,0.625,0.125,0,0,0,-6.503736130980542e-06,552.9759521484375,1.1802493333816528
186,92,0.6819563679309795,0.430625,0.625,0.25,0,0,0,-0.0003399296256247908,49.62575912475586,1.3160830736160278
187,92,0.832972997752222,0.571875,0.75,0.25,0,0,0,0.00016238012176472694,134.50242614746094,1.2972558736801147
188,92,0.4753038731050765,0.634375,0.75,0.25,0,0,0,-0.0008106059394776821,13.870567321777344,0.969292163848877
189,93,1.0635065239730466,0.276875,0.375,0.0,0,0,0,-0.00027922572917304933,444.21099853515625,1.2223700284957886
190,93,0.808223334752256,0.400625,0.625,0.0,0,0,0,-0.00010747835040092468,87.34442138671875,1.3041713237762451
191,93,0.6058095682201383,0.453125,0.625,0.0,0,0,0,-5.186038833926432e-05,27.029226303100586,1.3535209894180298
192,93,0.5247885084272639,0.47,0.625,0.0,0,0,0,-0.00015992764383554459,18.000320434570312,0.974280595779419
193,94,0.590174619186655,0.29125,0.25,0.0,0,0,0,-0.00037321573472581804,122.10346221923828,1.2465262413024902
194,94,0.747541516144338,0.45875,0.5,0.0,0,0,0,9.648595005273819e-05,55.754024505615234,1.2917717695236206
195,94,0.758104502059723,0.519375,0.5,0.125,0,0,0,-0.0004226466116961092,102.45600891113281,1.3055517673492432
196,95,0.5754996154088872,0.02875,0.0,0.0,0,0,0,-0.00047942870878614485,136.55679321289062,0.9250957369804382
197,95,1.0334309521877003,0.299375,0.5,0.0,0,0,0,0.00011245347559452057,278.9110107421875,1.2881455421447754
198,95,0.5829511372619436,0.421875,0.5,0.0,0,0,0,-0.0011819562641903758,30.73388671875,1.345877766609192
199,95,0.4932008081841559,0.49375,0.5,0.0,0,0,0,-0.0021345671266317368,13.87885856628418,1.324050784111023
200,96,0.8015571690903016,0.059375,0.0,0.0,0,0,0,0.0002372032031416893,136.3943634033203,0.9662303924560547
201,96,0.7227864634405705,0.384375,0.375,0.0,0,0,0,-2.820293047989253e-05,103.54438781738281,1.302614450454712
202,96,0.9842135104645422,0.513125,0.5,0.0,0,0,0,-0.0009249858558177948,167.35081481933594,1.3561383485794067
203,96,0.7720348220937012,0.676875,0.625,0.0,0,0,0,-0.00047503411769866943,106.68214416503906,1.2890894412994385
204,97,1.4093250539153814,0.055,0.125,0.125,0,0,0,-0.0003070173261221498,500.17401123046875,0.9938927292823792
205,97,0.6926547578068494,0.271875,0.5,0.125,0,0,0,-0.00017984335136134177,186.2289581298828,1.26917564868927
206,97,0.892775559124857,0.590625,0.875,0.125,0,0,0,-0.0003680636582430452,99.92830657958984,1.3365983963012695
207,97,0.8991868909342884,0.74125,1.0,0.375,0,0,0,-0.0006443597376346588,196.82354736328125,1.2097253799438477
208,98,1.0534435596382536,0.118125,0.25,0.0,0,0,0,7.60890543460846e-05,429.34246826171875,1.041906714439392
209,98,0.46187092354921333,0.319375,0.25,0.0,0,0,0,-0.0007453958387486637,11.770358085632324,1.304419994354248
210,98,0.4490980740457644,0.5675,0.375,0.0,0,0,0,-0.0009533229167573154,9.403164863586426,1.3672798871994019
211,98,0.364494449603626,0.626875,0.375,0.0,0,0,0,-0.007430809084326029,4.3804168701171875,1.233000636100769
212,99,0.5639659841908724,0.2025,0.125,0.0,0,0,0,-0.001938366680406034,52.51176452636719,1.095314860343933
213,99,0.6185903105069883,0.428125,0.125,0.0,0,0,0,3.651839870144613e-05,29.93181610107422,1.3860644102096558
214,99,0.938953744713217,0.625625,0.25,0.0,0,0,0,0.0005050413310527802,141.9930419921875,1.4103142023086548
215,99,1.2586105385817064,0.778125,1.0,0.125,0,0,0,-0.00013374660920817405,420.3932189941406,1.2296298742294312
216,100,0.6967177556898605,0.245,0.25,0.0,0,0,0,-0.0007037892937660217,152.989501953125,1.1356912851333618
217,100,1.1403697836576612,0.493125,0.75,0.0,0,0,0,-0.0006983727216720581,173.50233459472656,1.3896547555923462
218,100,0.9429621600356768,0.708125,0.875,0.125,0,0,0,0.00017167006444651634,157.6139373779297,1.3820074796676636
219,100,0.6709521736813713,0.746875,1.0,0.25,0,0,0,-0.00014490883040707558,57.219268798828125,1.1751145124435425
220,101,0.675911405252009,0.28625,0.25,0.0,0,0,0,-4.686042666435242e-05,106.82991027832031,1.1969002485275269
221,101,1.137485538085457,0.495,0.375,0.0,0,0,0,-0.00030008330941200256,161.02490234375,1.3925399780273438
222,101,0.704729844306712,0.528125,0.5,0.0,0,0,0,-0.0006858818233013153,37.55548858642578,1.4015973806381226
223,101,0.5866366690711402,0.555625,0.5,0.0,0,0,0,-0.0013702396536245942,15.513704299926758,1.1714885234832764
224,102,0.8091318248298194,0.25625,0.125,0.0,0,0,0,-0.00017362863582093269,156.21707153320312,1.2231491804122925
225,102,0.9201740498647268,0.459375,0.625,0.0,0,0,0,0.00014397672202903777,155.21792602539062,1.363211989402771
226,102,0.9925445503436094,0.674375,0.75,0.125,0,0,0,-0.00021253649902064353,165.63233947753906,1.3896831274032593
227,102,0.5639194599789334,0.75125,0.75,0.125,0,0,0,-0.00014698877930641174,19.537734985351562,1.1187227964401245
228,103,1.3131065632296668,0.28375,0.375,0.0,0,0,0,3.16128134727478e-05,477.09356689453125,1.2549527883529663
229,103,0.9469250095371535,0.546875,0.5,0.125,0,0,0,-4.075343531440012e-05,120.28396606445312,1.3576034307479858
230,103,0.6396617721766233,0.604375,0.5,0.25,0,0,0,-0.00021726016711909324,44.701881408691406,1.4165862798690796
231,103,0.6779341375950025,0.62625,0.625,0.375,0,0,0,-0.0003254394978284836,41.38884735107422,1.1004247665405273
232,104,0.6598899418750079,0.3,0.25,0.0,0,0,0,-0.00031452314578928053,153.30442810058594,1.3072071075439453
233,104,0.7019362070823263,0.495625,0.375,0.0,0,0,0,-3.236532211303711e-05,35.81364440917969,1.4122885465621948
