step,agent_id,uav_type,x,y,action,action_name,battery,nearest_candidate_distance,in_candidate_range,coverage_ratio,target_detection_rate,inspection_success_rate,collision_count
60,quadrotor_0,quadrotor,540.0,375.0,0,move_north,94.00000000000034,313.5610124827551,0,0.146875,0.0,0.0,0
60,quadrotor_1,quadrotor,510.0,240.0,1,move_south,94.40000000000032,,,0.146875,0.0,0.0,0
61,fixedwing_0,fixedwing,981.310128459228,987.6153829677639,8,orbit_candidate,95.45000000000026,,,0.148125,0.0,0.0,0
61,quadrotor_0,quadrotor,540.0,390.0,0,move_north,93.90000000000035,298.8055743166476,0,0.148125,0.0,0.0,0
61,quadrotor_1,quadrotor,510.0,225.0,2,move_east,94.30000000000032,,,0.148125,0.0,0.0,0
62,fixedwing_0,fixedwing,959.6182122278595,966.8919476779455,9,change_altitude,95.40000000000026,,,0.150625,0.0,0.0,0
62,quadrotor_0,quadrotor,540.0,405.0,2,move_east,93.80000000000035,284.0757538689157,0,0.150625,0.0,0.0,0
62,quadrotor_1,quadrotor,525.0,225.0,4,hover_inspect,94.20000000000033,,,0.150625,0.0,0.0,0
63,fixedwing_0,fixedwing,937.926295996491,946.168512388127,7,turn_right,95.35000000000026,,,0.153125,0.0,0.0,0
63,quadrotor_0,quadrotor,555.0,405.0,0,move_north,93.70000000000036,281.55391958113745,0,0.153125,0.0,0.0,0
63,quadrotor_1,quadrotor,525.0,225.0,0,move_north,94.20000000000033,,,0.153125,0.0,0.0,0
64,fixedwing_0,fixedwing,909.5086412007761,936.5541015423404,8,orbit_candidate,95.20000000000027,,,0.15375,0.0,0.0,0
64,quadrotor_0,quadrotor,555.0,420.0,0,move_north,93.60000000000036,266.714964568906,0,0.15375,0.0,0.0,0
64,quadrotor_1,quadrotor,525.0,240.0,3,move_west,94.10000000000034,,,0.15375,0.0,0.0,0
65,fixedwing_0,fixedwing,881.6363432882317,925.4574800261142,6,straight,95.15000000000028,,,0.15375,0.0,0.0,0
65,quadrotor_0,quadrotor,555.0,435.0,2,move_east,93.50000000000037,251.89508732502887,0,0.15375,0.0,0.0,0
65,quadrotor_1,quadrotor,510.0,240.0,3,move_west,94.00000000000034,,,0.15375,0.0,0.0,0
66,fixedwing_0,fixedwing,853.7640453756874,914.3608585098881,6,straight,95.10000000000028,,,0.155625,0.0,0.0,0
66,quadrotor_0,quadrotor,570.0,435.0,0,move_north,93.40000000000038,249.94941631016619,0,0.155625,0.0,0.0,0
66,quadrotor_1,quadrotor,495.0,240.0,2,move_east,93.90000000000035,,,0.155625,0.0,0.0,0
67,fixedwing_0,fixedwing,825.891747463143,903.2642369936619,6,straight,95.05000000000028,,,0.15625,0.0,0.0,0
67,quadrotor_0,quadrotor,570.0,450.0,0,move_north,93.30000000000038,235.02972877337012,0,0.15625,0.0,0.0,0
67,quadrotor_1,quadrotor,510.0,240.0,0,move_north,93.80000000000035,,,0.15625,0.0,0.0,0
68,fixedwing_0,fixedwing,798.0194495505987,892.1676154774358,8,orbit_candidate,95.00000000000028,,,0.15625,0.0,0.0,0
68,quadrotor_0,quadrotor,570.0,465.0,4,hover_inspect,93.20000000000039,220.1209578862837,0,0.15625,0.0,0.0,0
68,quadrotor_1,quadrotor,510.0,255.0,4,hover_inspect,93.70000000000036,,,0.15625,0.0,0.0,0
69,fixedwing_0,fixedwing,770.9008545487018,879.3386714397104,8,orbit_candidate,94.95000000000029,,,0.15625,0.0,0.0,0
69,quadrotor_0,quadrotor,570.0,465.0,2,move_east,93.20000000000039,220.1209578862837,0,0.15625,0.0,0.0,0
69,quadrotor_1,quadrotor,510.0,255.0,2,move_east,93.70000000000036,,,0.15625,0.0,0.0,0
70,fixedwing_0,fixedwing,744.5933184903457,864.9194638838738,6,straight,94.90000000000029,,,0.156875,0.0,0.0,0
70,quadrotor_0,quadrotor,585.0,465.0,0,move_north,93.10000000000039,218.92193082485804,0,0.156875,0.0,0.0,0
70,quadrotor_1,quadrotor,525.0,255.0,2,move_east,93.60000000000036,,,0.156875,0.0,0.0,0
71,fixedwing_0,fixedwing,718.2857824319897,850.5002563280373,5,turn_left,94.85000000000029,,,0.156875,0.0,0.0,0
71,quadrotor_0,quadrotor,585.0,480.0,2,move_east,93.0000000000004,203.93889891233374,0,0.156875,0.0,0.0,0
71,quadrotor_1,quadrotor,540.0,255.0,3,move_west,93.50000000000037,,,0.156875,0.0,0.0,0
72,fixedwing_0,fixedwing,700.5368780774801,826.3139710776217,6,straight,94.7000000000003,,,0.156875,0.0,0.0,0
72,quadrotor_0,quadrotor,600.0,480.0,2,move_east,92.9000000000004,203.7514421663904,0,0.156875,0.0,0.0,0
72,quadrotor_1,quadrotor,525.0,255.0,4,hover_inspect,93.40000000000038,,,0.156875,0.0,0.0,0
73,fixedwing_0,fixedwing,682.7879737229705,802.127685827206,8,orbit_candidate,94.6500000000003,,,0.15875,0.0,0.0,0
73,quadrotor_0,quadrotor,615.0,480.0,0,move_north,92.80000000000041,204.6661327142153,0,0.15875,0.0,0.0,0
73,quadrotor_1,quadrotor,525.0,255.0,3,move_west,93.40000000000038,,,0.15875,0.0,0.0,0
74,fixedwing_0,fixedwing,665.0226646771654,777.9534475867354,6,straight,94.6000000000003,,,0.15875,0.0,0.0,0
74,quadrotor_0,quadrotor,615.0,495.0,4,hover_inspect,92.70000000000041,189.74321746424545,0,0.15875,0.0,0.0,0
74,quadrotor_1,quadrotor,510.0,255.0,2,move_east,93.30000000000038,,,0.15875,0.0,0.0,0
