update,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_action_probability
38,0,0.038066405526478775,127,0.875,0.5,1.0,0,663,0,0,-0.0038728462532162666,2.1923041343688965,1.4104621410369873,-0.0001491159200668335,0.0,0.33135902881622314
39,0,0.9781835960129683,132,0.36,0.0,1.0,0,147,0,0,-0.002054134849458933,138.602294921875,1.404477596282959,-0.00055348826572299,0.0,0.34848886728286743
40,0,-0.004082031518919393,132,0.4925,0.0,1.0,0,403,0,0,-0.002035703044384718,1.158166527748108,1.3782464265823364,0.0002532429061830044,0.0,0.3531612753868103
41,0,-0.014042969381989678,132,0.6175,0.0,1.0,0,659,0,0,-0.0042426325380802155,1.1793988943099976,1.3777704238891602,0.0007758475840091705,0.0,0.3578283190727234
42,0,0.06351562461713911,133,0.43,0.0,1.0,0,215,0,0,-0.007192537188529968,1.573585033416748,1.3032516241073608,0.003419112181290984,0.0,0.37617555260658264
43,0,0.007031249228020897,133,0.645,0.0,1.0,0,471,0,0,-0.003625062294304371,1.1944713592529297,1.2003843784332275,0.0037934130523353815,0.041015625,0.427035927772522
44,0,0.33885742290658527,135,0.0475,0.5,1.0,0,8,0,0,0.0007403544150292873,48.94456100463867,1.1643447875976562,5.393777973949909e-05,0.0,0.46566176414489746
45,0,0.5181249944726005,138,0.08,0.0,0.5,0,22,0,0,0.0004405984655022621,77.52651977539062,1.1382272243499756,-0.0007075315807014704,0.0,0.4717816114425659
46,0,0.11502929705602583,139,0.455,0.0,1.0,0,124,0,0,-0.0034198802895843983,7.902440071105957,1.0928078889846802,0.001337849535048008,0.0,0.48966407775878906
47,0,0.17603515584414708,140,0.6225,0.5,1.0,0,239,0,0,-0.004056725185364485,22.777671813964844,1.0432729721069336,0.001763413194566965,0.0078125,0.5175829529762268
48,0,0.0243749997971463,141,0.35,0.0,1.0,0,222,0,0,0.0007352549582719803,6.03978157043457,0.9941005706787109,0.0017209802754223347,0.0,0.5356679558753967
49,0,0.30171875162341166,144,0.2375,0.0,1.0,0,36,0,0,0.0006128475069999695,45.9975700378418,0.9923456907272339,-0.0005898501258343458,0.0,0.5408281087875366
50,0,0.08083984236145625,145,0.4525,0.0,1.0,0,106,0,0,-0.0030939048156142235,6.181176662445068,0.9869429469108582,-0.0008809878490865231,0.0,0.5446836948394775
51,0,0.0017578122606209945,145,0.5925,0.0,1.0,0,362,0,0,-0.0068207476288080215,0.20888914167881012,0.9779359698295593,0.004210606217384338,0.0,0.558301568031311
52,0,-0.013222655263234628,146,0.195,0.0,1.0,0,36,0,0,-0.01315988041460514,3.7014505863189697,1.0389097929000854,0.00863356702029705,0.060546875,0.534202516078949
53,0,0.07427734318480361,146,0.8475,0.0,1.0,0,292,0,0,-0.0010958958882838488,2.018892288208008,1.0376923084259033,-0.004324002657085657,0.0,0.519380509853363
54,0,-0.017285156678553903,146,0.8675,0.0,1.0,0,548,0,0,-0.002962952945381403,0.15757961571216583,1.0336487293243408,-0.0007870313711464405,0.0,0.522436261177063
55,0,0.1998144558929198,147,0.6625,0.5,1.0,0,104,0,0,-0.0012200204655528069,31.52228546142578,0.9955705404281616,-0.0013546214904636145,0.009765625,0.5417128205299377
56,0,0.010351562250434654,147,0.9125,0.5,1.0,0,360,0,0,-0.005670775659382343,1.0008697509765625,0.9403981566429138,-0.000424947589635849,0.0,0.5728092193603516
57,0,-0.029492188223230187,147,0.92,0.5,1.0,0,616,0,0,-0.007510397583246231,0.18130846321582794,0.9419043064117432,-0.0021143192425370216,0.0,0.5584696531295776
58,0,0.10917968632566044,148,0.785,0.0,1.0,0,172,0,0,-0.002129976637661457,4.6847147941589355,0.9000041484832764,0.0032928530126810074,0.0,0.5776021480560303
59,0,-0.014960938002332114,148,0.8475,0.0,1.0,0,428,0,0,-0.0009951386600732803,0.21576674282550812,0.9048299789428711,0.0005113028455525637,0.0,0.574519157409668
60,0,-0.03433593838781235,148,0.8525,0.0,1.0,0,684,0,0,-0.007140719331800938,0.16010962426662445,0.9726266860961914,-0.0012393705546855927,0.0,0.544330358505249
61,0,0.09898437456286047,150,0.6,0.0,1.0,0,232,0,0,0.004084582440555096,3.250410318374634,1.0386788845062256,0.006138334050774574,0.037109375,0.542468249797821
62,0,0.047304687192081474,151,0.24,0.0,1.0,0,46,0,0,-0.005876472219824791,1.9867089986801147,1.0671095848083496,0.0027561690658330917,0.0,0.5148205757141113
63,0,0.048066405157442205,151,0.72,0.0,1.0,0,302,0,0,-0.00669696694239974,1.6935391426086426,1.1103997230529785,0.005516404751688242,0.0,0.48304980993270874
64,0,0.20717773083379143,152,0.8325,0.5,1.0,0,200,0,0,0.0019081742502748966,26.396827697753906,1.134909987449646,-0.0010161751415580511,0.0,0.4706573486328125
65,0,0.1722167967527639,153,0.5625,0.5,1.0,0,125,0,0,-0.00038644252344965935,22.07962417602539,1.1695430278778076,-0.0002799083013087511,0.0,0.45997485518455505
66,0,0.1964941395963251,154,0.4675,0.5,1.0,0,51,0,0,-0.0012767440639436245,23.1170711517334,1.1643877029418945,0.0004392045084387064,0.0,0.45053866505622864
67,0,0.030937499959691195,154,0.86,0.5,1.0,0,307,0,0,-0.003980416804552078,0.823611855506897,1.1864920854568481,0.0019865059293806553,0.0,0.45154982805252075
68,0,-0.01791015658818651,154,0.895,0.5,1.0,0,563,0,0,-0.002586378250271082,0.17340020835399628,1.2186866998672485,0.0019317457918077707,0.0,0.4247848391532898
69,0,0.19836913901235675,156,0.2825,0.0,1.0,0,71,0,0,0.0025031499098986387,29.481327056884766,1.2274212837219238,0.0016933940351009369,0.0,0.41518357396125793
70,0,0.15372070372177404,157,0.2175,0.5,1.0,0,43,0,0,-0.003697214648127556,18.14107894897461,1.2303850650787354,0.001436121528968215,0.0,0.41017186641693115
71,0,0.023593750356667442,157,0.55,0.5,1.0,0,299,0,0,-0.009589121676981449,0.5288737416267395,1.2818019390106201,0.007516271434724331,0.03125,0.40315479040145874
72,0,-0.019433594177826308,157,0.5625,0.5,1.0,0,555,0,0,-0.0013759138528257608,0.10697150230407715,1.3367658853530884,0.0032360178884118795,0.013671875,0.3597679138183594
73,0,0.14591797104367288,158,0.2825,0.5,1.0,0,134,0,0,0.0010565740521997213,20.323551177978516,1.380440592765808,0.0018966300413012505,0.0,0.3373088240623474
74,0,0.05173828023180249,158,0.7825,0.5,1.0,0,390,0,0,0.00029983813874423504,1.6078190803527832,1.371208906173706,0.0014334460720419884,0.0,0.327001690864563
75,0,-0.004296875609725248,158,0.9425,0.5,1.0,0,646,0,0,-0.008852394297719002,0.4209643006324768,1.4082977771759033,0.006506109144538641,0.02734375,0.3327815532684326
76,0,0.678681644381868,161,0.6225,0.5,1.0,0,148,0,0,0.00018354423809796572,110.7048568725586,1.4324274063110352,0.0006143716163933277,0.0,0.3168354630470276
77,0,-0.00205078162252903,161,0.7725,0.5,1.0,0,404,0,0,-0.0011812737211585045,0.4391481876373291,1.4383639097213745,0.0034958524629473686,0.0,0.3109343945980072
78,0,-0.004238281511788955,161,0.8775,0.5,1.0,0,660,0,0,-0.00684856902807951,0.23815317451953888,1.4307668209075928,-0.0005920461844652891,0.0,0.29488709568977356
79,0,1.8207226551930944,169,0.2275,0.5,1.0,0,25,0,0,-0.0008813866879791021,329.292724609375,1.4294073581695557,-0.002328532049432397,0.0,0.3058510422706604
80,0,2.1944140551968303,178,0.32,0.5,1.0,0,45,0,0,-0.00253569008782506,345.7084655761719,1.3949464559555054,0.00011067534796893597,0.0,0.30731001496315
81,0,0.05339843661204213,178,0.8525,0.5,1.0,0,301,0,0,-0.002674813847988844,1.0930423736572266,1.3965957164764404,0.0003610728308558464,0.0,0.31374937295913696
82,0,-0.0365039066382451,178,0.8725,0.5,1.0,0,557,0,0,-0.00040769786573946476,0.8287408947944641,1.4068686962127686,0.0015386110171675682,0.0,0.3273138999938965
83,0,0.0990624984697206,179,0.6275,0.0,1.0,0,113,0,0,-0.0023245709016919136,2.237661123275757,1.3953220844268799,-1.2671342119574547e-05,0.0,0.34170469641685486
84,0,0.6493554704502458,182,0.5225,0.5,1.0,0,97,0,0,0.0004696403630077839,78.85710144042969,1.3709492683410645,-0.0013197804801166058,0.0,0.3422281742095947
85,0,0.03798828092840267,182,0.93,0.5,1.0,0,353,0,0,-0.0028115699533373117,0.7855814099311829,1.3749958276748657,0.0007224467117339373,0.0,0.34106022119522095
86,0,-0.015234375288855517,182,0.99,0.5,1.0,0,609,0,0,-0.004047720693051815,0.38448262214660645,1.3967407941818237,0.0004573881160467863,0.0,0.3176119327545166
87,0,1.1255761775028077,187,0.5475,0.5,1.0,0,84,0,0,-0.0018111150711774826,156.60218811035156,1.3485466241836548,0.00015154224820435047,0.0,0.35151350498199463
88,0,0.031289062313589966,187,0.9125,0.5,1.0,0,340,0,0,-0.005871348083019257,0.5321652889251709,1.3411046266555786,0.001968793338164687,0.0,0.35907864570617676
89,0,-0.014863281558064045,187,0.955,0.5,1.0,0,596,0,0,-0.002691395580768585,0.19459545612335205,1.3700705766677856,0.00045918417163193226,0.0,0.3387336730957031
90,0,0.22069336087588454,188,0.8025,0.5,1.0,0,152,0,0,0.002240994479507208,28.58916664123535,1.3768930435180664,0.0028282632119953632,0.0,0.33526283502578735
91,0,-0.010507812941796146,188,0.9175,0.5,1.0,0,408,0,0,-0.001886199228465557,0.4534972608089447,1.3892788887023926,0.0030429172329604626,0.0,0.32319769263267517
92,0,-0.016816406649013516,188,0.9675,0.5,1.0,0,664,0,0,-0.004922748077660799,0.18589718639850616,1.4263299703598022,0.0006548566743731499,0.0,0.3087465465068817
93,0,0.6729882763465866,191,0.56,0.5,1.0,0,159,0,0,-0.0018626293167471886,100.80940246582031,1.3981966972351074,-0.0031211175955832005,0.0,0.32660436630249023
94,0,0.009296874628489604,191,0.805,0.5,1.0,0,415,0,0,-0.003473232965916395,0.3308815360069275,1.3917063474655151,-0.0030239326879382133,0.0,0.3293239176273346
95,0,-0.0060351567626639735,191,0.945,0.5,1.0,0,671,0,0,-0.0053381542675197124,0.5545626878738403,1.357974886894226,4.676543176174164e-05,0.0,0.3341104984283447
96,0,1.7747949184122263,199,0.28,0.5,0.5,0,46,0,0,0.0010668740142136812,248.03526306152344,1.2764159440994263,-0.00014184392057359219,0.0,0.37297093868255615
97,0,0.05025390550144948,199,0.8825,0.5,0.5,0,302,0,0,-0.001670083962380886,1.2209848165512085,1.2869807481765747,0.0018180019687861204,0.0,0.3901342749595642
98,0,7.812487092451192e-05,199,1.0,0.5,1.0,0,558,0,0,-0.007164847571402788,0.7740331292152405,1.3289483785629272,0.004748905077576637,0.0,0.36252492666244507
99,0,0.8404003934592765,204,0.1875,0.5,1.0,0,45,0,0,-0.003179916413500905,121.12004089355469,1.3576658964157104,0.0032928348518908024,0.0,0.34913158416748047
100,0,0.07166015551774763,204,0.7675,0.5,1.0,0,301,0,0,-0.0024458125699311495,0.7525899410247803,1.3740949630737305,0.0004347320646047592,0.0,0.32508164644241333
101,0,-0.01798828158644028,204,0.78,0.5,1.0,0,557,0,0,-0.0011676838621497154,0.1701022833585739,1.3604938983917236,0.004015288315713406,0.0,0.31766387820243835
102,0,0.8573730364551011,208,0.125,0.5,1.0,0,19,0,0,0.0018903864547610283,116.1666259765625,1.319165587425232,-0.0004156611394137144,0.0,0.36167943477630615
103,0,1.0250390694673115,212,0.7225,0.5,1.0,0,183,0,0,-0.00022652035113424063,148.19967651367188,1.295872449874878,-0.0001410564873367548,0.0,0.3736421465873718
104,0,0.003574218335415935,212,0.9325,0.5,1.0,0,439,0,0,-0.0027771499007940292,0.7709356546401978,1.3201920986175537,0.0016572442837059498,0.0,0.35497212409973145
105,0,-0.012871093840658432,212,1.0,0.5,1.0,0,695,0,0,-0.0054468391463160515,0.2065127044916153,1.3313721418380737,-0.00010334234684705734,0.0,0.34042325615882874
106,0,0.46950194891905994,214,0.75,0.5,1.0,0,222,0,0,-0.00021143769845366478,57.580406188964844,1.3115043640136719,0.0032445068936794996,0.001953125,0.37117478251457214
107,0,-0.023457031213183654,214,0.8,0.5,1.0,0,478,0,0,0.00025648390874266624,0.6434816122055054,1.343321681022644,-0.00032938667573034763,0.0,0.33745095133781433
108,0,0.3536816418163653,216,0.1525,0.5,1.0,0,16,0,0,-0.0006164126098155975,43.779579162597656,1.3526438474655151,-0.00035163015127182007,0.0,0.3306396007537842
109,0,2.2722168017244257,226,0.16,0.5,1.0,0,50,0,0,-0.000498160719871521,269.126708984375,1.3214538097381592,-0.0009656602051109076,0.0,0.34109947085380554
110,0,0.07652343666995876,226,0.825,0.5,1.0,0,306,0,0,-0.0050553432665765285,0.7447255253791809,1.362485647201538,-0.0007534015458077192,0.0,0.3286030888557434
111,0,-0.011523437897267286,226,0.88,0.5,1.0,0,562,0,0,-0.0012810342013835907,0.2267201840877533,1.4010634422302246,0.0024235674645751715,0.0,0.3250660002231598
112,0,0.8620800870485255,230,0.1375,0.5,1.0,0,30,0,0,0.0004539601504802704,133.29901123046875,1.385841727256775,0.0023999891709536314,0.0,0.32353675365448
113,0,0.06664062447453034,230,0.685,0.5,1.0,0,286,0,0,-0.007966749370098114,1.0077682733535767,1.3833153247833252,0.002785683376714587,0.0,0.31301766633987427
114,0,-0.0067968753864988685,230,0.7825,0.5,1.0,0,542,0,0,-0.009355943650007248,0.16077765822410583,1.3660269975662231,0.005920456722378731,0.01171875,0.3203674554824829
115,0,0.8483789062884171,234,0.0925,0.5,1.0,0,10,0,0,-0.001191676128655672,112.93109893798828,1.3203753232955933,0.00048255431465804577,0.0078125,0.3447299897670746
116,0,2.6754101590049686,245,0.2725,0.5,1.0,0,30,0,0,0.0011413260363042355,373.03558349609375,1.2275211811065674,-0.001057374756783247,0.0,0.3785054087638855
117,0,2.860546844345663,257,0.075,0.5,1.0,0,8,0,0,-0.0009322231635451317,363.8492431640625,1.219366192817688,-0.0016663847491145134,0.0,0.3811344504356384
118,0,2.648574212777021,268,0.04,0.5,1.0,0,3,0,0,-0.0005846847780048847,329.68560791015625,1.204547643661499,8.848123252391815e-05,0.0,0.3833809196949005
119,0,2.0045214846941235,276,0.1175,0.5,1.0,0,18,0,0,0.00013869348913431168,232.58273315429688,1.195127248764038,8.327094838023186e-05,0.0,0.3746893107891083
120,0,2.6295703151117777,287,0.1375,0.5,1.0,0,17,0,0,-0.00022187922149896622,295.338134765625,1.1864341497421265,0.00023770402185618877,0.0,0.3866529166698456
121,0,2.62146484675759,298,0.095,0.5,1.0,0,15,0,0,-0.00022708158940076828,293.0029296875,1.1886950731277466,-0.00022560707293450832,0.0,0.3975534439086914
122,0,3.0902343765847036,311,0.0875,0.5,1.0,0,9,0,0,0.00010024383664131165,358.2256774902344,1.163560390472412,0.00019804714247584343,0.0,0.3870151937007904
123,0,1.024355463039683,315,0.6975,0.5,1.0,0,181,0,0,-0.00037983362562954426,110.56886291503906,1.2278870344161987,-0.00012860889546573162,0.0,0.3859387934207916
124,0,-0.024472656557918526,315,0.735,0.5,1.0,0,437,0,0,-0.0002528121694922447,2.1002302169799805,1.263405680656433,6.064423359930515e-05,0.0,0.3537011742591858
125,0,-0.018691406563448254,315,0.79,0.5,1.0,0,693,0,0,-0.002414360409602523,0.7207897901535034,1.2741862535476685,0.0011123735457658768,0.0,0.3481120467185974
126,0,3.0610058629135892,329,0.02,0.0,0.0,0,0,0,0,0.0006060367450118065,348.09442138671875,1.1606446504592896,0.00016983994282782078,0.0,0.39546793699264526
127,0,2.631669938109553,340,0.02,0.0,0.0,0,0,0,0,-7.287785410881042e-05,278.05975341796875,1.1481213569641113,-0.0004140252713114023,0.0,0.40106385946273804
128,0,2.2859960821879213,349,0.335,0.5,1.0,0,39,0,0,-0.0007823696359992027,264.12353515625,1.1419357061386108,0.0005653584375977516,0.0,0.3941274881362915
129,0,3.0590331996645546,362,0.1375,0.5,1.0,0,15,0,0,-5.7855620980262756e-05,355.6900329589844,1.1423735618591309,0.00029366789385676384,0.0,0.4028656780719757
130,0,2.5428906242523226,373,0.0225,0.0,0.5,0,1,0,0,-2.1023675799369812e-05,246.31045532226562,1.142406702041626,3.5880133509635925e-05,0.0,0.3995932340621948
131,0,2.7402148447727086,384,0.12,0.5,1.0,0,23,0,0,7.479684427380562e-05,311.4842224121094,1.1374388933181763,0.00023123412393033504,0.0,0.4004335105419159
132,0,2.422236343365512,394,0.0775,0.5,0.5,0,9,0,0,-0.00012943614274263382,226.66738891601562,1.1393028497695923,3.756233491003513e-05,0.0,0.3910300135612488
133,0,2.985605472000316,407,0.05,0.0,0.5,0,5,0,0,5.920650437474251e-05,293.0926513671875,1.1289188861846924,-2.266140654683113e-05,0.0,0.42212390899658203
134,0,2.4072363411651168,417,0.185,0.0,1.0,0,20,0,0,-0.0001562163233757019,218.16738891601562,1.1390646696090698,6.018788553774357e-05,0.0,0.41169020533561707
135,0,2.948876944836229,429,0.14,0.5,1.0,0,14,0,0,6.415415555238724e-06,297.2799987792969,1.1262624263763428,-1.1485535651445389e-05,0.0,0.4068434238433838
136,0,2.677089833563514,440,0.1075,0.5,0.5,0,15,0,0,-8.658226579427719e-05,250.00091552734375,1.1192219257354736,7.688882760703564e-05,0.0,0.39571574330329895
137,0,2.9296972649426607,453,0.1,0.0,1.0,0,10,0,0,-5.770428106188774e-05,255.52125549316406,1.1337831020355225,4.387367516756058e-05,0.0,0.39344164729118347
138,0,2.381103506020736,463,0.15,0.5,1.0,0,23,0,0,1.6184523701667786e-05,231.3220672607422,1.1380044221878052,8.210772648453712e-06,0.0,0.39652198553085327
139,0,2.8544726466643624,475,0.0775,0.5,1.0,0,8,0,0,-1.847837120294571e-05,237.36988830566406,1.1305899620056152,8.980510756373405e-06,0.0,0.4128464162349701
140,0,2.2872363317037525,485,0.065,0.0,1.0,0,6,0,0,-0.00010513234883546829,173.3099365234375,1.1390035152435303,0.00010051974095404148,0.0,0.3929848074913025
141,0,2.7398242275812663,496,0.075,0.5,1.0,0,11,0,0,-7.111532613635063e-05,240.1599578857422,1.1258970499038696,-3.476417623460293e-05,0.0,0.3973822593688965
142,0,3.0811914007244923,509,0.125,0.5,1.0,0,13,0,0,-0.00021866150200366974,241.24537658691406,1.124894142150879,-3.092852421104908e-05,0.0,0.39947399497032166
143,0,3.102353503320046,522,0.0775,0.5,1.0,0,8,0,0,-0.00021984055638313293,258.6627197265625,1.1228138208389282,-0.00014619715511798859,0.0,0.41070806980133057
144,0,3.0734668065451842,535,0.0925,0.5,1.0,0,10,0,0,-0.00010719709098339081,230.53668212890625,1.117983341217041,-0.00012270035222172737,0.0,0.42013105750083923
145,0,1.7036523383649183,542,0.7225,0.5,1.0,0,141,0,0,-0.00013692351058125496,123.72992706298828,1.1515594720840454,-3.746664151549339e-05,0.0,0.41886478662490845
146,0,-0.02009765655384399,542,0.8525,0.5,1.0,0,397,0,0,-9.6186064183712e-05,7.0667548179626465,1.2358648777008057,8.326955139636993e-05,0.0,0.36678260564804077
147,0,-0.00794921889246325,542,0.965,0.5,1.0,0,653,0,0,-0.00013511395081877708,2.6679179668426514,1.2117700576782227,-7.35619105398655e-05,0.0,0.38019025325775146
148,0,2.192080071927194,552,0.05,0.0,1.0,0,4,0,0,-3.389781340956688e-05,179.02487182617188,1.13629949092865,-8.071144111454487e-05,0.0,0.3969145715236664
149,0,3.1668163850845303,565,0.07,0.5,1.0,0,7,0,0,1.7737969756126404e-05,250.75914001464844,1.1194709539413452,-0.000157821923494339,0.0,0.4094485938549042
150,0,3.086796881609189,578,0.045,0.5,0.5,0,4,0,0,-0.00016902480274438858,232.46688842773438,1.1188809871673584,-6.662262603640556e-05,0.0,0.4114999771118164
151,0,2.629941396375216,589,0.185,0.5,1.0,0,20,0,0,-4.6947505325078964e-05,178.8273162841797,1.1220260858535767,2.5666318833827972e-05,0.0,0.40414944291114807
152,0,2.8065625126837404,601,0.1325,0.5,1.0,0,14,0,0,-9.872950613498688e-05,182.84732055664062,1.1341019868850708,-9.483587928116322e-05,0.0,0.4089616537094116
153,0,2.9962207118696824,614,0.05,0.0,1.0,0,4,0,0,-0.00014853733591735363,227.27996826171875,1.1146270036697388,-1.196819357573986e-05,0.0,0.40496495366096497
154,0,2.8657812527417263,626,0.045,0.0,0.5,0,4,0,0,-0.00014114473015069962,194.80007934570312,1.1230348348617554,-2.6702415198087692e-05,0.0,0.40843427181243896
155,0,2.955878895765636,638,0.1975,0.5,1.0,0,21,0,0,-6.222492083907127e-05,228.4989013671875,1.1189703941345215,-0.00010762549936771393,0.0,0.4138202369213104
156,0,3.112988288150518,652,0.0275,0.0,0.5,0,2,0,0,-0.00019902526400983334,258.55499267578125,1.1061077117919922,-0.000326887471601367,0.0,0.40829071402549744
157,0,2.986787113455648,664,0.1375,0.5,1.0,0,15,0,0,-0.0001465983223170042,232.78810119628906,1.1198406219482422,3.986712545156479e-05,0.0,0.4126213788986206
158,0,2.4583007711735263,674,0.065,0.5,1.0,0,7,0,0,-0.00012322666589170694,181.15350341796875,1.1217474937438965,-4.6089524403214455e-05,0.0,0.3981618881225586
